0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,label
Gas5,-0.327343,0.325335,0.705308,0.012472,0.671349,-0.698924,-0.431520,-0.192571,-0.569945,0.001209,-0.171478,0.147520,0.163313,0.321704,0.156104,0.233789,-0.121394,-0.157537,-0.001740,0.126700,-0.174666,-0.126814,-0.234871,0.118562,0.168406,0.102367,-0.212273,-0.366846,-0.114821,-0.078984,0.122077,-0.251601,-0.021178,0.003310,0.230237,-0.114480,-0.041313,-0.210323,0.007715,-0.078268,0.095037,0.155755,0.030215,-0.227088,0.081501,-0.462776,0.037321,-0.131114,0.129157,0.020251,0.107170,0.305163,-0.033346,-0.132183,0.101960,-0.074065,-0.006945,0.059947,-0.193970,-0.252602,0.184199,-0.018078,-0.126478,-0.012217,0.112125,-0.070391,0.115952,0.199804,-0.109044,0.179733,0.115574,0.207510,0.052282,0.268695,0.117360,-0.041763,-0.041228,-0.008887,0.194665,0.011968,-0.103546,-0.084798,-0.085522,0.022575,-0.175929,-0.031532,0.029245,-0.240540,0.020407,-0.086273,0.091694,-0.045569,0.110296,0.142281,0.262959,-0.179366,0.284570,0.145733,-0.005898,0.175201,0.204371,-0.059419,-0.164582,-0.002979,0.295880,-0.295616,0.077256,-0.159230,-0.211244,-0.107296,0.074801,-0.121729,-0.096581,-0.126052,-0.125134,-0.059324,-0.090043,-0.062759,0.158090,0.356522,-0.107585,-0.024628,0.147785,-0.127512,-0.038338,-0.066872,0.314290,-0.031820,-0.198969,0.229270,-0.158335,0.294354,-0.087335,-0.139291,0.221157,0.036557,-0.013605,0.278828,-0.108715,0.027297,0.004301,0.112994,0.123796,-0.063339,0.038012,0.167372,0.132893,0.067963,0.018227,0.033977,-0.179267,-0.213774,0.019031,-0.223816,-0.195886,-0.102161,0.538823,0.165156,-0.017950,0.127102,-0.041383,0.162548,0.038393,-0.274362,0.061557,0.056961,-0.063003,0.190294,0.211218,-0.211717,0.102949,-0.242798,-0.049139,-0.071488,-0.320739,0.067428,0.016545,0.003828,0.105974,-0.008424,0.030337,-0.399930,-0.076241,-0.045175,0.003979,-0.133823,-0.115071,-0.098770,0.037566,-0.128842,-0.073820,-0.084435,0.035442,0.011214,-0.023298,0.264460,-0.046324,0.103400,-0.029031,0.135753,-0.084405,0.071943,-0.334973,0.066433,-0.086478,0.055620,-0.018627,0.000638,0.124720,0.147976,-0.106114,-0.189571,-0.027306,-0.108144,0.185856,-0.302605,-0.068131,-0.089032,0.193721,-0.037930,0.140693,-0.005427,-0.107487,-0.070341,0.263061,0.150270,-0.150050,-0.087107,0.040481,-0.186383,-0.049521,-0.124863,0.042323,-0.088764,0.227250,-0.181556,0.040334,-0.089577,-0.029661,0.067968,0.049294,-0.044468,0.183423,-0.197470,0.112179,-0.085079,0.013382,-0.136992,-0.103928,-0.029097,0.116944,-0.091447,-0.070741,0.012088,0.086785,0.278244,1
Xist,-0.180831,0.317433,0.549842,0.374776,0.293202,-0.537468,-0.413572,-0.140250,-0.455426,0.157610,-0.318196,0.392771,0.056802,0.280099,0.239462,0.099040,-0.102902,-0.031098,-0.171048,-0.074260,0.048345,0.215047,0.060326,0.278743,0.168684,0.150546,-0.122471,-0.411748,0.082973,0.068454,-0.375941,-0.193268,-0.170791,0.001805,0.045712,-0.147446,0.162241,-0.102915,0.223027,-0.001601,-0.113884,-0.080192,0.038949,-0.034782,-0.011297,-0.457673,-0.076237,-0.066028,0.459857,-0.011984,-0.109899,0.280726,-0.232668,-0.121396,-0.060960,0.035319,0.269320,-0.095782,0.079334,-0.140366,-0.079677,-0.067544,-0.114550,0.054883,0.071392,-0.184681,0.216283,0.221436,0.020301,0.383349,0.019644,-0.210014,-0.090130,0.252588,0.213012,0.349726,0.114713,0.039361,-0.012582,0.298900,0.230228,-0.259959,-0.292788,0.490189,-0.542432,-0.051947,0.430708,-0.309411,-0.045078,-0.242321,-0.133025,-0.029708,0.028590,0.117147,-0.053550,-0.164727,0.415102,-0.101090,0.225043,0.024654,0.174441,-0.235886,-0.426144,0.100347,0.150229,-0.068026,0.063066,-0.120038,-0.151364,-0.198507,-0.058330,0.014235,0.116794,-0.073682,0.052099,0.034773,0.042348,0.166485,0.266874,0.265510,-0.461182,-0.058241,0.062811,-0.120993,0.107962,-0.109947,0.325516,-0.013487,-0.066668,0.290625,-0.162476,0.258728,0.035993,-0.001935,0.064593,-0.301259,0.093550,0.101616,-0.437589,-0.298417,-0.162679,-0.096751,-0.415280,-0.139896,-0.141379,0.057647,0.222508,0.384719,-0.111591,-0.088170,-0.394299,-0.211771,0.088690,0.105790,-0.264312,-0.102514,0.172382,0.003195,0.203162,0.020425,0.006479,0.058121,-0.206942,-0.148258,-0.146775,0.184576,-0.046860,0.162010,0.057568,0.095763,0.094330,-0.111388,0.031874,0.154874,-0.247348,-0.037758,-0.063606,0.059179,0.095978,0.143041,0.162489,-0.360017,-0.047664,-0.387248,-0.133321,0.295480,-0.082120,-0.175546,0.005588,0.174595,0.079238,0.089445,-0.013118,-0.039667,-0.155224,0.046101,0.177775,0.248800,-0.006953,0.091506,0.074751,-0.156510,-0.332729,-0.023718,-0.271234,0.056927,0.151605,-0.020501,0.210241,0.092036,-0.357982,-0.037273,-0.248624,0.183893,-0.244601,-0.307823,0.257688,0.247876,0.296435,-0.131613,0.200556,0.064239,-0.112674,-0.214574,0.056196,0.098161,-0.076595,-0.099623,-0.105973,0.279893,0.049937,-0.240475,0.127197,-0.034774,0.190519,-0.249798,-0.073576,-0.670066,-0.014455,0.251160,0.303385,-0.322192,0.071727,-0.014603,0.041513,-0.061253,-0.347060,-0.034610,-0.320050,-0.079994,0.231408,0.198336,-0.246129,0.143186,0.000396,0.147880,1
Meg3,-0.243420,0.170630,0.755676,0.012484,0.633953,-0.708160,-0.480089,-0.240885,-0.433504,0.042135,-0.012252,0.200801,0.235016,0.313918,0.058073,0.059514,-0.099666,-0.126202,0.072539,0.237366,-0.094148,-0.109360,-0.138273,0.099740,0.197187,0.094913,-0.162722,-0.401544,-0.103838,-0.114247,0.041492,-0.192393,0.039078,0.067300,0.139747,-0.187318,0.065292,-0.176728,-0.073484,-0.055932,0.097480,0.216032,-0.052278,-0.202881,-0.008999,-0.541845,0.102086,-0.110517,0.038587,-0.102963,0.119169,0.298746,-0.067197,-0.231740,0.068853,0.123689,0.024419,0.022872,-0.160367,-0.148433,0.099045,-0.045528,-0.283800,-0.035523,0.194173,-0.049373,0.082514,0.119942,-0.113245,0.151505,0.006805,0.179577,0.111068,0.222957,0.267675,-0.015749,0.048817,0.079396,0.220471,-0.001123,-0.030762,-0.068093,-0.069213,0.115831,-0.274792,0.074823,0.058959,-0.154978,0.022617,-0.016005,0.052696,0.042226,0.195029,0.067100,0.195044,-0.144087,0.285964,0.084573,0.050669,0.309721,0.042592,0.088696,-0.064526,-0.009148,0.265826,-0.242284,0.006293,-0.043796,-0.250310,-0.093424,0.066694,-0.125183,-0.011116,-0.068745,-0.160992,-0.008305,-0.125775,-0.044784,0.086225,0.224383,-0.013920,-0.048543,0.122824,-0.165948,0.003107,-0.010030,0.362195,0.012501,-0.061556,0.257568,-0.321371,0.307968,-0.127196,0.012098,0.219955,-0.088471,-0.121339,0.396897,-0.063619,-0.067869,-0.078490,0.129784,-0.042843,-0.231311,0.006820,0.094729,0.129361,0.108029,-0.083971,0.057236,-0.105453,-0.196296,0.011837,-0.110128,-0.277973,-0.174659,0.516212,0.215921,0.049111,0.059205,0.060271,0.248035,-0.029275,-0.196006,0.227767,0.012355,0.059827,0.197443,0.307976,-0.200071,0.046006,-0.101931,-0.166284,0.028729,-0.282354,0.116344,-0.163658,-0.075609,0.191471,0.006334,-0.078559,-0.472915,-0.038073,-0.185052,-0.163678,-0.084541,-0.220373,0.031338,0.081535,0.020755,-0.133645,-0.032359,-0.049581,0.054984,0.010786,0.095934,0.058993,0.099592,-0.050688,0.014817,0.010681,0.090034,-0.245739,0.156149,-0.113484,0.114791,0.018266,0.017900,0.190312,0.309551,-0.117151,-0.247382,-0.163444,-0.065446,0.065450,-0.328249,-0.114286,-0.010879,0.197538,-0.144444,0.228098,0.048795,-0.246425,-0.067060,0.158776,0.117237,-0.003274,-0.011066,0.052373,-0.243730,0.018398,-0.090643,-0.122135,-0.125640,0.167101,-0.145308,0.060012,-0.151386,-0.016277,0.111070,0.207249,-0.279330,0.176617,-0.127167,0.083237,-0.043290,0.046644,-0.212390,-0.032383,-0.108595,0.085219,-0.122799,-0.072029,0.109961,0.150810,0.148411,1
Airn,-0.247763,0.157768,0.466422,0.213423,0.162645,-0.538185,-0.307692,-0.025839,-0.513142,0.219391,-0.186838,0.215366,-0.048325,0.187636,0.358920,-0.016024,-0.143293,0.119803,-0.459885,0.136741,0.028889,0.088133,0.182253,0.340526,0.084067,0.147045,-0.172416,-0.375758,0.046778,-0.014182,-0.038984,-0.224408,-0.069665,0.170179,0.033756,-0.058938,0.086971,0.097702,0.064641,-0.237326,0.005446,0.140975,0.136023,-0.223764,-0.057542,-0.389358,0.221115,-0.080103,0.110429,-0.063364,-0.044695,0.222400,-0.080507,0.062841,-0.243720,-0.105420,0.170934,-0.236529,-0.325543,-0.206602,0.332270,0.065557,-0.217962,-0.077194,0.178716,-0.008174,0.197209,0.415962,0.074931,0.259759,0.046945,0.241912,-0.000174,0.317343,0.164578,0.049552,0.086430,-0.003139,0.053680,0.066427,0.045625,-0.099570,-0.439869,0.150646,-0.335552,-0.027660,0.079087,-0.262481,0.018298,0.080946,-0.171632,-0.164783,0.023092,0.010223,0.056209,0.048040,0.265554,-0.012046,-0.028978,0.094780,-0.067760,-0.101908,-0.192772,0.015502,0.227627,-0.111209,-0.125952,-0.133851,-0.049919,-0.173410,0.023394,-0.053558,0.194324,-0.127177,-0.077485,-0.051185,0.016031,0.069642,0.050811,0.223464,-0.210555,-0.102378,-0.112807,-0.094003,0.112625,-0.034923,0.310877,-0.062599,-0.234006,0.222293,-0.093744,0.064714,0.073591,0.041608,0.280439,-0.093594,-0.015742,0.165281,-0.102984,0.022774,-0.128541,-0.024055,-0.097136,-0.000296,-0.160598,0.310469,-0.040050,-0.007996,-0.073475,0.078534,0.004019,-0.123224,-0.079008,0.162929,-0.213468,-0.241814,0.369433,0.105684,0.018529,-0.122445,0.019788,0.144389,-0.137513,-0.162103,-0.137600,0.144530,-0.085745,-0.052569,0.054744,-0.250240,0.139533,-0.011382,0.116846,-0.097721,-0.216173,0.023428,0.095590,0.073135,0.109671,0.027543,0.148635,-0.076883,0.011063,-0.158497,-0.093448,0.117672,-0.195340,-0.139680,0.179584,0.034233,0.069580,0.145467,0.025650,-0.086692,-0.085663,-0.119435,0.040255,0.139567,-0.023498,-0.041483,-0.225706,0.170484,-0.318898,0.099599,-0.024737,0.111121,0.087950,0.029926,0.044637,0.185912,0.044337,-0.138491,-0.035242,-0.111472,0.194816,-0.127724,-0.034649,-0.067846,0.221717,0.076046,0.065726,-0.131393,-0.099615,-0.120872,0.134330,0.132263,0.031560,-0.048401,-0.006562,0.025966,0.073832,0.004976,0.148386,-0.111768,0.051873,-0.032893,-0.057577,-0.122323,0.150073,0.143324,-0.080065,-0.025945,-0.072427,-0.093179,-0.007993,0.054648,0.001913,-0.073409,-0.138982,0.002834,0.163345,0.124245,-0.146766,0.033970,0.137101,0.208151,1
Tsix,-0.242456,0.181517,0.457800,0.213818,0.201317,-0.488344,-0.344780,-0.033931,-0.405829,0.260610,-0.133070,0.260039,0.087449,0.095818,0.241490,0.097333,-0.078584,0.106530,-0.315852,0.100157,-0.014369,0.094756,0.080815,0.361471,0.051962,0.153521,-0.132546,-0.482730,-0.003931,0.008492,-0.068844,-0.174076,-0.064731,0.243613,0.071422,-0.051640,0.123068,0.058857,0.104452,-0.190999,-0.028775,0.015219,0.130060,-0.159368,-0.153585,-0.456315,0.222808,-0.117166,0.178545,-0.097762,-0.042190,0.180662,-0.116244,0.119209,-0.161767,0.018305,0.162705,-0.211500,-0.386395,-0.184207,0.315521,0.004950,-0.188038,-0.076431,0.153098,0.077812,0.204571,0.465984,0.152589,0.421213,0.048160,0.194886,0.032241,0.208394,0.203302,-0.044407,0.102117,0.022064,0.105111,0.094976,0.000596,-0.163075,-0.515934,0.126394,-0.429424,-0.128857,0.138159,-0.274894,0.053559,0.039428,-0.166545,-0.217135,0.084472,-0.028108,0.004326,0.012876,0.167729,-0.043297,-0.056289,0.157241,-0.080960,0.087660,-0.268727,0.126761,0.174885,-0.104002,-0.019405,-0.221101,-0.061367,-0.115383,0.074254,-0.101933,0.075681,-0.100265,-0.072295,-0.001788,-0.077509,0.032430,0.000768,0.221040,-0.243785,-0.155212,-0.162977,-0.144518,0.128653,-0.013179,0.285692,-0.074612,-0.155323,0.236493,-0.155513,0.197742,0.050246,0.021509,0.196871,-0.053550,-0.103556,0.194864,-0.205252,-0.023506,-0.100119,0.157101,-0.082174,-0.079999,-0.063749,0.207943,0.069913,0.015351,-0.052474,0.082570,-0.064586,-0.123980,-0.027315,0.145569,-0.142542,-0.199307,0.338344,0.020076,0.044087,-0.154655,0.000287,0.090028,-0.064156,-0.172544,-0.108471,0.091728,-0.029393,-0.058109,0.203656,-0.138886,0.021942,-0.208519,0.084646,-0.074309,-0.238696,0.067314,0.134380,0.142000,0.133453,0.067969,0.191324,-0.246194,-0.002608,-0.105450,-0.129143,0.108055,-0.258517,-0.016526,0.180971,0.105196,0.130022,0.118358,0.087525,-0.110470,0.023209,-0.058763,-0.043906,0.166463,-0.056448,-0.131154,-0.043009,0.074558,-0.204077,0.001155,-0.119778,0.001873,0.043958,-0.091676,0.058081,0.349043,-0.025382,-0.134784,-0.025512,-0.130862,0.183233,-0.152129,-0.160967,0.072420,0.203649,0.003079,0.177657,-0.131948,-0.012392,-0.092005,0.182009,0.156101,-0.065784,-0.130636,-0.068749,0.137063,0.070501,0.025562,0.029304,-0.015753,-0.030688,-0.092995,-0.050303,-0.134142,0.169434,0.057999,0.030566,0.005491,0.022473,-0.073524,0.018656,-0.028361,-0.001427,-0.104784,-0.091895,0.042271,0.165593,0.003647,-0.194071,0.122578,0.132569,0.135163,1
Neat1,-0.323503,0.406934,0.034980,0.284509,-0.087088,-0.621375,-0.287171,-0.082413,-0.459512,0.194598,-0.288027,0.242749,-0.057706,0.103075,0.450403,0.075225,-0.454181,0.366650,-0.468243,0.045020,0.008853,0.041128,0.187035,0.499086,0.127844,-0.004791,-0.139773,-0.645541,-0.080533,-0.028043,-0.102811,-0.252491,-0.159618,0.152329,0.245418,-0.098192,0.271555,0.218845,0.132068,0.004154,0.083610,0.215967,0.112549,-0.006503,-0.040503,-0.488416,0.171715,-0.200647,0.202132,-0.063268,-0.227972,0.208880,-0.047890,0.139821,-0.142629,0.031176,0.205423,-0.153637,-0.379602,-0.323019,0.067419,-0.000418,-0.339296,0.025632,0.178782,0.086339,0.144891,0.420726,0.180263,0.306924,0.060217,0.169409,-0.106824,0.237090,0.208442,0.044218,0.204836,-0.030221,0.069146,0.047342,0.065517,-0.172609,-0.290957,0.092125,-0.284694,0.126324,0.062673,-0.277862,-0.102723,0.179098,-0.226149,-0.188349,0.098258,0.093516,0.030731,0.103398,0.201561,-0.006531,0.046550,-0.045919,-0.003849,-0.166213,-0.169056,0.009811,0.308786,-0.225680,-0.021109,-0.248193,-0.186810,-0.177510,0.123939,0.007993,0.016999,-0.183764,-0.118767,-0.036033,0.123501,0.154134,0.053305,0.298109,-0.248065,-0.189591,-0.201794,-0.049834,0.155677,-0.043006,0.396783,-0.077514,-0.274480,0.131669,-0.047698,0.179379,0.186169,0.063970,0.240474,-0.066823,0.052089,0.076470,-0.215579,-0.064700,-0.081986,-0.020006,-0.021712,0.029166,-0.099375,0.244688,0.028753,-0.064528,-0.016690,0.009306,-0.004775,-0.014255,0.026273,0.082995,-0.150368,-0.307223,0.169873,-0.003716,0.099359,-0.107030,0.080359,0.011302,-0.119362,-0.087987,-0.241274,0.039998,-0.092457,-0.117073,0.081407,-0.266404,0.086200,-0.049422,0.161572,0.042750,-0.193263,0.052745,-0.010069,0.277066,0.069338,0.008272,0.114213,-0.109478,0.134223,-0.203697,-0.088251,0.110077,-0.104619,-0.131163,0.066234,0.099229,0.019383,0.234047,-0.004032,-0.092294,-0.098133,-0.083941,-0.191794,0.311301,-0.058809,-0.108848,-0.181935,0.108983,-0.368883,0.062355,-0.101265,0.006855,-0.038966,-0.123754,0.022152,0.031540,0.062384,-0.081767,-0.109721,-0.181438,0.211079,-0.141865,-0.050726,0.240622,0.044796,0.000489,0.166132,-0.046505,0.008546,-0.148051,0.161113,0.083677,0.060381,-0.077323,0.060632,0.149176,0.052308,-0.072239,0.020782,-0.058451,-0.037429,-0.125467,-0.039878,-0.171842,0.093198,0.196066,-0.130590,-0.108370,-0.076956,-0.068707,0.008270,-0.021817,0.162488,-0.184023,-0.257063,0.211980,0.233198,0.077220,-0.050194,0.040543,0.078510,0.138378,1
Kcnq1ot1,-0.210950,0.117601,0.254101,0.173940,0.077721,-0.226909,-0.233842,0.043569,-0.190743,-0.026232,0.004649,0.456687,0.334915,0.010909,-0.055797,0.197512,0.192596,-0.067755,-0.318124,0.043399,0.031211,-0.003069,0.050523,0.180375,0.113729,0.164890,-0.178754,-0.013558,0.017443,-0.014127,-0.199422,-0.027850,-0.139018,0.089440,-0.007079,-0.048340,-0.097869,0.175198,0.202490,0.224197,0.040313,-0.120559,0.390695,0.019245,-0.042726,-0.259351,0.145863,0.076790,0.032102,-0.219018,0.075747,-0.140037,0.112581,-0.011330,0.020135,-0.033849,0.078460,0.013570,-0.324177,-0.427497,0.035252,0.254372,0.114181,0.270142,0.334200,0.093504,0.221284,0.337155,0.121397,0.108443,0.050234,0.032353,0.205640,0.198574,0.231162,0.262554,0.098069,0.098964,0.083358,0.019351,0.044331,0.068493,-0.424311,0.184373,-0.412814,-0.026123,0.475409,-0.104305,0.196911,-0.236230,-0.001531,-0.094823,0.122060,-0.265239,0.190245,0.070086,0.373437,-0.120157,0.196967,0.035600,-0.099605,0.109424,-0.384006,0.098430,0.037014,-0.177617,0.113932,-0.107181,-0.263740,-0.158661,-0.120754,-0.156292,0.036202,0.019267,-0.106823,-0.010220,0.047699,-0.015072,-0.078581,-0.054381,-0.247780,0.164106,0.080302,0.192501,-0.017180,-0.013298,0.249870,-0.141443,-0.247371,0.078465,-0.092219,0.191753,-0.001285,-0.019943,0.008934,-0.055865,-0.152289,-0.006518,-0.239568,-0.206478,0.076402,0.314544,-0.047108,-0.153472,0.040049,0.117596,0.093867,-0.152794,-0.130076,-0.226301,0.066227,-0.086719,-0.078394,0.195721,0.076357,-0.307969,-0.058429,-0.083691,0.367174,-0.172528,-0.184408,0.151801,0.419973,-0.129318,-0.134716,0.184119,0.012106,0.142179,0.045930,0.204598,-0.107159,-0.192863,-0.086302,0.214266,-0.026429,0.220756,0.100063,0.127553,0.009213,-0.158151,-0.027074,-0.171584,0.022370,-0.103505,-0.255149,0.040200,-0.018331,0.104491,0.052985,-0.022391,0.258674,-0.125012,-0.066122,0.037171,0.016999,0.083174,0.093367,0.141256,-0.054721,-0.195845,-0.075915,-0.064338,0.046952,0.074606,0.043234,-0.015165,-0.122672,-0.031900,0.166559,0.098819,-0.087618,0.076660,-0.231161,-0.049191,-0.372111,0.277965,0.025150,0.132873,0.202262,-0.239166,0.179221,-0.065746,-0.133279,-0.277904,0.312051,0.054841,0.201532,-0.063875,0.045900,0.058362,0.106031,0.072666,0.404080,-0.049427,-0.030164,-0.042868,-0.173603,-0.220387,0.022370,0.116452,0.092310,-0.252158,0.279752,0.017306,0.025830,0.127860,-0.139909,0.221939,-0.093018,0.041176,-0.066648,0.142658,-0.212183,-0.152488,0.060493,0.240686,1
Gm12609,-0.184924,0.164826,0.444587,0.273083,0.108934,-0.527376,-0.323264,-0.028235,-0.376997,0.089810,-0.258733,0.187872,0.020750,0.104437,0.431436,0.115986,-0.259960,0.087264,-0.553049,0.190043,0.085278,-0.044008,0.148067,0.282712,0.103959,0.032504,-0.140673,-0.452163,-0.000626,0.003026,-0.087380,-0.150698,-0.032489,0.016268,0.050582,-0.089424,0.193395,0.119487,0.013145,-0.242139,0.081078,0.214187,0.149647,-0.113588,-0.088159,-0.519781,0.085467,-0.109550,0.071184,-0.138676,-0.021568,0.259535,0.063309,0.041252,-0.317243,-0.061067,0.113382,-0.128915,-0.390413,-0.076608,0.286268,0.108952,-0.293226,-0.062394,0.151547,0.169949,0.173867,0.499822,0.182534,0.333441,0.166766,0.152671,-0.032334,0.155691,0.224513,0.017654,0.076836,-0.145935,0.015708,0.094170,0.018333,-0.046178,-0.464172,0.169541,-0.372981,-0.019909,0.071186,-0.202679,-0.062741,0.097530,-0.153793,-0.157963,0.086555,0.052983,0.077040,0.143966,0.274843,-0.005557,-0.058288,-0.019123,-0.070373,-0.026456,-0.066478,0.007777,0.167231,-0.099469,-0.233000,-0.205666,-0.091238,-0.104861,-0.005999,-0.071865,0.003763,-0.141962,-0.180872,0.051423,-0.049027,-0.007568,0.126518,0.311846,-0.218854,-0.168100,-0.234777,-0.082641,0.187412,0.009236,0.378672,-0.053267,-0.195709,0.249665,0.014355,0.100631,0.169473,0.177369,0.263708,-0.116422,0.119635,0.251110,-0.120518,-0.021811,-0.175371,0.054292,-0.127190,-0.007264,-0.103744,0.134585,0.126612,0.046044,-0.075590,0.059046,-0.008355,-0.115286,-0.006417,0.107466,-0.153830,-0.175623,0.321963,0.047338,0.034408,-0.083539,0.030201,0.190554,-0.105094,-0.061515,-0.059140,0.164635,0.040250,-0.025915,0.049195,-0.239917,0.151696,-0.088514,0.145931,-0.090071,-0.212523,0.001787,0.250110,0.094897,0.023540,0.071139,0.107716,-0.198629,0.009981,-0.076189,-0.257145,0.183757,-0.124852,-0.061176,0.066674,-0.003060,0.032428,0.148905,-0.036233,-0.087752,-0.059985,-0.173699,-0.073937,0.134737,-0.121627,-0.007138,-0.134753,0.275812,-0.236071,-0.161711,0.043615,-0.011549,0.112799,-0.004176,0.023285,-0.009128,-0.064742,-0.030713,0.132329,-0.216925,0.231606,-0.200106,-0.174111,0.062241,0.151838,0.136897,0.116763,-0.016393,-0.133647,-0.053543,0.169427,0.155088,-0.020434,-0.160138,-0.023120,-0.038096,0.043377,0.068306,0.007841,-0.053154,0.040471,-0.199831,-0.057540,-0.167526,0.168571,0.043370,-0.106105,-0.078139,-0.097802,-0.157516,0.051209,0.091914,0.105935,-0.146976,-0.115945,0.048019,0.088909,-0.059932,-0.213578,0.003950,0.108965,0.085255,1
9030622O22Rik,-0.149000,0.220704,0.662214,0.224317,0.191422,-0.460152,-0.274149,0.112464,-0.400477,0.155635,-0.169535,0.106447,-0.039240,0.127825,0.427848,0.066843,-0.116162,0.227526,-0.374944,0.092374,0.087057,0.036666,0.150927,0.342349,-0.109790,0.080782,-0.085771,-0.284651,-0.031169,0.054071,-0.025959,-0.165144,-0.148842,0.146386,-0.080063,-0.022389,0.211042,0.117607,-0.078444,-0.192676,-0.014931,0.136908,0.141517,-0.128190,-0.137475,-0.430041,0.201694,-0.166456,-0.008981,-0.176435,-0.050183,0.190655,-0.084965,-0.016597,-0.369326,-0.058943,0.220977,-0.236160,-0.333179,-0.054016,0.332294,0.004985,-0.436457,-0.011665,0.059889,0.231934,0.217995,0.463583,0.193205,0.161404,-0.036983,0.210910,0.028903,0.126151,0.195788,0.079397,-0.000574,-0.155147,0.049382,0.104829,0.056776,0.000214,-0.430255,0.068094,-0.353561,0.035703,0.085379,-0.093770,-0.104812,0.096876,-0.098328,-0.165069,0.017395,0.049316,0.111644,0.214637,0.249507,0.039459,-0.139084,-0.024145,-0.013217,0.093671,-0.185086,0.002173,0.106133,-0.068787,-0.124252,-0.250305,-0.080757,-0.048814,-0.024112,-0.067316,0.030990,-0.076127,-0.085621,-0.003629,0.081419,0.045480,0.055771,0.270410,-0.178153,-0.020237,-0.130813,-0.044949,0.158525,-0.121742,0.258722,-0.137016,-0.123163,0.254931,-0.163554,0.187820,0.011973,0.063795,0.230392,-0.224021,-0.059136,0.195014,-0.081874,0.054851,-0.160740,0.131437,-0.171598,-0.133745,-0.044107,0.244434,0.010443,0.093087,-0.094584,-0.023604,0.020071,-0.005314,-0.007280,0.088562,-0.193254,-0.010192,0.422794,0.036647,0.042877,-0.092950,0.037548,0.093110,-0.066451,-0.090188,-0.008016,0.169999,0.063664,-0.071766,0.001762,-0.158579,0.280867,-0.004678,0.227503,-0.071230,-0.161744,0.081613,0.106215,0.126718,0.039154,0.000872,0.119864,-0.134718,0.114501,-0.112978,-0.188923,0.111659,-0.221054,-0.065300,0.288845,0.013271,0.165463,0.085086,0.086842,-0.202905,0.045747,-0.145290,0.019941,0.088978,-0.200183,-0.024998,-0.193875,0.188592,-0.174356,-0.053296,0.038081,-0.079282,0.139320,0.046065,0.027967,-0.012598,-0.102961,-0.099954,0.143930,-0.193551,0.230729,-0.168781,-0.257842,-0.051917,0.179755,0.144575,0.148869,-0.041182,-0.084283,-0.077819,0.359346,0.015872,0.001024,-0.179519,0.092244,-0.046752,0.130045,0.058587,0.031704,-0.036112,-0.018618,-0.153378,0.002808,-0.174857,0.163507,-0.015760,0.005951,-0.143945,-0.061683,-0.174492,-0.049831,0.026322,0.161369,-0.069820,-0.062205,0.050867,0.205811,0.017392,-0.157123,0.039082,0.110042,0.266378,1
