33834	43375
9276	43779
9276	44550
2991	43723
34813	43315
34466	44824
8849	43361
34194	41628
8268	43315
19938	43815
21501	42246
27156	44463
10402	41944
31406	42190
15105	44655
27046	44655
20051	42483
19421	42483
19421	42193
34879	44796
34879	43178
34879	44112
34879	43981
28716	43909
36225	42483
34194	41650
15578	41642
5002	42078
900	42714
39375	42767
2892	43649
23816	43277
22153	42753
4817	43047
34194	42687
34194	43241
34194	43300
34194	43923
34194	43870
34194	42997
34194	43264
34194	43130
34194	42727
34194	43436
34194	44124
34194	42837
34194	41795
34194	43955
34194	42075
34194	43649
34194	44782
34194	44507
34194	43619
34194	44421
34194	41865
34194	42743
34194	43294
14888	42687
14888	43241
9533	43047
34194	42340
34194	43388
39239	44206
4817	42917
9533	42339
38725	42661
8229	42575
8229	42687
22457	42156
19938	41911
2395	42071
24386	42817
8983	44501
8983	42654
1342	42017
6213	43464
28428	42714
24281	42687
23123	42069
17260	42687
20112	44323
34194	41867
34194	43783
19488	44090
23155	41911
22511	42728
32535	42728
6366	43867
6366	42384
9009	44025
40425	44720
3051	41791
8833	42792
33924	44020
33924	42327
7069	41841
27061	42834
23166	43315
37460	44766
22733	44738
19938	42976
3333	43315
12982	43218
27130	42279
38501	41857
33834	41838
33834	42218
33834	42803
33834	43247
36993	43308
36993	44820
36993	43323
20713	44439
1410	44439
20347	44439
10375	44439
16965	44439
22255	44439
36629	44439
4818	44439
30996	44439
5377	44439
3345	44439
28168	44439
40441	44439
25907	44439
24434	44439
39285	44439
12678	44439
36061	44439
30081	44439
28645	44439
681	44439
37824	44439
4614	44439
23562	44439
24494	44439
41013	44439
11721	44439
9790	44439
35188	44439
36253	43819
36253	42243
36253	42203
36253	41984
36253	42108
30142	44439
30142	42613
30142	43749
1342	41818
1342	41913
1342	44526
39494	42108
4785	41641
4478	44439
2768	44439
7982	44433
7982	43068
7982	43241
7982	42767
16119	41641
720	44439
37460	44439
37460	43820
38725	43573
9524	42687
25227	42017
25227	41944
25227	42421
25227	42767
25227	43241
25227	42687
25227	44427
5281	41985
5281	41852
22921	43797
22921	44804
22921	41782
22921	43309
22921	44618
22921	42295
22921	42033
22921	44320
11047	43819
11047	42187
11047	43680
11047	42190
11047	43179
24705	43680
24705	42190
24705	43179
9276	43179
19791	44439
20014	44473
20014	43137
20014	42494
19938	44439
19938	43464
19938	41952
19938	42296
10669	44439
37448	44439
39007	44439
33488	44439
33488	44196
33488	43194
33488	44379
33488	43464
33488	41641
33488	42296
33488	44505
33488	44446
31290	41985
40146	42594
39847	42767
27271	43290
17260	44439
10809	42412
10809	44299
10809	41739
10809	43705
10809	43665
10809	44255
38707	44439
3730	44439
28952	44439
6975	44439
16591	44439
36683	44439
7770	44439
6613	44439
21967	44439
8667	44439
16568	44439
31312	44439
6822	44439
35011	44439
974	44439
23602	44439
32183	42069
14378	42069
5272	42069
40832	42069
20930	42069
8741	42069
23275	42069
23767	42069
7738	42069
35590	42069
19571	42069
13817	42069
9070	42069
28797	42069
8678	42069
12770	42069
37104	42069
27579	42069
21501	42069
18312	42069
33186	42069
20579	42069
5752	42069
4095	42069
29227	42069
10707	42069
6888	42069
13462	42069
2685	42069
359	42069
18504	42069
18311	42069
18701	42069
20743	42069
38733	42069
37651	42069
11165	42069
33982	42069
37460	42069
26782	42069
37872	42069
16436	42069
32761	42069
239	42069
18336	42069
22261	42069
38140	42069
3593	42069
11302	42069
11072	42069
37268	42069
3992	42069
21151	42069
29881	42069
8851	42069
26202	42069
32948	42069
22266	42069
19488	42069
13548	42069
14192	42069
11557	42069
30676	42069
16633	42069
28049	42069
4117	42069
32470	42069
19688	42069
8982	42069
31326	42069
2087	42069
33488	42069
19938	42069
3863	42069
7087	42069
21589	42069
16706	42069
27484	42069
4196	42069
22151	42069
31298	42069
31007	42069
6804	42069
18654	42069
31520	42069
39612	42069
40509	42069
28750	42069
10982	42069
25263	42069
37132	42069
607	42069
32432	42069
35560	42069
22651	42069
18437	42069
14503	42069
25763	42069
41083	42069
36322	42069
40425	42069
5719	42069
26314	42069
4463	42069
30252	42069
4597	42069
39564	42069
13753	42069
2026	42069
25076	42069
31980	42069
10409	42069
30419	42069
32377	42069
18872	42069
36975	42069
19091	42069
38205	42069
11891	42069
16021	42069
27861	42069
24988	42069
13964	42069
14205	42069
13442	42069
13076	42069
14000	42069
34636	42069
4214	42069
34101	42069
24839	42069
10302	42069
5191	42069
29709	42069
20445	42069
9580	42069
4710	42069
4627	42069
25340	42069
2533	42069
35856	42069
26390	42069
37335	42069
17833	42069
18305	42069
705	42069
1123	42069
2463	42069
13803	42069
11526	42069
24013	42069
20161	42069
36727	42069
23169	42069
2196	42069
32303	42069
18116	42069
33992	42069
7465	42069
27915	42069
22389	42069
5747	42069
5663	42069
21623	42069
16245	42069
21805	42069
15403	42069
34491	42069
5446	42069
17153	42069
22652	42069
30450	42069
30707	42069
11961	42069
15433	42069
30537	42069
7589	42069
6180	42069
7891	42069
31967	42069
25907	42069
17038	42069
31356	42069
39637	42069
30763	42069
14907	42069
5327	42069
22685	42069
16836	42069
22438	42069
21586	42069
38858	42069
36107	42069
33683	42069
12663	42069
17325	42069
12420	42069
3837	42069
601	42069
17564	42069
21280	42069
11366	42069
18246	42069
11363	42069
8001	42069
17157	42069
36891	42069
35694	42069
28313	42069
13266	42069
24121	42069
21643	42069
14799	42069
7542	42069
16957	42069
40933	42069
29068	42069
10365	42069
24096	42069
16556	42069
39740	42069
31123	42069
4825	42069
23385	42069
3889	42069
32298	42069
36683	42069
17759	42069
35311	42069
22079	42069
15007	42069
19809	42069
17751	42069
40651	42069
22355	42069
1406	42069
17370	42069
2671	42069
13915	42069
14595	42069
38429	42069
5198	42069
2050	42069
7911	42069
16243	42069
28893	42069
34706	42069
8273	42069
18080	42069
2722	42069
36112	42069
6545	42069
33176	42069
17214	42069
29342	42069
9085	42069
349	42069
19311	42069
5184	42069
33627	42069
30719	42069
32695	42069
30498	42069
22589	42069
39970	42069
4270	42069
7798	42069
32357	42069
40046	42069
10030	42069
31317	42069
11021	42069
28699	42069
39320	42069
40673	42069
35994	42069
18425	42069
31818	42069
35955	42069
2443	42069
22676	42069
23418	42069
17444	42069
34546	42069
38869	42069
3298	42069
6225	42069
5347	42069
31194	42069
5526	42069
14821	42069
6865	42069
32346	42069
13889	42069
24977	42069
26523	42069
33139	42069
24806	42069
28268	42069
8894	42069
20060	42069
31528	42069
26545	42069
34670	42069
15601	42069
41125	42069
15697	42069
37422	42069
18025	42069
39976	42069
26501	42069
38394	42069
10437	42069
18045	42069
16390	42069
997	42069
917	42069
16622	42069
21167	42069
38971	42069
41447	42069
11145	42069
979	42069
33209	42069
13506	42069
26312	42069
9237	42069
32226	42069
5143	42069
24760	42069
3399	42069
38852	42069
36875	42069
6309	42069
8994	42069
15518	42069
22866	42069
9729	42069
7334	42069
905	42069
21104	42069
29067	42069
5835	42069
7181	42069
306	42069
25441	42069
662	42069
10008	42069
10688	42069
24008	42069
34523	42069
26118	42069
9841	42069
9324	42069
33725	42069
35718	42069
40505	42069
40670	42069
27240	42069
35764	42069
2032	42069
33870	42069
8681	42069
8392	42069
37414	42069
21766	42069
10843	42069
27602	42069
17928	42069
20869	42069
27527	42069
24192	42069
12584	42069
38677	42069
27352	42069
20375	42069
17813	42069
25784	42069
14384	42069
5737	42069
30161	42069
27884	42069
16025	42069
32022	42069
38000	42069
36489	42069
1180	42069
32365	42069
440	42069
34165	42069
17602	42069
106	42069
37289	42069
12669	42069
22365	42069
37023	42069
11054	42069
8742	42069
15417	42069
31050	42069
8304	42069
41183	42069
95	42069
10851	42069
21008	42069
40613	42069
40956	42069
7669	42069
396	42069
36992	42069
5588	42069
8697	42069
41472	42069
15057	42069
11413	42069
5822	42069
21076	42069
28340	42069
3208	42069
31873	42069
23050	42069
37994	42069
29454	42069
27081	42069
37601	42069
36560	42069
38341	42069
16738	42069
18852	42069
6798	42069
39463	42069
4150	42069
25597	42069
4635	42069
16749	42069
36018	42069
19376	42069
18065	42069
32225	42069
35238	42069
39556	42069
10509	42069
12440	42069
28700	42069
41565	42069
10183	42069
