ncName,ncID,transID
AC109828.1,NONHSAG027321,NONHSAT069759.2
AC109828.1,NONHSAG027321,NONHSAT069760.2
AC109828.1,NONHSAG027321,NONHSAT069761.2
AC109828.1,NONHSAG027321,NONHSAT069762.2
AC109828.1,NONHSAG027321,NONHSAT181471.1
AC109828.1,NONHSAG027321,NONHSAT181472.1
AC109828.1,NONHSAG027321,NONHSAT181473.1
AC109828.1,NONHSAG027321,NONHSAT181474.1
AC074117.10,NONHSAG027323,NONHSAT069763.2
AC074117.10,NONHSAG027323,NONHSAT069766.2
AC074117.10,NONHSAG027323,NONHSAT240459.1
AC074117.10,NONHSAG027323,NONHSAT240460.1
AC104695.3,NONHSAG027351,NONHSAT241825.1
AC104695.3,NONHSAG027351,NONHSAT241826.1
AC104695.3,NONHSAG027351,NONHSAT241827.1
RP11-78I14.1,NONHSAG078597,NONHSAT184461.1
RP11-423P10.2,NONHSAG077275,NONHSAT181586.1
AC010883.5,NONHSAG027609,NONHSAT070386.2
AC010883.5,NONHSAG027609,NONHSAT070388.2
AC010883.5,NONHSAG027609,NONHSAT181689.1
AC016722.4,NONHSAG027679,NONHSAT070534.2
AC092839.3,NONHSAG027778,NONHSAT070738.2
AC092839.3,NONHSAG027778,NONHSAT184640.1
AC012358.8,NONHSAG027799,NONHSAT070777.2
AC012358.8,NONHSAG027799,NONHSAT070780.2
AC012358.8,NONHSAG027799,NONHSAT070781.2
AC012358.8,NONHSAG027799,NONHSAT070782.2
AC012358.8,NONHSAG027799,NONHSAT070783.2
AC012358.8,NONHSAG027799,NONHSAT181785.1
AC012358.8,NONHSAG027799,NONHSAT181786.1
AC012358.8,NONHSAG027799,NONHSAT181787.1
AC012358.8,NONHSAG027799,NONHSAT181788.1
AC012358.8,NONHSAG027799,NONHSAT181789.1
AC012358.8,NONHSAG027799,NONHSAT181790.1
AC012358.8,NONHSAG027799,NONHSAT181791.1
AC012358.8,NONHSAG027799,NONHSAT181792.1
AC012358.8,NONHSAG027799,NONHSAT181793.1
AC012358.8,NONHSAG027799,NONHSAT181794.1
AC012358.8,NONHSAG027799,NONHSAT181795.1
AC012358.8,NONHSAG027799,NONHSAT181796.1
AC012358.8,NONHSAG027799,NONHSAT181797.1
AC012358.8,NONHSAG027799,NONHSAT181798.1
AC012358.8,NONHSAG027799,NONHSAT181799.1
AC012358.8,NONHSAG027799,NONHSAT181800.1
AC012358.8,NONHSAG027799,NONHSAT181801.1
AC012358.8,NONHSAG027799,NONHSAT181802.1
AC012358.8,NONHSAG027799,NONHSAT181803.1
RP11-355B11.2,NONHSAG027882,NONHSAT070963.2
RP11-355B11.2,NONHSAG027882,NONHSAT070964.2
RP11-355B11.2,NONHSAG027882,NONHSAT070965.2
RP11-355B11.2,NONHSAG027882,NONHSAT070966.2
RP11-355B11.2,NONHSAG027882,NONHSAT070967.2
RP11-355B11.2,NONHSAG027882,NONHSAT070970.2
RP11-355B11.2,NONHSAG027882,NONHSAT240629.1
RP11-355B11.2,NONHSAG027882,NONHSAT240630.1
RP11-355B11.2,NONHSAG027882,NONHSAT240631.1
RP11-355B11.2,NONHSAG027882,NONHSAT240632.1
RP11-355B11.2,NONHSAG027882,NONHSAT240633.1
AC107081.5,NONHSAG027894,NONHSAT070992.2
AC007098.1,NONHSAG027920,NONHSAT071038.2
AC007098.1,NONHSAG027920,NONHSAT184736.1
AC009501.4,NONHSAG027924,NONHSAT071042.2
AC009501.4,NONHSAG027924,NONHSAT071043.2
AC009501.4,NONHSAG027924,NONHSAT071045.2
AC009501.4,NONHSAG027924,NONHSAT071046.2
AC009501.4,NONHSAG027924,NONHSAT184738.1
AC009501.4,NONHSAG027924,NONHSAT242046.1
AC009501.4,NONHSAG027924,NONHSAT242047.1
AC009501.4,NONHSAG027924,NONHSAT242048.1
AC009501.4,NONHSAG027924,NONHSAT242049.1
AC009501.4,NONHSAG027924,NONHSAT242050.1
AC009501.4,NONHSAG027924,NONHSAT242051.1
AC009501.4,NONHSAG027924,NONHSAT242052.1
AC009501.4,NONHSAG027924,NONHSAT242053.1
AC012360.6,NONHSAG028820,NONHSAT072987.2
AC012360.6,NONHSAG028820,NONHSAT072988.2
AC012360.6,NONHSAG028820,NONHSAT072989.2
AC012360.6,NONHSAG028820,NONHSAT182328.1
NONHSAG029191,NONHSAG029191,NONHSAT074160.2
NONHSAG029191,NONHSAG029191,NONHSAT074161.2
NONHSAG029191,NONHSAG029191,NONHSAT074163.2
NONHSAG029191,NONHSAG029191,NONHSAT074164.2
NONHSAG029191,NONHSAG029191,NONHSAT074165.2
NONHSAG029191,NONHSAG029191,NONHSAT074166.2
NONHSAG029191,NONHSAG029191,NONHSAT074167.2
NONHSAG029191,NONHSAG029191,NONHSAT182595.1
NONHSAG029191,NONHSAG029191,NONHSAT182596.1
NONHSAG029191,NONHSAG029191,NONHSAT182597.1
NONHSAG029191,NONHSAG029191,NONHSAT182598.1
NONHSAG029191,NONHSAG029191,NONHSAT182599.1
NONHSAG029191,NONHSAG029191,NONHSAT182600.1
NONHSAG029191,NONHSAG029191,NONHSAT182601.1
NONHSAG029191,NONHSAG029191,NONHSAT182602.1
NONHSAG029191,NONHSAG029191,NONHSAT182603.1
NONHSAG029191,NONHSAG029191,NONHSAT182604.1
NONHSAG029191,NONHSAG029191,NONHSAT182605.1
NONHSAG029191,NONHSAG029191,NONHSAT182606.1
NONHSAG029191,NONHSAG029191,NONHSAT182607.1
NONHSAG029191,NONHSAG029191,NONHSAT182608.1
NONHSAG029191,NONHSAG029191,NONHSAT182609.1
NONHSAG029191,NONHSAG029191,NONHSAT182610.1
NONHSAG029191,NONHSAG029191,NONHSAT182611.1
NONHSAG029191,NONHSAG029191,NONHSAT182612.1
NONHSAG029191,NONHSAG029191,NONHSAT182613.1
NONHSAG029191,NONHSAG029191,NONHSAT182614.1
NONHSAG029191,NONHSAG029191,NONHSAT182615.1
NONHSAG029191,NONHSAG029191,NONHSAT182616.1
NONHSAG029191,NONHSAG029191,NONHSAT182617.1
NONHSAG029191,NONHSAG029191,NONHSAT182618.1
NONHSAG029191,NONHSAG029191,NONHSAT182619.1
NONHSAG029191,NONHSAG029191,NONHSAT182620.1
RP11-434H14.1,NONHSAG079112,NONHSAT074744.2
RP11-434H14.1,NONHSAG079112,NONHSAT074745.2
RP11-434H14.1,NONHSAG079112,NONHSAT185603.1
RP11-434H14.1,NONHSAG079112,NONHSAT185604.1
RP11-434H14.1,NONHSAG079112,NONHSAT242618.1
RP11-434H14.1,NONHSAG079112,NONHSAT242619.1
RP11-434H14.1,NONHSAG079112,NONHSAT242620.1
RP11-434H14.1,NONHSAG079112,NONHSAT242621.1
RP11-434H14.1,NONHSAG079112,NONHSAT242622.1
AC005042.4,NONHSAG029628,NONHSAT075094.2
AC005042.4,NONHSAG029628,NONHSAT075095.2
AC005042.4,NONHSAG029628,NONHSAT185728.1
AC005042.4,NONHSAG029628,NONHSAT185729.1
AC008277.1,NONHSAG029634,NONHSAT075107.2
AC008277.1,NONHSAG029634,NONHSAT075108.2
AC008277.1,NONHSAG029634,NONHSAT182972.1
AC008277.1,NONHSAG029634,NONHSAT182973.1
AC009506.1,NONHSAG029639,NONHSAT075116.2
AC009506.1,NONHSAG029639,NONHSAT182976.1
AC009506.1,NONHSAG029639,NONHSAT182977.1
AC009506.1,NONHSAG029639,NONHSAT241153.1
AC009495.2,NONHSAG029723,NONHSAT075259.2
AC009495.2,NONHSAG029723,NONHSAT075266.2
AC009495.2,NONHSAG029723,NONHSAT075267.2
AC009495.2,NONHSAG029723,NONHSAT075268.2
AC009495.2,NONHSAG029723,NONHSAT075270.2
AC009495.2,NONHSAG029723,NONHSAT075271.2
AC009495.2,NONHSAG029723,NONHSAT075272.2
AC009495.2,NONHSAG029723,NONHSAT075273.2
AC009495.2,NONHSAG029723,NONHSAT075274.2
AC009495.2,NONHSAG029723,NONHSAT075275.2
AC009495.2,NONHSAG029723,NONHSAT075276.2
AC009495.2,NONHSAG029723,NONHSAT075278.2
AC009495.2,NONHSAG029723,NONHSAT075279.2
AC009495.2,NONHSAG029723,NONHSAT183034.1
AC009495.2,NONHSAG029723,NONHSAT183035.1
AC009495.2,NONHSAG029723,NONHSAT183036.1
AC009495.2,NONHSAG029723,NONHSAT183037.1
AC009495.2,NONHSAG029723,NONHSAT183038.1
AC009495.2,NONHSAG029723,NONHSAT183039.1
AC009495.2,NONHSAG029723,NONHSAT183040.1
AC009495.2,NONHSAG029723,NONHSAT183041.1
AC009495.2,NONHSAG029723,NONHSAT183042.1
AC009495.2,NONHSAG029723,NONHSAT183043.1
AC009495.2,NONHSAG029723,NONHSAT183044.1
AC009495.2,NONHSAG029723,NONHSAT241205.1
AC009495.2,NONHSAG029723,NONHSAT241206.1
AC009495.2,NONHSAG029723,NONHSAT241209.1
AC009495.2,NONHSAG029723,NONHSAT241210.1
AC009495.2,NONHSAG029723,NONHSAT241211.1
AC009495.2,NONHSAG029723,NONHSAT241212.1
AC009495.2,NONHSAG029723,NONHSAT241213.1
AC009495.2,NONHSAG029723,NONHSAT241214.1
AC009495.2,NONHSAG029723,NONHSAT241215.1
AC009495.2,NONHSAG029723,NONHSAT241216.1
AC093818.1,NONHSAG079231,NONHSAT075505.2
AC093818.1,NONHSAG079231,NONHSAT075507.2
AC093818.1,NONHSAG079231,NONHSAT075509.2
AC093818.1,NONHSAG079231,NONHSAT075511.2
AC093818.1,NONHSAG079231,NONHSAT075513.2
AC093818.1,NONHSAG079231,NONHSAT075514.2
AC093818.1,NONHSAG079231,NONHSAT185895.1
AC093818.1,NONHSAG079231,NONHSAT185896.1
AC093818.1,NONHSAG079231,NONHSAT242728.1
AC093818.1,NONHSAG079231,NONHSAT242729.1
AC093818.1,NONHSAG079231,NONHSAT242730.1
AC093818.1,NONHSAG079231,NONHSAT242731.1
AC093818.1,NONHSAG079231,NONHSAT242732.1
AC093818.1,NONHSAG079231,NONHSAT242734.1
AC017101.10,NONHSAG030057,NONHSAT075999.2
AC007319.1,NONHSAG030059,NONHSAT076007.2
AC007319.1,NONHSAG030059,NONHSAT076008.2
AC007319.1,NONHSAG030059,NONHSAT076011.2
AC007319.1,NONHSAG030059,NONHSAT076023.2
AC007319.1,NONHSAG030059,NONHSAT241293.1
AC007319.1,NONHSAG030059,NONHSAT241294.1
AC007319.1,NONHSAG030059,NONHSAT241295.1
AC007970.1,NONHSAG030407,NONHSAT076678.2
AC007970.1,NONHSAG030407,NONHSAT076679.2
AC007970.1,NONHSAG030407,NONHSAT183485.1
AC007970.1,NONHSAG030407,NONHSAT183486.1
AC097461.4,NONHSAG030643,NONHSAT077137.2
AC097461.4,NONHSAG030643,NONHSAT186346.1
AC068134.8,NONHSAG030792,NONHSAT077402.2
AC068134.8,NONHSAG030792,NONHSAT077403.2
AC068134.8,NONHSAG030792,NONHSAT186430.1
AC064852.4,NONHSAG030802,NONHSAT077445.2
AC005104.3,NONHSAG031025,NONHSAT077920.2
AC005104.3,NONHSAG031025,NONHSAT186545.1
NONHSAG031079,NONHSAG031079,NONHSAT078053.2
NONHSAG031079,NONHSAG031079,NONHSAT078054.2
NONHSAG031079,NONHSAG031079,NONHSAT078057.2
NONHSAG031079,NONHSAG031079,NONHSAT189181.1
NONHSAG031079,NONHSAG031079,NONHSAT189183.1
NONHSAG031079,NONHSAG031079,NONHSAT243603.1
NONHSAG031079,NONHSAG031079,NONHSAT243604.1
NONHSAG031079,NONHSAG031079,NONHSAT243605.1
NONHSAG031079,NONHSAG031079,NONHSAT243606.1
NONHSAG031079,NONHSAG031079,NONHSAT243607.1
NONHSAG031079,NONHSAG031079,NONHSAT243608.1
NONHSAG031079,NONHSAG031079,NONHSAT243609.1
NONHSAG031079,NONHSAG031079,NONHSAT243610.1
NONHSAG031079,NONHSAG031079,NONHSAT243611.1
NONHSAG031079,NONHSAG031079,NONHSAT243612.1
NONHSAG031079,NONHSAG031079,NONHSAT243613.1
NONHSAG031079,NONHSAG031079,NONHSAT243614.1
RP4-742J24.2,NONHSAG031282,NONHSAT078648.2
RP4-742J24.2,NONHSAG031282,NONHSAT189343.1
HM13-AS1,NONHSAG031581,NONHSAT079309.2
RP5-1184F4.5,NONHSAG031606,NONHSAT079357.2
RP5-1184F4.5,NONHSAG031606,NONHSAT188653.1
RP5-1085F17.4,NONHSAG031616,NONHSAT079372.2
RP4-785G19.5,NONHSAG031645,NONHSAT079433.2
CTD-3216D2.5,NONHSAG081911,NONHSAT189589.1
RP1-1J6.2,NONHSAG031790,NONHSAT079757.2
RP1-1J6.2,NONHSAG031790,NONHSAT189685.1
RP1-1J6.2,NONHSAG031790,NONHSAT243840.1
RP1-1J6.2,NONHSAG031790,NONHSAT243842.1
RP3-337O18.9,NONHSAG081993,NONHSAT189727.1
RP5-914P20.5,NONHSAG032018,NONHSAT080329.2
RP5-914P20.5,NONHSAG032018,NONHSAT080330.2
RP5-914P20.5,NONHSAG032018,NONHSAT188930.1
RP5-914P20.5,NONHSAG032018,NONHSAT188931.1
RP5-914P20.5,NONHSAG032018,NONHSAT188932.1
RP5-914P20.5,NONHSAG032018,NONHSAT243470.1
RP5-914P20.5,NONHSAG032018,NONHSAT243471.1
RP5-914P20.5,NONHSAG032018,NONHSAT243472.1
RP5-914P20.5,NONHSAG032018,NONHSAT243473.1
RP5-914P20.5,NONHSAG032018,NONHSAT243475.1
RP11-157P1.4,NONHSAG032224,NONHSAT080725.2
RP11-157P1.4,NONHSAG032224,NONHSAT080726.2
RP11-157P1.4,NONHSAG032224,NONHSAT189942.1
RP11-157P1.4,NONHSAG032224,NONHSAT243995.1
RP11-157P1.5,NONHSAG032231,NONHSAT080734.2
RP11-157P1.5,NONHSAG032231,NONHSAT080735.2
RP11-157P1.5,NONHSAG032231,NONHSAT080736.2
RP11-157P1.5,NONHSAG032231,NONHSAT080737.2
RP11-157P1.5,NONHSAG032231,NONHSAT189128.1
RP11-157P1.5,NONHSAG032231,NONHSAT243563.1
PAXBP1-AS1,NONHSAG032682,NONHSAT081740.2
PAXBP1-AS1,NONHSAG032682,NONHSAT081741.2
PAXBP1-AS1,NONHSAG032682,NONHSAT081742.2
PAXBP1-AS1,NONHSAG032682,NONHSAT081743.2
PAXBP1-AS1,NONHSAG032682,NONHSAT244216.1
MCM3AP-AS1,NONHSAG033121,NONHSAT083036.2
MCM3AP-AS1,NONHSAG033121,NONHSAT083038.2
MCM3AP-AS1,NONHSAG033121,NONHSAT083039.2
MCM3AP-AS1,NONHSAG033121,NONHSAT083040.2
MCM3AP-AS1,NONHSAG033121,NONHSAT083041.2
MCM3AP-AS1,NONHSAG033121,NONHSAT083042.2
MCM3AP-AS1,NONHSAG033121,NONHSAT083043.2
MCM3AP-AS1,NONHSAG033121,NONHSAT083044.2
MCM3AP-AS1,NONHSAG033121,NONHSAT083045.2
MCM3AP-AS1,NONHSAG033121,NONHSAT083046.2
MCM3AP-AS1,NONHSAG033121,NONHSAT083047.2
MCM3AP-AS1,NONHSAG033121,NONHSAT191113.1
MCM3AP-AS1,NONHSAG033121,NONHSAT244401.1
AP001469.9,NONHSAG033122,NONHSAT083048.2
AP001469.9,NONHSAG033122,NONHSAT083049.2
TTC28-AS1,NONHSAG033611,NONHSAT084606.2
TTC28-AS1,NONHSAG033611,NONHSAT084607.2
TTC28-AS1,NONHSAG033611,NONHSAT084608.2
TTC28-AS1,NONHSAG033611,NONHSAT084610.2
TTC28-AS1,NONHSAG033611,NONHSAT084611.2
TTC28-AS1,NONHSAG033611,NONHSAT084612.2
TTC28-AS1,NONHSAG033611,NONHSAT084613.2
TTC28-AS1,NONHSAG033611,NONHSAT084614.2
TTC28-AS1,NONHSAG033611,NONHSAT084615.2
TTC28-AS1,NONHSAG033611,NONHSAT084616.2
TTC28-AS1,NONHSAG033611,NONHSAT084617.2
TTC28-AS1,NONHSAG033611,NONHSAT084618.2
TTC28-AS1,NONHSAG033611,NONHSAT084619.2
TTC28-AS1,NONHSAG033611,NONHSAT084620.2
TTC28-AS1,NONHSAG033611,NONHSAT084621.2
TTC28-AS1,NONHSAG033611,NONHSAT084622.2
TTC28-AS1,NONHSAG033611,NONHSAT084623.2
TTC28-AS1,NONHSAG033611,NONHSAT084626.2
TTC28-AS1,NONHSAG033611,NONHSAT084631.2
TTC28-AS1,NONHSAG033611,NONHSAT084632.2
TTC28-AS1,NONHSAG033611,NONHSAT084633.2
TTC28-AS1,NONHSAG033611,NONHSAT084634.2
TTC28-AS1,NONHSAG033611,NONHSAT084636.2
TTC28-AS1,NONHSAG033611,NONHSAT084638.2
TTC28-AS1,NONHSAG033611,NONHSAT084641.2
TTC28-AS1,NONHSAG033611,NONHSAT084642.2
TTC28-AS1,NONHSAG033611,NONHSAT084643.2
TTC28-AS1,NONHSAG033611,NONHSAT244798.1
TTC28-AS1,NONHSAG033611,NONHSAT244799.1
CTA-256D12.11,NONHSAG033643,NONHSAT084711.2
RP11-247I13.11,NONHSAG033716,NONHSAT084892.2
RP11-247I13.11,NONHSAG033716,NONHSAT084893.2
RP11-247I13.11,NONHSAG033716,NONHSAT192257.1
RP1-85F18.6,NONHSAG034006,NONHSAT086887.2
RP1-85F18.6,NONHSAG034006,NONHSAT086888.2
RP1-85F18.6,NONHSAG034006,NONHSAT086889.2
RP1-85F18.6,NONHSAG034006,NONHSAT086890.2
RP1-85F18.6,NONHSAG034006,NONHSAT192938.1
RP1-85F18.6,NONHSAG034006,NONHSAT192939.1
RP1-85F18.6,NONHSAG034006,NONHSAT192940.1
RP1-85F18.6,NONHSAG034006,NONHSAT245224.1
RP1-85F18.6,NONHSAG034006,NONHSAT245225.1
RP1-85F18.6,NONHSAG034006,NONHSAT245226.1
RP1-85F18.6,NONHSAG034006,NONHSAT245227.1
RP1-85F18.6,NONHSAG034006,NONHSAT245228.1
RP1-85F18.6,NONHSAG034006,NONHSAT245229.1
RP1-85F18.6,NONHSAG034006,NONHSAT245230.1
RP6-109B7.2,NONHSAG034158,NONHSAT087274.2
RP6-109B7.2,NONHSAG034158,NONHSAT192991.1
LOC150381,NONHSAG034157,NONHSAT087271.2
LOC150381,NONHSAG034157,NONHSAT087272.2
LOC150381,NONHSAG034157,NONHSAT087273.2
LOC150381,NONHSAG034157,NONHSAT087275.2
LOC150381,NONHSAG034157,NONHSAT192486.1
LOC150381,NONHSAG034157,NONHSAT192487.1
RP3-402G11.25,NONHSAG084071,NONHSAT193047.1
RP3-402G11.25,NONHSAG084071,NONHSAT193048.1
RP3-402G11.25,NONHSAG084071,NONHSAT245335.1
RP3-402G11.25,NONHSAG084071,NONHSAT245336.1
RP3-402G11.25,NONHSAG084071,NONHSAT245337.1
RP3-402G11.25,NONHSAG084071,NONHSAT245338.1
FGD5-AS1,NONHSAG034508,NONHSAT088364.2
FGD5-AS1,NONHSAG034508,NONHSAT088365.2
FGD5-AS1,NONHSAG034508,NONHSAT088366.2
FGD5-AS1,NONHSAG034508,NONHSAT088370.2
FGD5-AS1,NONHSAG034508,NONHSAT088371.2
FGD5-AS1,NONHSAG034508,NONHSAT088373.2
FGD5-AS1,NONHSAG034508,NONHSAT195446.1
FGD5-AS1,NONHSAG034508,NONHSAT195447.1
FGD5-AS1,NONHSAG034508,NONHSAT246332.1
FGD5-AS1,NONHSAG034508,NONHSAT246333.1
FGD5-AS1,NONHSAG034508,NONHSAT246334.1
FGD5-AS1,NONHSAG034508,NONHSAT246335.1
FGD5-AS1,NONHSAG034508,NONHSAT246336.1
FGD5-AS1,NONHSAG034508,NONHSAT246337.1
PLCL2-AS1,NONHSAG034560,NONHSAT088537.2
CNOT10-AS1,NONHSAG034711,NONHSAT088896.2
RP11-259K5.2,NONHSAG034769,NONHSAT089008.2
RP4-613B23.1,NONHSAG034873,NONHSAT089243.2
RP4-613B23.1,NONHSAG034873,NONHSAT089244.2
RP4-613B23.1,NONHSAG034873,NONHSAT089247.2
RP4-613B23.1,NONHSAG034873,NONHSAT195673.1
RP4-613B23.1,NONHSAG034873,NONHSAT246436.1
RP4-613B23.1,NONHSAG034873,NONHSAT246437.1
RP4-613B23.1,NONHSAG034873,NONHSAT246438.1
RP4-613B23.1,NONHSAG034873,NONHSAT246439.1
RP4-613B23.1,NONHSAG034873,NONHSAT246440.1
RP4-613B23.1,NONHSAG034873,NONHSAT246441.1
LARS2-AS1,NONHSAG034933,NONHSAT089391.2
RP13-131K19.1,NONHSAG035049,NONHSAT089628.2
RP13-131K19.1,NONHSAG035049,NONHSAT089630.2
RP13-131K19.1,NONHSAG035049,NONHSAT089640.2
RP13-131K19.1,NONHSAG035049,NONHSAT089641.2
RP13-131K19.1,NONHSAG035049,NONHSAT195735.1
RP13-131K19.1,NONHSAG035049,NONHSAT195736.1
RP13-131K19.1,NONHSAG035049,NONHSAT195737.1
RP13-131K19.1,NONHSAG035049,NONHSAT246484.1
RP13-131K19.1,NONHSAG035049,NONHSAT246485.1
RP13-131K19.1,NONHSAG035049,NONHSAT246486.1
RP13-131K19.1,NONHSAG035049,NONHSAT246487.1
RP13-131K19.1,NONHSAG035049,NONHSAT246488.1
RP11-493K19.3,NONHSAG035106,NONHSAT089786.2
RP11-493K19.3,NONHSAG035106,NONHSAT089788.2
RP11-493K19.3,NONHSAG035106,NONHSAT195749.1
CACNA2D3-AS1,NONHSAG035220,NONHSAT090018.2
CACNA2D3-AS1,NONHSAG035220,NONHSAT195804.1
RP11-755B10.2,NONHSAG035257,NONHSAT090092.2
FLNB-AS1,NONHSAG035271,NONHSAT090107.2
FLNB-AS1,NONHSAG035271,NONHSAT090109.2
FLNB-AS1,NONHSAG035271,NONHSAT195814.1
CTD-2013N24.2,NONHSAG035369,NONHSAT090334.2
CTD-2013N24.2,NONHSAG035369,NONHSAT090335.2
CTD-2013N24.2,NONHSAG035369,NONHSAT090336.2
CTD-2013N24.2,NONHSAG035369,NONHSAT090337.2
CTD-2013N24.2,NONHSAG035369,NONHSAT090338.2
CTD-2013N24.2,NONHSAG035369,NONHSAT090339.2
CTD-2013N24.2,NONHSAG035369,NONHSAT090340.2
CTD-2013N24.2,NONHSAG035369,NONHSAT090341.2
CTD-2013N24.2,NONHSAG035369,NONHSAT090342.2
CTD-2013N24.2,NONHSAG035369,NONHSAT090343.2
CTD-2013N24.2,NONHSAG035369,NONHSAT090344.2
CTD-2013N24.2,NONHSAG035369,NONHSAT090347.2
CTD-2013N24.2,NONHSAG035369,NONHSAT194030.1
CTD-2013N24.2,NONHSAG035369,NONHSAT194031.1
ZBTB20-AS1,NONHSAG035788,NONHSAT091276.2
ZBTB20-AS1,NONHSAG035788,NONHSAT091277.2
ZBTB20-AS1,NONHSAG035788,NONHSAT091278.2
ZBTB20-AS1,NONHSAG035788,NONHSAT091279.2
ZBTB20-AS1,NONHSAG035788,NONHSAT091280.2
ZBTB20-AS1,NONHSAG035788,NONHSAT091281.2
ZBTB20-AS1,NONHSAG035788,NONHSAT091284.2
ZBTB20-AS1,NONHSAG035788,NONHSAT194332.1
ZBTB20-AS1,NONHSAG035788,NONHSAT245756.1
ZBTB20-AS1,NONHSAG035788,NONHSAT245757.1
RP11-197K3.1,NONHSAG035789,NONHSAT091289.2
RP11-197K3.1,NONHSAG035789,NONHSAT194333.1
RP11-197K3.1,NONHSAG035789,NONHSAT194334.1
NONHSAG035896,NONHSAG035896,NONHSAT091497.2
NONHSAG035896,NONHSAG035896,NONHSAT194390.1
NONHSAG035896,NONHSAG035896,NONHSAT194391.1
NONHSAG035896,NONHSAG035896,NONHSAT194392.1
NONHSAG035896,NONHSAG035896,NONHSAT194393.1
NONHSAG035896,NONHSAG035896,NONHSAT194394.1
NONHSAG035896,NONHSAG035896,NONHSAT245766.1
NONHSAG035896,NONHSAG035896,NONHSAT245767.1
NONHSAG035896,NONHSAG035896,NONHSAT245770.1
SEC62-AS1,NONHSAG036624,NONHSAT093171.2
NONHSAG036921,NONHSAG036923,NONHSAT195094.1
OPA1-AS1,NONHSAG037000,NONHSAT094014.2
OPA1-AS1,NONHSAG037000,NONHSAT094015.2
CTD-2002J20.1,NONHSAG085292,NONHSAT195300.1
NOP14-AS1,NONHSAG037320,NONHSAT094825.2
NOP14-AS1,NONHSAG037320,NONHSAT094826.2
NOP14-AS1,NONHSAG037320,NONHSAT094827.2
NOP14-AS1,NONHSAG037320,NONHSAT094828.2
NOP14-AS1,NONHSAG037320,NONHSAT094829.2
NOP14-AS1,NONHSAG037320,NONHSAT094830.2
NOP14-AS1,NONHSAG037320,NONHSAT094831.2
NOP14-AS1,NONHSAG037320,NONHSAT094832.2
NOP14-AS1,NONHSAG037320,NONHSAT094833.2
NOP14-AS1,NONHSAG037320,NONHSAT094834.2
NOP14-AS1,NONHSAG037320,NONHSAT094835.2
NOP14-AS1,NONHSAG037320,NONHSAT247241.1
NOP14-AS1,NONHSAG037320,NONHSAT247242.1
NOP14-AS1,NONHSAG037320,NONHSAT247243.1
NOP14-AS1,NONHSAG037320,NONHSAT247244.1
TBC1D14,NONHSAG037408,NONHSAT095031.2
TBC1D14,NONHSAG037408,NONHSAT198240.1
NONHSAG037420,NONHSAG037420,NONHSAT095059.2
NONHSAG037420,NONHSAG037420,NONHSAT095060.2
NONHSAG037420,NONHSAG037420,NONHSAT247299.1
NONHSAG037420,NONHSAG037420,NONHSAT247300.1
NONHSAG037420,NONHSAG037420,NONHSAT247301.1
RP11-665G4.1,NONHSAG037536,NONHSAT095614.2
RP11-665G4.1,NONHSAG037536,NONHSAT095615.2
RP11-227F19.5,NONHSAG088282,NONHSAT096165.2
RP11-227F19.5,NONHSAG088282,NONHSAT096166.2
RP11-227F19.5,NONHSAG088282,NONHSAT199904.1
RP11-227F19.5,NONHSAG088282,NONHSAT199905.1
RP11-227F19.5,NONHSAG088282,NONHSAT199906.1
RP11-227F19.5,NONHSAG088282,NONHSAT248258.1
RP11-227F19.5,NONHSAG088282,NONHSAT248259.1
OCIAD1-AS1,NONHSAG037900,NONHSAT096296.2
THAP9-AS1,NONHSAG088395,NONHSAT097185.2
THAP9-AS1,NONHSAG088395,NONHSAT097186.2
THAP9-AS1,NONHSAG088395,NONHSAT097187.2
THAP9-AS1,NONHSAG088395,NONHSAT097188.2
THAP9-AS1,NONHSAG088395,NONHSAT097189.2
THAP9-AS1,NONHSAG088395,NONHSAT097190.2
THAP9-AS1,NONHSAG088395,NONHSAT097191.2
THAP9-AS1,NONHSAG088395,NONHSAT097192.2
THAP9-AS1,NONHSAG088395,NONHSAT097193.2
THAP9-AS1,NONHSAG088395,NONHSAT097194.2
THAP9-AS1,NONHSAG088395,NONHSAT097195.2
THAP9-AS1,NONHSAG088395,NONHSAT097196.2
THAP9-AS1,NONHSAG088395,NONHSAT200147.1
THAP9-AS1,NONHSAG088395,NONHSAT248396.1
THAP9-AS1,NONHSAG088395,NONHSAT248397.1
THAP9-AS1,NONHSAG088395,NONHSAT248398.1
THAP9-AS1,NONHSAG088395,NONHSAT248399.1
THAP9-AS1,NONHSAG088395,NONHSAT248400.1
THAP9-AS1,NONHSAG088395,NONHSAT248401.1
THAP9-AS1,NONHSAG088395,NONHSAT248402.1
RP11-301L8.2,NONHSAG039523,NONHSAT099614.2
RP11-301L8.2,NONHSAG039523,NONHSAT199503.1
NONHSAG039865,NONHSAG039865,NONHSAT100412.2
NONHSAG039865,NONHSAG039865,NONHSAT249887.1
CTD-2024P10.1,NONHSAG040166,NONHSAT100988.2
CTD-2024P10.1,NONHSAG040166,NONHSAT204037.1
CTD-2263F21.1,NONHSAG040226,NONHSAT101093.2
CTD-2263F21.1,NONHSAG040226,NONHSAT204080.1
CTD-2263F21.1,NONHSAG040226,NONHSAT204082.1
CTD-2263F21.1,NONHSAG040226,NONHSAT249984.1
CTD-2263F21.1,NONHSAG040226,NONHSAT249985.1
RP11-159F24.3,NONHSAG040315,NONHSAT101313.2
