ncName,ncID,transID
Gm13387,NONMMUG022267,NONMMUT036171.2
Gm13387,NONMMUG022267,NONMMUT036172.2
Gm13388,NONMMUG021887,NONMMUT035500.2
Gm13388,NONMMUG021887,NONMMUT108646.1
Gm13389,NONMMUG021905,NONMMUT035525.2
Gm13389,NONMMUG021905,NONMMUT106597.1
Gm13391,NONMMUG021888,NONMMUT035501.2
Gm13391,NONMMUG021888,NONMMUT035502.2
Gm13391,NONMMUG021888,NONMMUT106591.1
Gm13391,NONMMUG021888,NONMMUT106592.1
Gm13397,NONMMUG022384,NONMMUT036396.2
Gm13399,NONMMUG022390,NONMMUT036404.2
Gm13402,NONMMUG022455,NONMMUT036498.2
Gm13403,NONMMUG022644,NONMMUT036792.2
Gm13403,NONMMUG022644,NONMMUT036793.2
Gm13403,NONMMUG022644,NONMMUT108968.1
Gm13404,NONMMUG022645,NONMMUT036794.2
Gm13404,NONMMUG022645,NONMMUT036795.2
Gm13404,NONMMUG022645,NONMMUT106893.1
Gm13404,NONMMUG022645,NONMMUT106894.1
