label,accuracy,precision,sensitivity,specificity,F1_score,MCC,AUROC,AUPR
209,0.8,0.895,0.68,0.92,0.773,0.618,0.91,0.902
210,0.74,0.833,0.6,0.88,0.698,0.5,0.814,0.798
211,0.76,0.842,0.64,0.88,0.727,0.536,0.898,0.906
212,0.8,0.941,0.64,0.96,0.762,0.633,0.891,0.914
213,0.8,0.941,0.64,0.96,0.762,0.633,0.898,0.907
214,0.78,0.889,0.64,0.92,0.744,0.583,0.87,0.872
215,0.8,0.941,0.64,0.96,0.762,0.633,0.918,0.924
216,0.78,0.85,0.68,0.88,0.756,0.572,0.907,0.903
217,0.82,0.944,0.68,0.96,0.791,0.667,0.949,0.947
218,0.78,0.85,0.68,0.88,0.756,0.572,0.87,0.87
219,0.74,0.773,0.68,0.8,0.723,0.483,0.854,0.847
220,0.78,0.889,0.64,0.92,0.744,0.583,0.845,0.868
221,0.76,0.842,0.64,0.88,0.727,0.536,0.866,0.87
222,0.84,1.0,0.68,1.0,0.81,0.718,0.952,0.963
223,0.84,1.0,0.68,1.0,0.81,0.718,0.966,0.972
224,0.82,0.944,0.68,0.96,0.791,0.667,0.949,0.951
225,0.8,0.941,0.64,0.96,0.762,0.633,0.88,0.898
226,0.82,0.944,0.68,0.96,0.791,0.667,0.893,0.909
227,0.82,1.0,0.64,1.0,0.78,0.686,0.846,0.892
228,0.8,0.941,0.64,0.96,0.762,0.633,0.89,0.913
229,0.78,0.889,0.64,0.92,0.744,0.583,0.862,0.832
230,0.7,0.727,0.64,0.76,0.681,0.403,0.832,0.831
231,0.74,0.8,0.64,0.84,0.711,0.49,0.829,0.848
232,0.82,1.0,0.64,1.0,0.78,0.686,0.92,0.936
233,0.78,0.889,0.64,0.92,0.744,0.583,0.856,0.883
234,0.8,0.941,0.64,0.96,0.762,0.633,0.928,0.936
235,0.76,0.842,0.64,0.88,0.727,0.536,0.846,0.82
236,0.82,0.944,0.68,0.96,0.791,0.667,0.922,0.928
237,0.8,0.895,0.68,0.92,0.773,0.618,0.87,0.899
238,0.82,0.944,0.68,0.96,0.791,0.667,0.893,0.888
239,0.76,0.842,0.64,0.88,0.727,0.536,0.866,0.847
240,0.82,0.944,0.68,0.96,0.791,0.667,0.912,0.929
241,0.8,0.941,0.64,0.96,0.762,0.633,0.89,0.874
242,0.8,0.895,0.68,0.92,0.773,0.618,0.909,0.903
243,0.72,0.789,0.6,0.84,0.682,0.453,0.822,0.817
244,0.78,0.889,0.64,0.92,0.744,0.583,0.854,0.886
245,0.8,0.895,0.68,0.92,0.773,0.618,0.89,0.908
246,0.8,0.941,0.64,0.96,0.762,0.633,0.923,0.932
247,0.78,0.889,0.64,0.92,0.744,0.583,0.88,0.892
248,0.8,0.941,0.64,0.96,0.762,0.633,0.907,0.916
249,0.82,0.944,0.68,0.96,0.791,0.667,0.95,0.955
250,0.8,0.895,0.68,0.92,0.773,0.618,0.899,0.913
251,0.74,0.833,0.6,0.88,0.698,0.5,0.872,0.856
252,0.76,0.842,0.64,0.88,0.727,0.536,0.827,0.82
253,0.74,0.833,0.6,0.88,0.698,0.5,0.88,0.889
254,0.82,0.944,0.68,0.96,0.791,0.667,0.896,0.898
255,0.8,0.941,0.64,0.96,0.762,0.633,0.842,0.868
256,0.8,0.941,0.64,0.96,0.762,0.633,0.922,0.931
257,0.78,0.889,0.64,0.92,0.744,0.583,0.878,0.854
258,0.84,1.0,0.68,1.0,0.81,0.718,0.909,0.925
259,0.78,0.889,0.64,0.92,0.744,0.583,0.875,0.865
260,0.8,0.895,0.68,0.92,0.773,0.618,0.866,0.869
261,0.82,0.944,0.68,0.96,0.791,0.667,0.901,0.92
262,0.72,0.762,0.64,0.8,0.696,0.446,0.834,0.844
263,0.8,0.895,0.68,0.92,0.773,0.618,0.926,0.931
264,0.78,0.889,0.64,0.92,0.744,0.583,0.899,0.909
265,0.82,1.0,0.64,1.0,0.78,0.686,0.902,0.918
266,0.78,0.889,0.64,0.92,0.744,0.583,0.869,0.894
267,0.7,0.75,0.6,0.8,0.667,0.408,0.83,0.836
268,0.84,1.0,0.68,1.0,0.81,0.718,0.947,0.959
269,0.8,0.895,0.68,0.92,0.773,0.618,0.891,0.89
270,0.8,0.895,0.68,0.92,0.773,0.618,0.861,0.858
271,0.78,0.889,0.64,0.92,0.744,0.583,0.853,0.864
272,0.74,0.8,0.64,0.84,0.711,0.49,0.811,0.791
273,0.82,0.944,0.68,0.96,0.791,0.667,0.915,0.926
274,0.8,0.941,0.64,0.96,0.762,0.633,0.872,0.887
275,0.78,0.85,0.68,0.88,0.756,0.572,0.922,0.924
276,0.82,1.0,0.64,1.0,0.78,0.686,0.907,0.928
277,0.8,0.941,0.64,0.96,0.762,0.633,0.91,0.914
278,0.72,0.762,0.64,0.8,0.696,0.446,0.829,0.844
279,0.76,0.842,0.64,0.88,0.727,0.536,0.843,0.874
280,0.8,0.941,0.64,0.96,0.762,0.633,0.835,0.875
281,0.74,0.833,0.6,0.88,0.698,0.5,0.866,0.89
282,0.8,0.941,0.64,0.96,0.762,0.633,0.912,0.927
283,0.82,0.944,0.68,0.96,0.791,0.667,0.928,0.935
284,0.76,0.81,0.68,0.84,0.739,0.527,0.843,0.855
285,0.78,0.85,0.68,0.88,0.756,0.572,0.89,0.902
286,0.78,0.889,0.64,0.92,0.744,0.583,0.91,0.904
287,0.78,0.889,0.64,0.92,0.744,0.583,0.898,0.893
288,0.82,1.0,0.64,1.0,0.78,0.686,0.934,0.945
289,0.82,0.944,0.68,0.96,0.791,0.667,0.915,0.91
290,0.78,0.889,0.64,0.92,0.744,0.583,0.824,0.86
291,0.8,0.941,0.64,0.96,0.762,0.633,0.909,0.926
292,0.74,0.833,0.6,0.88,0.698,0.5,0.832,0.824
293,0.76,0.842,0.64,0.88,0.727,0.536,0.853,0.868
294,0.8,0.941,0.64,0.96,0.762,0.633,0.933,0.937
295,0.8,0.941,0.64,0.96,0.762,0.633,0.941,0.945
296,0.8,0.895,0.68,0.92,0.773,0.618,0.93,0.936
297,0.78,0.889,0.64,0.92,0.744,0.583,0.896,0.913
298,0.82,1.0,0.64,1.0,0.78,0.686,0.946,0.955
299,0.76,0.842,0.64,0.88,0.727,0.536,0.842,0.857
300,0.74,0.8,0.64,0.84,0.711,0.49,0.778,0.778
301,0.78,0.889,0.64,0.92,0.744,0.583,0.867,0.869
302,0.8,0.941,0.64,0.96,0.762,0.633,0.912,0.906
303,0.84,1.0,0.68,1.0,0.81,0.718,0.96,0.965
304,0.82,1.0,0.64,1.0,0.78,0.686,0.883,0.907
305,0.8,0.941,0.64,0.96,0.762,0.633,0.906,0.923
306,0.8,0.941,0.64,0.96,0.762,0.633,0.848,0.87
307,0.8,0.941,0.64,0.96,0.762,0.633,0.898,0.914
308,0.8,0.941,0.64,0.96,0.762,0.633,0.936,0.945
309,0.78,0.85,0.68,0.88,0.756,0.572,0.866,0.866
310,0.76,0.842,0.64,0.88,0.727,0.536,0.898,0.904
311,0.76,0.81,0.68,0.84,0.739,0.527,0.846,0.844
312,0.8,0.941,0.64,0.96,0.762,0.633,0.891,0.9
313,0.8,0.941,0.64,0.96,0.762,0.633,0.878,0.909
314,0.74,0.8,0.64,0.84,0.711,0.49,0.835,0.841
315,0.8,0.941,0.64,0.96,0.762,0.633,0.907,0.912
316,0.76,0.882,0.6,0.92,0.714,0.549,0.781,0.797
317,0.8,0.941,0.64,0.96,0.762,0.633,0.898,0.909
318,0.76,0.842,0.64,0.88,0.727,0.536,0.882,0.891
319,0.84,1.0,0.68,1.0,0.81,0.718,0.936,0.951
320,0.78,0.889,0.64,0.92,0.744,0.583,0.87,0.892
321,0.76,0.842,0.64,0.88,0.727,0.536,0.885,0.886
322,0.82,0.944,0.68,0.96,0.791,0.667,0.95,0.956
323,0.8,0.941,0.64,0.96,0.762,0.633,0.933,0.938
324,0.7,0.75,0.6,0.8,0.667,0.408,0.766,0.758
325,0.8,0.895,0.68,0.92,0.773,0.618,0.936,0.939
326,0.78,0.889,0.64,0.92,0.744,0.583,0.918,0.924
327,0.78,0.889,0.64,0.92,0.744,0.583,0.894,0.91
328,0.8,0.895,0.68,0.92,0.773,0.618,0.878,0.899
329,0.78,0.889,0.64,0.92,0.744,0.583,0.806,0.802
330,0.8,0.941,0.64,0.96,0.762,0.633,0.926,0.936
331,0.8,0.941,0.64,0.96,0.762,0.633,0.89,0.907
332,0.8,0.895,0.68,0.92,0.773,0.618,0.915,0.922
333,0.8,0.895,0.68,0.92,0.773,0.618,0.949,0.946
334,0.78,0.85,0.68,0.88,0.756,0.572,0.874,0.876
335,0.8,0.941,0.64,0.96,0.762,0.633,0.88,0.897
336,0.84,1.0,0.68,1.0,0.81,0.718,0.962,0.967
337,0.84,1.0,0.68,1.0,0.81,0.718,0.95,0.96
338,0.78,0.85,0.68,0.88,0.756,0.572,0.864,0.879
339,0.8,0.941,0.64,0.96,0.762,0.633,0.92,0.927
340,0.8,0.941,0.64,0.96,0.762,0.633,0.939,0.946
341,0.76,0.842,0.64,0.88,0.727,0.536,0.835,0.804
342,0.78,0.889,0.64,0.92,0.744,0.583,0.883,0.869
343,0.82,1.0,0.64,1.0,0.78,0.686,0.904,0.924
344,0.78,0.889,0.64,0.92,0.744,0.583,0.874,0.899
345,0.82,0.944,0.68,0.96,0.791,0.667,0.915,0.921
346,0.78,0.889,0.64,0.92,0.744,0.583,0.869,0.9
347,0.82,1.0,0.64,1.0,0.78,0.686,0.933,0.941
348,0.78,0.889,0.64,0.92,0.744,0.583,0.853,0.834
349,0.76,0.882,0.6,0.92,0.714,0.549,0.861,0.887
350,0.78,0.85,0.68,0.88,0.756,0.572,0.902,0.914
351,0.78,0.889,0.64,0.92,0.744,0.583,0.909,0.916
352,0.78,0.889,0.64,0.92,0.744,0.583,0.923,0.93
353,0.8,0.941,0.64,0.96,0.762,0.633,0.899,0.919
354,0.8,0.941,0.64,0.96,0.762,0.633,0.92,0.93
355,0.82,0.944,0.68,0.96,0.791,0.667,0.909,0.92
356,0.78,0.85,0.68,0.88,0.756,0.572,0.891,0.873
357,0.72,0.789,0.6,0.84,0.682,0.453,0.848,0.836
358,0.76,0.842,0.64,0.88,0.727,0.536,0.859,0.861
359,0.78,0.889,0.64,0.92,0.744,0.583,0.824,0.856
360,0.78,0.85,0.68,0.88,0.756,0.572,0.88,0.872
361,0.78,0.889,0.64,0.92,0.744,0.583,0.878,0.876
362,0.78,0.889,0.64,0.92,0.744,0.583,0.894,0.911
363,0.8,0.941,0.64,0.96,0.762,0.633,0.883,0.903
364,0.72,0.762,0.64,0.8,0.696,0.446,0.821,0.818
365,0.78,0.889,0.64,0.92,0.744,0.583,0.891,0.91
366,0.72,0.762,0.64,0.8,0.696,0.446,0.816,0.834
367,0.82,0.944,0.68,0.96,0.791,0.667,0.92,0.934
368,0.74,0.833,0.6,0.88,0.698,0.5,0.883,0.887
369,0.76,0.842,0.64,0.88,0.727,0.536,0.842,0.878
370,0.76,0.842,0.64,0.88,0.727,0.536,0.845,0.84
371,0.78,0.889,0.64,0.92,0.744,0.583,0.826,0.825
372,0.82,1.0,0.64,1.0,0.78,0.686,0.955,0.957
373,0.82,1.0,0.64,1.0,0.78,0.686,0.925,0.94
374,0.76,0.842,0.64,0.88,0.727,0.536,0.795,0.805
375,0.74,0.8,0.64,0.84,0.711,0.49,0.862,0.886
376,0.82,0.944,0.68,0.96,0.791,0.667,0.912,0.915
377,0.7,0.75,0.6,0.8,0.667,0.408,0.773,0.796
378,0.78,0.889,0.64,0.92,0.744,0.583,0.885,0.895
379,0.8,0.895,0.68,0.92,0.773,0.618,0.923,0.912
380,0.82,1.0,0.64,1.0,0.78,0.686,0.902,0.933
381,0.82,0.944,0.68,0.96,0.791,0.667,0.928,0.939
382,0.82,0.944,0.68,0.96,0.791,0.667,0.918,0.926
383,0.8,0.941,0.64,0.96,0.762,0.633,0.899,0.923
384,0.84,1.0,0.68,1.0,0.81,0.718,0.952,0.964
385,0.8,0.941,0.64,0.96,0.762,0.633,0.909,0.916
386,0.84,1.0,0.68,1.0,0.81,0.718,0.952,0.96
387,0.8,0.941,0.64,0.96,0.762,0.633,0.893,0.901
388,0.72,0.789,0.6,0.84,0.682,0.453,0.832,0.832
389,0.8,0.895,0.68,0.92,0.773,0.618,0.853,0.881
390,0.82,0.944,0.68,0.96,0.791,0.667,0.922,0.92
391,0.82,1.0,0.64,1.0,0.78,0.686,0.939,0.952
392,0.8,0.895,0.68,0.92,0.773,0.618,0.933,0.92
393,0.78,0.85,0.68,0.88,0.756,0.572,0.883,0.882
394,0.84,1.0,0.68,1.0,0.81,0.718,0.946,0.961
395,0.78,0.889,0.64,0.92,0.744,0.583,0.885,0.897
396,0.8,0.941,0.64,0.96,0.762,0.633,0.886,0.909
397,0.76,0.81,0.68,0.84,0.739,0.527,0.814,0.769
398,0.82,0.944,0.68,0.96,0.791,0.667,0.898,0.913
399,0.78,0.85,0.68,0.88,0.756,0.572,0.87,0.846
400,0.8,0.941,0.64,0.96,0.762,0.633,0.89,0.905
401,0.78,0.889,0.64,0.92,0.744,0.583,0.862,0.866
402,0.76,0.842,0.64,0.88,0.727,0.536,0.882,0.888
403,0.78,0.889,0.64,0.92,0.744,0.583,0.882,0.898
404,0.82,1.0,0.64,1.0,0.78,0.686,0.949,0.959
405,0.8,0.941,0.64,0.96,0.762,0.633,0.936,0.936
406,0.8,0.895,0.68,0.92,0.773,0.618,0.856,0.864
407,0.8,0.941,0.64,0.96,0.762,0.633,0.859,0.887
408,0.78,0.85,0.68,0.88,0.756,0.572,0.864,0.862
409,0.76,0.842,0.64,0.88,0.727,0.536,0.837,0.857
410,0.72,0.762,0.64,0.8,0.696,0.446,0.792,0.776
411,0.78,0.889,0.64,0.92,0.744,0.583,0.888,0.903
412,0.8,0.941,0.64,0.96,0.762,0.633,0.923,0.908
413,0.78,0.85,0.68,0.88,0.756,0.572,0.92,0.922
414,0.8,0.941,0.64,0.96,0.762,0.633,0.853,0.87
415,0.84,1.0,0.68,1.0,0.81,0.718,0.909,0.925
416,0.76,0.842,0.64,0.88,0.727,0.536,0.85,0.818
417,0.78,0.889,0.64,0.92,0.744,0.583,0.886,0.891
418,0.82,0.944,0.68,0.96,0.791,0.667,0.955,0.957
419,0.82,1.0,0.64,1.0,0.78,0.686,0.866,0.901
420,0.74,0.8,0.64,0.84,0.711,0.49,0.842,0.857
421,0.76,0.882,0.6,0.92,0.714,0.549,0.872,0.895
422,0.78,0.889,0.64,0.92,0.744,0.583,0.848,0.859
423,0.82,1.0,0.64,1.0,0.78,0.686,0.952,0.956
424,0.7,0.75,0.6,0.8,0.667,0.408,0.763,0.765
425,0.74,0.833,0.6,0.88,0.698,0.5,0.874,0.897
426,0.8,0.941,0.64,0.96,0.762,0.633,0.901,0.917
427,0.82,1.0,0.64,1.0,0.78,0.686,0.928,0.937
428,0.84,1.0,0.68,1.0,0.81,0.718,0.971,0.976
429,0.82,1.0,0.64,1.0,0.78,0.686,0.872,0.909
430,0.78,0.85,0.68,0.88,0.756,0.572,0.882,0.886
431,0.8,0.895,0.68,0.92,0.773,0.618,0.912,0.914
432,0.8,0.941,0.64,0.96,0.762,0.633,0.888,0.876
433,0.76,0.842,0.64,0.88,0.727,0.536,0.858,0.856
434,0.82,0.944,0.68,0.96,0.791,0.667,0.926,0.935
435,0.78,0.889,0.64,0.92,0.744,0.583,0.851,0.879
436,0.8,0.941,0.64,0.96,0.762,0.633,0.846,0.877
437,0.8,0.941,0.64,0.96,0.762,0.633,0.899,0.914
438,0.82,1.0,0.64,1.0,0.78,0.686,0.915,0.94
439,0.78,0.889,0.64,0.92,0.744,0.583,0.91,0.911
440,0.72,0.739,0.68,0.76,0.708,0.441,0.781,0.733
441,0.8,0.941,0.64,0.96,0.762,0.633,0.856,0.884
442,0.8,0.941,0.64,0.96,0.762,0.633,0.896,0.874
443,0.8,0.895,0.68,0.92,0.773,0.618,0.899,0.91
444,0.78,0.889,0.64,0.92,0.744,0.583,0.894,0.902
445,0.8,0.941,0.64,0.96,0.762,0.633,0.915,0.928
446,0.74,0.8,0.64,0.84,0.711,0.49,0.827,0.839
447,0.78,0.85,0.68,0.88,0.756,0.572,0.902,0.912
448,0.82,1.0,0.64,1.0,0.78,0.686,0.934,0.944
449,0.78,0.85,0.68,0.88,0.756,0.572,0.875,0.891
450,0.76,0.842,0.64,0.88,0.727,0.536,0.853,0.86
451,0.8,0.941,0.64,0.96,0.762,0.633,0.89,0.913
452,0.78,0.85,0.68,0.88,0.756,0.572,0.901,0.906
453,0.82,0.944,0.68,0.96,0.791,0.667,0.949,0.949
454,0.78,0.85,0.68,0.88,0.756,0.572,0.854,0.854
455,0.76,0.81,0.68,0.84,0.739,0.527,0.827,0.818
456,0.78,0.85,0.68,0.88,0.756,0.572,0.893,0.911
457,0.76,0.882,0.6,0.92,0.714,0.549,0.81,0.827
458,0.82,0.944,0.68,0.96,0.791,0.667,0.941,0.945
459,0.82,1.0,0.64,1.0,0.78,0.686,0.898,0.929
460,0.74,0.8,0.64,0.84,0.711,0.49,0.851,0.825
461,0.8,0.941,0.64,0.96,0.762,0.633,0.933,0.936
462,0.76,0.842,0.64,0.88,0.727,0.536,0.821,0.811
463,0.8,0.895,0.68,0.92,0.773,0.618,0.89,0.898
464,0.82,1.0,0.64,1.0,0.78,0.686,0.92,0.935
465,0.74,0.833,0.6,0.88,0.698,0.5,0.888,0.897
466,0.76,0.842,0.64,0.88,0.727,0.536,0.874,0.889
467,0.74,0.8,0.64,0.84,0.711,0.49,0.84,0.869
468,0.82,1.0,0.64,1.0,0.78,0.686,0.89,0.917
469,0.82,0.944,0.68,0.96,0.791,0.667,0.87,0.842
470,0.78,0.889,0.64,0.92,0.744,0.583,0.88,0.868
471,0.8,0.941,0.64,0.96,0.762,0.633,0.888,0.904
472,0.82,0.944,0.68,0.96,0.791,0.667,0.904,0.901
473,0.8,0.941,0.64,0.96,0.762,0.633,0.914,0.914
474,0.78,0.85,0.68,0.88,0.756,0.572,0.886,0.894
475,0.72,0.789,0.6,0.84,0.682,0.453,0.848,0.847
476,0.8,0.895,0.68,0.92,0.773,0.618,0.898,0.912
477,0.72,0.739,0.68,0.76,0.708,0.441,0.835,0.832
478,0.8,0.941,0.64,0.96,0.762,0.633,0.896,0.913
479,0.76,0.882,0.6,0.92,0.714,0.549,0.902,0.915
480,0.8,0.895,0.68,0.92,0.773,0.618,0.917,0.924
481,0.76,0.882,0.6,0.92,0.714,0.549,0.899,0.912
482,0.82,0.944,0.68,0.96,0.791,0.667,0.914,0.922
483,0.8,0.895,0.68,0.92,0.773,0.618,0.938,0.938
484,0.8,0.895,0.68,0.92,0.773,0.618,0.922,0.912
485,0.82,0.944,0.68,0.96,0.791,0.667,0.907,0.912
486,0.8,0.941,0.64,0.96,0.762,0.633,0.902,0.904
487,0.8,0.941,0.64,0.96,0.762,0.633,0.907,0.922
488,0.78,0.938,0.6,0.96,0.732,0.6,0.922,0.933
489,0.8,0.895,0.68,0.92,0.773,0.618,0.859,0.863
490,0.82,1.0,0.64,1.0,0.78,0.686,0.963,0.966
491,0.82,0.944,0.68,0.96,0.791,0.667,0.899,0.909
492,0.78,0.889,0.64,0.92,0.744,0.583,0.872,0.878
493,0.8,0.941,0.64,0.96,0.762,0.633,0.89,0.908
494,0.76,0.842,0.64,0.88,0.727,0.536,0.91,0.909
495,0.78,0.889,0.64,0.92,0.744,0.583,0.909,0.918
496,0.8,0.941,0.64,0.96,0.762,0.633,0.899,0.914
497,0.76,0.842,0.64,0.88,0.727,0.536,0.907,0.903
498,0.78,0.889,0.64,0.92,0.744,0.583,0.88,0.899
499,0.8,0.941,0.64,0.96,0.762,0.633,0.936,0.941
500,0.84,1.0,0.68,1.0,0.81,0.718,0.974,0.98
501,0.82,0.944,0.68,0.96,0.791,0.667,0.902,0.921
502,0.82,0.944,0.68,0.96,0.791,0.667,0.926,0.92
503,0.74,0.833,0.6,0.88,0.698,0.5,0.835,0.78
504,0.8,0.895,0.68,0.92,0.773,0.618,0.92,0.91
505,0.8,0.941,0.64,0.96,0.762,0.633,0.888,0.909
506,0.82,1.0,0.64,1.0,0.78,0.686,0.918,0.932
507,0.8,0.895,0.68,0.92,0.773,0.618,0.909,0.903
508,0.82,0.944,0.68,0.96,0.791,0.667,0.909,0.925
509,0.8,0.941,0.64,0.96,0.762,0.633,0.906,0.907
510,0.76,0.882,0.6,0.92,0.714,0.549,0.891,0.905
511,0.76,0.81,0.68,0.84,0.739,0.527,0.854,0.833
512,0.76,0.842,0.64,0.88,0.727,0.536,0.853,0.808
513,0.84,1.0,0.68,1.0,0.81,0.718,0.97,0.971
514,0.82,0.944,0.68,0.96,0.791,0.667,0.931,0.939
515,0.78,0.889,0.64,0.92,0.744,0.583,0.878,0.878
516,0.8,0.941,0.64,0.96,0.762,0.633,0.856,0.874
517,0.78,0.85,0.68,0.88,0.756,0.572,0.846,0.833
518,0.84,1.0,0.68,1.0,0.81,0.718,0.922,0.934
519,0.76,0.842,0.64,0.88,0.727,0.536,0.875,0.898
520,0.82,1.0,0.64,1.0,0.78,0.686,0.926,0.935
521,0.76,0.842,0.64,0.88,0.727,0.536,0.869,0.854
522,0.78,0.889,0.64,0.92,0.744,0.583,0.914,0.926
523,0.8,0.941,0.64,0.96,0.762,0.633,0.894,0.919
524,0.82,1.0,0.64,1.0,0.78,0.686,0.914,0.932
525,0.78,0.889,0.64,0.92,0.744,0.583,0.89,0.893
526,0.78,0.85,0.68,0.88,0.756,0.572,0.92,0.924
527,0.8,0.941,0.64,0.96,0.762,0.633,0.925,0.931
528,0.78,0.85,0.68,0.88,0.756,0.572,0.874,0.874
529,0.72,0.762,0.64,0.8,0.696,0.446,0.861,0.861
530,0.84,1.0,0.68,1.0,0.81,0.718,0.955,0.968
531,0.82,0.944,0.68,0.96,0.791,0.667,0.886,0.919
532,0.76,0.842,0.64,0.88,0.727,0.536,0.886,0.897
533,0.76,0.81,0.68,0.84,0.739,0.527,0.867,0.854
534,0.78,0.938,0.6,0.96,0.732,0.6,0.83,0.874
535,0.76,0.842,0.64,0.88,0.727,0.536,0.88,0.875
536,0.82,0.944,0.68,0.96,0.791,0.667,0.918,0.906
537,0.82,0.944,0.68,0.96,0.791,0.667,0.88,0.888
538,0.78,0.889,0.64,0.92,0.744,0.583,0.885,0.905
539,0.82,0.944,0.68,0.96,0.791,0.667,0.898,0.902
540,0.82,1.0,0.64,1.0,0.78,0.686,0.946,0.959
541,0.78,0.889,0.64,0.92,0.744,0.583,0.898,0.893
542,0.84,1.0,0.68,1.0,0.81,0.718,0.954,0.96
543,0.68,0.714,0.6,0.76,0.652,0.365,0.798,0.81
544,0.76,0.842,0.64,0.88,0.727,0.536,0.822,0.809
545,0.78,0.889,0.64,0.92,0.744,0.583,0.902,0.915
546,0.78,0.889,0.64,0.92,0.744,0.583,0.835,0.848
547,0.76,0.842,0.64,0.88,0.727,0.536,0.886,0.847
548,0.8,0.895,0.68,0.92,0.773,0.618,0.914,0.923
549,0.78,0.889,0.64,0.92,0.744,0.583,0.899,0.915
550,0.76,0.81,0.68,0.84,0.739,0.527,0.853,0.796
551,0.8,0.941,0.64,0.96,0.762,0.633,0.811,0.874
552,0.74,0.8,0.64,0.84,0.711,0.49,0.88,0.854
553,0.84,1.0,0.68,1.0,0.81,0.718,0.936,0.95
554,0.8,0.941,0.64,0.96,0.762,0.633,0.91,0.916
555,0.82,1.0,0.64,1.0,0.78,0.686,0.928,0.944
556,0.76,0.842,0.64,0.88,0.727,0.536,0.906,0.901
557,0.74,0.773,0.68,0.8,0.723,0.483,0.858,0.857
558,0.84,1.0,0.68,1.0,0.81,0.718,0.95,0.959
559,0.76,0.882,0.6,0.92,0.714,0.549,0.814,0.855
560,0.74,0.773,0.68,0.8,0.723,0.483,0.864,0.829
561,0.78,0.938,0.6,0.96,0.732,0.6,0.802,0.857
562,0.78,0.889,0.64,0.92,0.744,0.583,0.883,0.888
563,0.84,1.0,0.68,1.0,0.81,0.718,0.92,0.928
564,0.84,1.0,0.68,1.0,0.81,0.718,0.958,0.968
565,0.8,0.941,0.64,0.96,0.762,0.633,0.918,0.911
566,0.84,1.0,0.68,1.0,0.81,0.718,0.949,0.956
567,0.76,0.882,0.6,0.92,0.714,0.549,0.838,0.844
568,0.76,0.842,0.64,0.88,0.727,0.536,0.858,0.829
569,0.76,0.842,0.64,0.88,0.727,0.536,0.893,0.905
570,0.8,0.941,0.64,0.96,0.762,0.633,0.922,0.933
571,0.7,0.727,0.64,0.76,0.681,0.403,0.829,0.833
572,0.68,0.714,0.6,0.76,0.652,0.365,0.806,0.825
573,0.8,0.941,0.64,0.96,0.762,0.633,0.902,0.912
574,0.8,0.895,0.68,0.92,0.773,0.618,0.915,0.891
575,0.8,0.941,0.64,0.96,0.762,0.633,0.858,0.891
576,0.78,0.889,0.64,0.92,0.744,0.583,0.901,0.88
577,0.78,0.889,0.64,0.92,0.744,0.583,0.888,0.876
578,0.82,0.944,0.68,0.96,0.791,0.667,0.906,0.918
579,0.8,0.941,0.64,0.96,0.762,0.633,0.926,0.938
580,0.76,0.842,0.64,0.88,0.727,0.536,0.856,0.848
581,0.8,0.895,0.68,0.92,0.773,0.618,0.901,0.914
582,0.8,0.895,0.68,0.92,0.773,0.618,0.87,0.869
583,0.78,0.889,0.64,0.92,0.744,0.583,0.874,0.895
584,0.84,1.0,0.68,1.0,0.81,0.718,0.971,0.977
585,0.78,0.85,0.68,0.88,0.756,0.572,0.896,0.908
586,0.8,0.941,0.64,0.96,0.762,0.633,0.878,0.903
587,0.78,0.889,0.64,0.92,0.744,0.583,0.915,0.908
588,0.78,0.889,0.64,0.92,0.744,0.583,0.898,0.894
589,0.8,0.941,0.64,0.96,0.762,0.633,0.942,0.949
590,0.82,1.0,0.64,1.0,0.78,0.686,0.954,0.965
591,0.78,0.889,0.64,0.92,0.744,0.583,0.915,0.894
592,0.78,0.889,0.64,0.92,0.744,0.583,0.867,0.858
593,0.8,0.941,0.64,0.96,0.762,0.633,0.882,0.893
594,0.8,0.941,0.64,0.96,0.762,0.633,0.955,0.957
595,0.8,0.941,0.64,0.96,0.762,0.633,0.914,0.902
596,0.8,0.941,0.64,0.96,0.762,0.633,0.872,0.876
597,0.82,1.0,0.64,1.0,0.78,0.686,0.89,0.912
598,0.76,0.81,0.68,0.84,0.739,0.527,0.896,0.9
599,0.8,0.895,0.68,0.92,0.773,0.618,0.883,0.856
600,0.78,0.938,0.6,0.96,0.732,0.6,0.912,0.926
601,0.8,0.941,0.64,0.96,0.762,0.633,0.933,0.942
602,0.8,0.941,0.64,0.96,0.762,0.633,0.906,0.919
603,0.82,1.0,0.64,1.0,0.78,0.686,0.918,0.943
604,0.82,0.944,0.68,0.96,0.791,0.667,0.914,0.922
605,0.82,0.944,0.68,0.96,0.791,0.667,0.965,0.956
606,0.8,0.857,0.72,0.88,0.783,0.608,0.91,0.906
607,0.78,0.85,0.68,0.88,0.756,0.572,0.885,0.861
608,0.8,0.941,0.64,0.96,0.762,0.633,0.894,0.913
609,0.82,0.944,0.68,0.96,0.791,0.667,0.938,0.941
610,0.8,0.941,0.64,0.96,0.762,0.633,0.846,0.867
611,0.8,0.941,0.64,0.96,0.762,0.633,0.909,0.915
612,0.82,0.944,0.68,0.96,0.791,0.667,0.918,0.927
613,0.7,0.75,0.6,0.8,0.667,0.408,0.771,0.754
614,0.78,0.85,0.68,0.88,0.756,0.572,0.845,0.824
615,0.8,0.895,0.68,0.92,0.773,0.618,0.922,0.926
616,0.72,0.789,0.6,0.84,0.682,0.453,0.864,0.854
617,0.8,0.941,0.64,0.96,0.762,0.633,0.936,0.95
618,0.82,1.0,0.64,1.0,0.78,0.686,0.914,0.934
