label,accuracy,precision,sensitivity,specificity,F1_score,MCC,AUROC,AUPR
label230,0.458,0.458,0.461,0.455,0.46,-0.084,0.448,0.499
label231,0.539,0.527,0.773,0.305,0.626,0.088,0.503,0.496
label232,0.532,0.532,0.532,0.532,0.532,0.065,0.555,0.525
label233,0.487,0.489,0.552,0.422,0.518,-0.026,0.519,0.509
label234,0.464,0.469,0.545,0.383,0.505,-0.072,0.473,0.484
label235,0.403,0.381,0.312,0.494,0.343,-0.198,0.404,0.442
label236,0.393,0.394,0.396,0.39,0.395,-0.214,0.359,0.401
label237,0.575,0.561,0.688,0.461,0.618,0.153,0.567,0.54
label238,0.526,0.527,0.5,0.552,0.513,0.052,0.517,0.512
label239,0.49,0.49,0.461,0.519,0.475,-0.02,0.474,0.494
label240,0.474,0.472,0.442,0.506,0.456,-0.052,0.486,0.504
label241,0.497,0.496,0.416,0.578,0.452,-0.007,0.487,0.516
label242,0.516,0.514,0.61,0.422,0.558,0.033,0.524,0.525
label243,0.442,0.435,0.39,0.494,0.411,-0.118,0.4,0.431
label244,0.497,0.496,0.416,0.578,0.452,-0.007,0.48,0.499
label245,0.438,0.427,0.364,0.513,0.393,-0.125,0.405,0.439
label246,0.49,0.492,0.571,0.409,0.529,-0.02,0.47,0.497
label247,0.455,0.462,0.558,0.351,0.506,-0.093,0.454,0.459
label248,0.451,0.426,0.279,0.623,0.337,-0.104,0.427,0.457
label249,0.445,0.433,0.357,0.532,0.391,-0.112,0.44,0.489
label250,0.526,0.521,0.649,0.403,0.578,0.054,0.541,0.533
label251,0.451,0.459,0.552,0.351,0.501,-0.099,0.47,0.482
label252,0.468,0.47,0.513,0.422,0.491,-0.065,0.446,0.457
label253,0.487,0.488,0.539,0.435,0.512,-0.026,0.467,0.476
label254,0.542,0.534,0.669,0.416,0.594,0.087,0.539,0.504
label255,0.396,0.418,0.532,0.26,0.469,-0.216,0.315,0.386
label256,0.539,0.536,0.578,0.5,0.556,0.078,0.525,0.521
label257,0.438,0.446,0.513,0.364,0.477,-0.125,0.415,0.459
label258,0.536,0.536,0.532,0.539,0.534,0.071,0.524,0.505
label259,0.532,0.527,0.643,0.422,0.579,0.067,0.576,0.554
label260,0.422,0.433,0.506,0.338,0.467,-0.158,0.4,0.436
label261,0.455,0.461,0.539,0.37,0.497,-0.092,0.469,0.481
label262,0.357,0.31,0.234,0.481,0.267,-0.295,0.28,0.386
label263,0.506,0.508,0.416,0.597,0.457,0.013,0.504,0.486
label264,0.409,0.365,0.247,0.571,0.295,-0.192,0.381,0.443
label265,0.523,0.525,0.474,0.571,0.498,0.046,0.509,0.536
label266,0.49,0.492,0.636,0.344,0.555,-0.02,0.503,0.52
label267,0.429,0.429,0.429,0.429,0.429,-0.143,0.417,0.435
label268,0.477,0.482,0.604,0.351,0.536,-0.047,0.471,0.466
label269,0.477,0.482,0.597,0.357,0.533,-0.047,0.449,0.457
label270,0.461,0.454,0.383,0.539,0.415,-0.079,0.436,0.489
label271,0.506,0.507,0.494,0.519,0.5,0.013,0.52,0.541
label272,0.464,0.475,0.669,0.26,0.555,-0.078,0.433,0.443
label273,0.435,0.414,0.312,0.558,0.356,-0.134,0.404,0.436
label274,0.422,0.429,0.474,0.37,0.451,-0.157,0.394,0.42
label275,0.516,0.514,0.578,0.455,0.544,0.033,0.539,0.529
label276,0.503,0.503,0.539,0.468,0.52,0.007,0.507,0.504
label277,0.494,0.492,0.39,0.597,0.435,-0.013,0.494,0.5
label278,0.503,0.504,0.396,0.61,0.444,0.007,0.479,0.516
label279,0.565,0.583,0.455,0.675,0.511,0.133,0.548,0.527
label280,0.435,0.43,0.396,0.474,0.412,-0.13,0.415,0.433
label281,0.364,0.362,0.357,0.37,0.359,-0.273,0.333,0.389
label282,0.471,0.477,0.617,0.325,0.538,-0.061,0.424,0.442
label283,0.477,0.481,0.571,0.383,0.522,-0.046,0.504,0.511
label284,0.474,0.464,0.338,0.61,0.391,-0.054,0.46,0.493
label285,0.526,0.52,0.662,0.39,0.583,0.054,0.548,0.519
label286,0.432,0.389,0.24,0.623,0.297,-0.148,0.392,0.433
label287,0.565,0.589,0.429,0.701,0.496,0.135,0.554,0.544
label288,0.494,0.495,0.597,0.39,0.541,-0.013,0.443,0.443
label289,0.506,0.506,0.571,0.442,0.537,0.013,0.512,0.487
label290,0.571,0.572,0.565,0.578,0.569,0.143,0.572,0.559
label291,0.334,0.319,0.292,0.377,0.305,-0.332,0.28,0.373
label292,0.435,0.444,0.513,0.357,0.476,-0.131,0.47,0.489
label293,0.549,0.568,0.409,0.688,0.475,0.101,0.529,0.525
label294,0.484,0.483,0.455,0.513,0.468,-0.033,0.471,0.489
label295,0.526,0.524,0.571,0.481,0.547,0.052,0.526,0.517
label296,0.497,0.496,0.455,0.539,0.475,-0.007,0.486,0.483
label297,0.513,0.516,0.409,0.617,0.457,0.027,0.538,0.536
label298,0.477,0.482,0.617,0.338,0.541,-0.047,0.437,0.449
label299,0.438,0.444,0.487,0.39,0.464,-0.124,0.417,0.443
label300,0.477,0.482,0.597,0.357,0.533,-0.047,0.464,0.487
label301,0.468,0.463,0.409,0.526,0.434,-0.065,0.491,0.51
label302,0.432,0.451,0.623,0.24,0.523,-0.148,0.359,0.396
label303,0.481,0.481,0.494,0.468,0.487,-0.039,0.452,0.46
label304,0.516,0.513,0.623,0.409,0.563,0.033,0.483,0.479
label305,0.484,0.485,0.513,0.455,0.498,-0.033,0.5,0.508
label306,0.503,0.503,0.539,0.468,0.52,0.007,0.506,0.495
label307,0.497,0.497,0.617,0.377,0.551,-0.007,0.493,0.478
label308,0.429,0.418,0.364,0.494,0.389,-0.144,0.414,0.439
label309,0.516,0.513,0.63,0.403,0.566,0.033,0.53,0.507
label310,0.565,0.591,0.422,0.708,0.492,0.136,0.572,0.56
label311,0.484,0.484,0.5,0.468,0.492,-0.032,0.48,0.469
label312,0.455,0.469,0.682,0.227,0.556,-0.102,0.454,0.468
label313,0.484,0.485,0.519,0.448,0.502,-0.033,0.482,0.51
label314,0.571,0.573,0.558,0.584,0.566,0.143,0.576,0.552
label315,0.529,0.529,0.539,0.519,0.534,0.058,0.542,0.539
label316,0.481,0.473,0.344,0.617,0.398,-0.04,0.443,0.488
label317,0.494,0.492,0.422,0.565,0.455,-0.013,0.48,0.497
label318,0.519,0.516,0.63,0.409,0.567,0.04,0.498,0.498
label319,0.536,0.534,0.565,0.506,0.549,0.072,0.545,0.526
label320,0.435,0.415,0.318,0.552,0.36,-0.134,0.409,0.472
label321,0.481,0.483,0.558,0.403,0.518,-0.039,0.501,0.497
label322,0.432,0.447,0.578,0.286,0.504,-0.143,0.392,0.425
label323,0.539,0.533,0.623,0.455,0.575,0.079,0.533,0.538
label324,0.513,0.516,0.422,0.604,0.464,0.026,0.502,0.536
label325,0.474,0.477,0.545,0.403,0.509,-0.052,0.471,0.497
label326,0.471,0.476,0.578,0.364,0.522,-0.06,0.472,0.49
label327,0.513,0.513,0.5,0.526,0.507,0.026,0.503,0.519
label328,0.506,0.506,0.584,0.429,0.542,0.013,0.507,0.488
label329,0.5,0.5,0.578,0.422,0.536,0,0.491,0.47
label330,0.519,0.528,0.37,0.669,0.435,0.041,0.454,0.494
label331,0.422,0.421,0.416,0.429,0.418,-0.156,0.413,0.432
label332,0.393,0.405,0.455,0.331,0.428,-0.216,0.389,0.454
label333,0.474,0.476,0.513,0.435,0.494,-0.052,0.468,0.467
label334,0.471,0.472,0.5,0.442,0.486,-0.059,0.477,0.49
label335,0.526,0.52,0.675,0.377,0.588,0.054,0.536,0.537
label336,0.445,0.459,0.61,0.279,0.524,-0.117,0.422,0.436
label337,0.545,0.54,0.61,0.481,0.573,0.092,0.55,0.517
label338,0.471,0.478,0.623,0.318,0.541,-0.061,0.455,0.464
label339,0.487,0.49,0.649,0.325,0.559,-0.027,0.432,0.434
label340,0.468,0.464,0.422,0.513,0.442,-0.065,0.466,0.468
label341,0.422,0.438,0.545,0.299,0.486,-0.161,0.407,0.44
label342,0.464,0.457,0.377,0.552,0.413,-0.073,0.462,0.5
label343,0.455,0.452,0.429,0.481,0.44,-0.091,0.455,0.467
label344,0.481,0.48,0.461,0.5,0.47,-0.039,0.47,0.484
label345,0.542,0.539,0.578,0.506,0.558,0.085,0.558,0.535
label346,0.494,0.493,0.481,0.506,0.487,-0.013,0.498,0.473
label347,0.435,0.45,0.584,0.286,0.508,-0.136,0.356,0.398
label348,0.425,0.434,0.494,0.357,0.462,-0.151,0.383,0.413
label349,0.513,0.514,0.481,0.545,0.497,0.026,0.483,0.493
label350,0.409,0.412,0.429,0.39,0.42,-0.182,0.367,0.412
label351,0.451,0.465,0.643,0.26,0.54,-0.105,0.449,0.454
label352,0.519,0.52,0.513,0.526,0.516,0.039,0.5,0.493
label353,0.532,0.532,0.539,0.526,0.535,0.065,0.545,0.532
label354,0.474,0.474,0.474,0.474,0.474,-0.052,0.424,0.446
label355,0.497,0.497,0.636,0.357,0.558,-0.007,0.464,0.467
label356,0.578,0.567,0.662,0.494,0.611,0.158,0.565,0.526
label357,0.513,0.512,0.558,0.468,0.534,0.026,0.511,0.487
label358,0.523,0.53,0.396,0.649,0.454,0.047,0.492,0.507
label359,0.477,0.481,0.565,0.39,0.519,-0.046,0.457,0.466
label360,0.471,0.478,0.636,0.305,0.546,-0.062,0.458,0.478
label361,0.455,0.463,0.565,0.344,0.509,-0.093,0.416,0.44
label362,0.367,0.371,0.383,0.351,0.377,-0.266,0.356,0.429
label363,0.305,0.227,0.162,0.448,0.189,-0.407,0.24,0.355
label364,0.494,0.492,0.377,0.61,0.426,-0.013,0.479,0.523
label365,0.37,0.373,0.383,0.357,0.378,-0.26,0.337,0.399
label366,0.474,0.476,0.519,0.429,0.497,-0.052,0.482,0.476
label367,0.468,0.473,0.571,0.364,0.518,-0.066,0.428,0.445
label368,0.588,0.586,0.597,0.578,0.592,0.175,0.586,0.573
label369,0.477,0.479,0.519,0.435,0.498,-0.046,0.477,0.488
label370,0.471,0.455,0.299,0.643,0.361,-0.062,0.442,0.49
label371,0.481,0.484,0.578,0.383,0.527,-0.04,0.476,0.481
label372,0.503,0.503,0.584,0.422,0.541,0.007,0.511,0.523
label373,0.529,0.523,0.662,0.396,0.585,0.061,0.44,0.435
label374,0.506,0.506,0.526,0.487,0.516,0.013,0.493,0.499
label375,0.474,0.476,0.519,0.429,0.497,-0.052,0.461,0.456
label376,0.497,0.497,0.474,0.519,0.485,-0.007,0.501,0.486
label377,0.448,0.457,0.552,0.344,0.5,-0.106,0.415,0.432
label378,0.523,0.522,0.532,0.513,0.527,0.045,0.525,0.532
label379,0.516,0.524,0.357,0.675,0.425,0.034,0.549,0.56
label380,0.432,0.441,0.506,0.357,0.471,-0.138,0.382,0.417
label381,0.497,0.496,0.403,0.591,0.444,-0.007,0.486,0.502
label382,0.435,0.451,0.604,0.266,0.517,-0.138,0.409,0.451
label383,0.575,0.589,0.494,0.656,0.537,0.151,0.558,0.577
label384,0.448,0.453,0.5,0.396,0.475,-0.104,0.411,0.434
label385,0.526,0.525,0.552,0.5,0.538,0.052,0.525,0.519
label386,0.542,0.54,0.565,0.519,0.552,0.085,0.502,0.483
label387,0.519,0.516,0.643,0.396,0.572,0.04,0.521,0.503
label388,0.513,0.516,0.429,0.597,0.468,0.026,0.489,0.522
label389,0.555,0.549,0.617,0.494,0.581,0.111,0.548,0.531
label390,0.532,0.529,0.591,0.474,0.558,0.065,0.51,0.496
label391,0.513,0.513,0.506,0.519,0.51,0.026,0.496,0.496
label392,0.494,0.491,0.37,0.617,0.422,-0.013,0.475,0.503
label393,0.477,0.472,0.39,0.565,0.427,-0.046,0.487,0.523
label394,0.51,0.507,0.682,0.338,0.582,0.021,0.48,0.46
label395,0.445,0.419,0.286,0.604,0.34,-0.116,0.393,0.436
label396,0.503,0.504,0.429,0.578,0.463,0.007,0.522,0.529
label397,0.386,0.383,0.37,0.403,0.376,-0.227,0.397,0.459
label398,0.451,0.456,0.5,0.403,0.477,-0.098,0.441,0.447
label399,0.461,0.457,0.416,0.506,0.435,-0.078,0.459,0.478
label400,0.474,0.451,0.24,0.708,0.314,-0.059,0.464,0.528
label401,0.516,0.512,0.721,0.312,0.598,0.036,0.502,0.489
label402,0.383,0.37,0.331,0.435,0.349,-0.235,0.376,0.411
label403,0.529,0.527,0.565,0.494,0.545,0.059,0.523,0.524
label404,0.422,0.433,0.506,0.338,0.467,-0.158,0.404,0.442
label405,0.552,0.539,0.714,0.39,0.615,0.11,0.555,0.538
label406,0.497,0.497,0.506,0.487,0.502,-0.006,0.487,0.501
label407,0.481,0.479,0.448,0.513,0.463,-0.039,0.455,0.465
label408,0.455,0.445,0.37,0.539,0.404,-0.092,0.45,0.48
label409,0.471,0.47,0.455,0.487,0.462,-0.058,0.445,0.463
label410,0.494,0.492,0.396,0.591,0.439,-0.013,0.439,0.487
label411,0.532,0.545,0.39,0.675,0.455,0.068,0.583,0.6
label412,0.526,0.529,0.468,0.584,0.497,0.052,0.502,0.524
label413,0.419,0.42,0.429,0.409,0.424,-0.162,0.367,0.407
label414,0.49,0.492,0.584,0.396,0.534,-0.02,0.535,0.556
label415,0.442,0.454,0.578,0.305,0.509,-0.121,0.423,0.455
label416,0.451,0.466,0.675,0.227,0.552,-0.109,0.371,0.406
label417,0.545,0.552,0.481,0.61,0.514,0.092,0.528,0.542
label418,0.519,0.516,0.636,0.403,0.57,0.04,0.502,0.491
label419,0.406,0.404,0.396,0.416,0.4,-0.188,0.385,0.415
label420,0.552,0.559,0.494,0.61,0.524,0.105,0.542,0.521
label421,0.432,0.417,0.344,0.519,0.377,-0.139,0.375,0.43
label422,0.49,0.49,0.5,0.481,0.495,-0.019,0.481,0.487
label423,0.481,0.468,0.286,0.675,0.355,-0.042,0.459,0.492
label424,0.536,0.527,0.688,0.383,0.597,0.075,0.553,0.543
label425,0.445,0.454,0.545,0.344,0.496,-0.113,0.443,0.464
label426,0.516,0.514,0.604,0.429,0.555,0.033,0.482,0.488
label427,0.461,0.453,0.377,0.545,0.411,-0.079,0.434,0.444
label428,0.474,0.467,0.364,0.584,0.409,-0.053,0.436,0.474
label429,0.497,0.498,0.656,0.338,0.566,-0.007,0.474,0.482
label430,0.555,0.545,0.662,0.448,0.598,0.113,0.581,0.6
label431,0.494,0.495,0.604,0.383,0.544,-0.013,0.458,0.464
label432,0.438,0.437,0.429,0.448,0.433,-0.123,0.401,0.433
label433,0.471,0.471,0.474,0.468,0.472,-0.058,0.479,0.47
label434,0.403,0.396,0.37,0.435,0.383,-0.195,0.391,0.456
label435,0.429,0.436,0.487,0.37,0.46,-0.144,0.389,0.427
label436,0.532,0.536,0.481,0.584,0.507,0.065,0.524,0.525
label437,0.438,0.434,0.409,0.468,0.421,-0.124,0.417,0.455
label438,0.588,0.597,0.539,0.636,0.567,0.176,0.545,0.518
label439,0.497,0.496,0.409,0.584,0.448,-0.007,0.5,0.513
label440,0.481,0.481,0.481,0.481,0.481,-0.039,0.484,0.511
label441,0.523,0.519,0.63,0.416,0.569,0.047,0.526,0.552
label442,0.419,0.419,0.422,0.416,0.421,-0.162,0.406,0.449
label443,0.484,0.486,0.578,0.39,0.528,-0.033,0.515,0.536
label444,0.464,0.465,0.468,0.461,0.466,-0.071,0.459,0.473
label445,0.516,0.52,0.429,0.604,0.47,0.033,0.529,0.557
label446,0.494,0.493,0.455,0.532,0.473,-0.013,0.453,0.478
label447,0.442,0.457,0.617,0.266,0.525,-0.125,0.428,0.456
label448,0.435,0.44,0.474,0.396,0.456,-0.13,0.415,0.441
label449,0.464,0.457,0.383,0.545,0.417,-0.072,0.47,0.503
label450,0.451,0.444,0.39,0.513,0.415,-0.098,0.478,0.462
label451,0.471,0.472,0.494,0.448,0.483,-0.059,0.463,0.46
label452,0.481,0.481,0.5,0.461,0.49,-0.039,0.477,0.47
label453,0.464,0.455,0.364,0.565,0.404,-0.073,0.474,0.488
label454,0.487,0.488,0.545,0.429,0.515,-0.026,0.49,0.496
label455,0.487,0.49,0.617,0.357,0.546,-0.027,0.508,0.519
label456,0.412,0.415,0.429,0.396,0.422,-0.175,0.367,0.424
label457,0.51,0.508,0.636,0.383,0.565,0.02,0.453,0.453
label458,0.487,0.48,0.312,0.662,0.378,-0.028,0.478,0.505
label459,0.487,0.486,0.455,0.519,0.47,-0.026,0.46,0.474
label460,0.442,0.442,0.442,0.442,0.442,-0.117,0.389,0.425
label461,0.448,0.411,0.24,0.656,0.303,-0.114,0.429,0.46
label462,0.383,0.352,0.279,0.487,0.312,-0.239,0.304,0.395
label463,0.477,0.473,0.396,0.558,0.431,-0.046,0.476,0.493
label464,0.474,0.483,0.74,0.208,0.585,-0.061,0.462,0.458
label465,0.39,0.373,0.325,0.455,0.347,-0.223,0.356,0.424
label466,0.51,0.509,0.552,0.468,0.53,0.02,0.482,0.472
label467,0.523,0.524,0.487,0.558,0.505,0.046,0.524,0.542
label468,0.464,0.473,0.617,0.312,0.535,-0.075,0.427,0.45
label469,0.364,0.354,0.331,0.396,0.342,-0.273,0.309,0.379
label470,0.516,0.519,0.435,0.597,0.473,0.033,0.486,0.503
label471,0.545,0.552,0.481,0.61,0.514,0.092,0.544,0.556
label472,0.506,0.51,0.344,0.669,0.411,0.014,0.515,0.51
label473,0.435,0.438,0.455,0.416,0.446,-0.13,0.457,0.469
label474,0.458,0.458,0.461,0.455,0.46,-0.084,0.462,0.493
label475,0.49,0.488,0.396,0.584,0.437,-0.02,0.482,0.518
label476,0.412,0.428,0.519,0.305,0.469,-0.179,0.364,0.403
label477,0.435,0.429,0.39,0.481,0.408,-0.13,0.41,0.45
label478,0.429,0.433,0.461,0.396,0.447,-0.143,0.477,0.507
label479,0.5,0.5,0.747,0.253,0.599,0,0.436,0.464
label480,0.51,0.509,0.578,0.442,0.541,0.02,0.513,0.531
label481,0.526,0.529,0.468,0.584,0.497,0.052,0.543,0.541
label482,0.468,0.463,0.409,0.526,0.434,-0.065,0.471,0.47
label483,0.578,0.574,0.604,0.552,0.589,0.156,0.585,0.548
label484,0.435,0.425,0.37,0.5,0.396,-0.131,0.407,0.447
label485,0.458,0.454,0.416,0.5,0.434,-0.085,0.462,0.474
label486,0.529,0.529,0.539,0.519,0.534,0.058,0.526,0.521
label487,0.429,0.429,0.435,0.422,0.432,-0.143,0.386,0.443
label488,0.5,0.5,0.643,0.357,0.563,0,0.469,0.462
label489,0.5,0.5,0.513,0.487,0.506,0,0.497,0.49
label490,0.51,0.51,0.513,0.506,0.511,0.019,0.478,0.478
label491,0.494,0.495,0.617,0.37,0.549,-0.013,0.465,0.455
label492,0.494,0.494,0.513,0.474,0.503,-0.013,0.481,0.489
label493,0.425,0.416,0.37,0.481,0.392,-0.15,0.363,0.433
label494,0.39,0.415,0.539,0.24,0.469,-0.231,0.325,0.397
label495,0.555,0.545,0.662,0.448,0.598,0.113,0.524,0.503
label496,0.49,0.491,0.558,0.422,0.523,-0.02,0.443,0.451
label497,0.445,0.441,0.416,0.474,0.428,-0.111,0.453,0.496
label498,0.393,0.354,0.26,0.526,0.3,-0.222,0.369,0.409
label499,0.5,0.5,0.468,0.532,0.483,0,0.515,0.525
label500,0.461,0.452,0.37,0.552,0.407,-0.079,0.436,0.505
label501,0.523,0.522,0.532,0.513,0.527,0.045,0.533,0.531
label502,0.468,0.47,0.5,0.435,0.484,-0.065,0.432,0.462
label503,0.506,0.505,0.604,0.409,0.55,0.013,0.534,0.529
label504,0.519,0.514,0.701,0.338,0.593,0.042,0.447,0.438
label505,0.575,0.572,0.591,0.558,0.581,0.149,0.548,0.52
label506,0.477,0.478,0.487,0.468,0.482,-0.045,0.497,0.507
label507,0.422,0.417,0.39,0.455,0.403,-0.156,0.39,0.432
label508,0.539,0.548,0.448,0.63,0.493,0.079,0.531,0.535
label509,0.412,0.431,0.552,0.273,0.484,-0.183,0.405,0.433
label510,0.503,0.503,0.643,0.364,0.564,0.007,0.554,0.535
label511,0.474,0.475,0.5,0.448,0.487,-0.052,0.468,0.494
label512,0.429,0.434,0.468,0.39,0.45,-0.143,0.391,0.419
label513,0.477,0.479,0.519,0.435,0.498,-0.046,0.447,0.446
label514,0.545,0.539,0.623,0.468,0.578,0.092,0.558,0.573
label515,0.471,0.466,0.403,0.539,0.432,-0.059,0.474,0.483
label516,0.529,0.525,0.623,0.435,0.57,0.06,0.554,0.538
label517,0.519,0.517,0.591,0.448,0.552,0.039,0.497,0.521
label518,0.552,0.553,0.545,0.558,0.549,0.104,0.555,0.563
label519,0.464,0.463,0.442,0.487,0.452,-0.072,0.459,0.462
label520,0.484,0.488,0.669,0.299,0.564,-0.035,0.469,0.463
label521,0.464,0.466,0.487,0.442,0.476,-0.072,0.436,0.446
label522,0.494,0.495,0.604,0.383,0.544,-0.013,0.474,0.471
label523,0.49,0.491,0.513,0.468,0.502,-0.02,0.477,0.479
label524,0.51,0.509,0.526,0.494,0.518,0.019,0.497,0.495
label525,0.49,0.489,0.448,0.532,0.468,-0.02,0.474,0.469
label526,0.536,0.552,0.377,0.695,0.448,0.075,0.549,0.558
label527,0.429,0.441,0.532,0.325,0.482,-0.146,0.411,0.43
label528,0.539,0.541,0.519,0.558,0.53,0.078,0.537,0.534
label529,0.455,0.46,0.519,0.39,0.488,-0.092,0.451,0.474
label530,0.445,0.412,0.26,0.63,0.319,-0.119,0.433,0.443
label531,0.5,0.5,0.656,0.344,0.567,0,0.489,0.472
label532,0.497,0.495,0.318,0.675,0.387,-0.007,0.468,0.473
label533,0.406,0.414,0.455,0.357,0.433,-0.189,0.383,0.425
label534,0.464,0.473,0.617,0.312,0.535,-0.075,0.482,0.492
label535,0.464,0.463,0.448,0.481,0.455,-0.071,0.452,0.461
label536,0.458,0.45,0.383,0.532,0.414,-0.085,0.478,0.483
label537,0.51,0.509,0.545,0.474,0.527,0.02,0.506,0.497
label538,0.513,0.51,0.649,0.377,0.571,0.027,0.499,0.482
label539,0.396,0.418,0.526,0.266,0.466,-0.215,0.401,0.448
label540,0.513,0.514,0.461,0.565,0.486,0.026,0.487,0.478
label541,0.555,0.559,0.526,0.584,0.542,0.111,0.559,0.559
label542,0.468,0.468,0.468,0.468,0.468,-0.065,0.429,0.436
label543,0.519,0.528,0.364,0.675,0.431,0.041,0.53,0.551
label544,0.581,0.587,0.545,0.617,0.566,0.163,0.572,0.536
label545,0.458,0.461,0.494,0.422,0.476,-0.085,0.449,0.474
label546,0.399,0.405,0.429,0.37,0.416,-0.202,0.371,0.417
label547,0.461,0.471,0.623,0.299,0.536,-0.082,0.441,0.447
label548,0.435,0.439,0.468,0.403,0.453,-0.13,0.411,0.434
label549,0.464,0.472,0.597,0.331,0.527,-0.074,0.454,0.46
label550,0.526,0.531,0.448,0.604,0.486,0.053,0.515,0.518
label551,0.468,0.466,0.448,0.487,0.457,-0.065,0.47,0.499
label552,0.396,0.39,0.37,0.422,0.38,-0.208,0.429,0.456
label553,0.451,0.451,0.448,0.455,0.45,-0.097,0.444,0.488
label554,0.519,0.516,0.63,0.409,0.567,0.04,0.485,0.474
label555,0.406,0.418,0.481,0.331,0.447,-0.19,0.403,0.461
label556,0.523,0.521,0.552,0.494,0.536,0.046,0.538,0.519
label557,0.532,0.533,0.519,0.545,0.526,0.065,0.493,0.498
label558,0.539,0.536,0.578,0.5,0.556,0.078,0.558,0.546
label559,0.468,0.464,0.422,0.513,0.442,-0.065,0.445,0.496
label560,0.519,0.518,0.552,0.487,0.535,0.039,0.545,0.548
label561,0.416,0.432,0.539,0.292,0.48,-0.174,0.366,0.411
label562,0.542,0.536,0.63,0.455,0.579,0.086,0.519,0.498
label563,0.565,0.562,0.591,0.539,0.576,0.13,0.532,0.537
label564,0.445,0.421,0.292,0.597,0.345,-0.116,0.428,0.46
label565,0.451,0.452,0.461,0.442,0.457,-0.097,0.451,0.512
label566,0.503,0.504,0.396,0.61,0.444,0.007,0.49,0.495
label567,0.494,0.491,0.37,0.617,0.422,-0.013,0.499,0.51
label568,0.519,0.523,0.442,0.597,0.479,0.039,0.514,0.509
label569,0.578,0.572,0.617,0.539,0.594,0.156,0.552,0.549
label570,0.542,0.554,0.435,0.649,0.487,0.086,0.563,0.544
label571,0.442,0.434,0.383,0.5,0.407,-0.118,0.425,0.451
label572,0.542,0.54,0.571,0.513,0.555,0.085,0.517,0.496
label573,0.497,0.498,0.682,0.312,0.575,-0.007,0.487,0.486
label574,0.435,0.432,0.416,0.455,0.424,-0.13,0.436,0.457
label575,0.448,0.442,0.396,0.5,0.418,-0.104,0.425,0.46
label576,0.575,0.583,0.526,0.623,0.553,0.15,0.585,0.555
label577,0.474,0.474,0.474,0.474,0.474,-0.052,0.474,0.51
label578,0.468,0.464,0.416,0.519,0.438,-0.065,0.442,0.472
label579,0.494,0.493,0.461,0.526,0.477,-0.013,0.491,0.502
label580,0.468,0.467,0.455,0.481,0.461,-0.065,0.488,0.497
label581,0.503,0.503,0.63,0.377,0.559,0.007,0.505,0.512
label582,0.451,0.443,0.377,0.526,0.407,-0.099,0.433,0.465
label583,0.542,0.541,0.558,0.526,0.55,0.084,0.552,0.544
label584,0.458,0.459,0.468,0.448,0.463,-0.084,0.445,0.467
label585,0.49,0.488,0.409,0.571,0.445,-0.02,0.465,0.469
label586,0.481,0.476,0.383,0.578,0.424,-0.04,0.512,0.532
label587,0.406,0.388,0.325,0.487,0.353,-0.191,0.348,0.417
label588,0.506,0.506,0.539,0.474,0.522,0.013,0.487,0.477
label589,0.419,0.397,0.312,0.526,0.349,-0.166,0.409,0.45
label590,0.412,0.423,0.481,0.344,0.45,-0.177,0.391,0.416
label591,0.422,0.395,0.292,0.552,0.336,-0.161,0.378,0.431
label592,0.396,0.367,0.286,0.506,0.321,-0.213,0.369,0.414
label593,0.458,0.441,0.318,0.597,0.37,-0.088,0.441,0.497
label594,0.484,0.484,0.481,0.487,0.482,-0.032,0.425,0.45
label595,0.412,0.397,0.338,0.487,0.365,-0.177,0.414,0.446
label596,0.455,0.452,0.429,0.481,0.44,-0.091,0.441,0.47
label597,0.497,0.496,0.442,0.552,0.467,-0.007,0.482,0.508
label598,0.506,0.505,0.636,0.377,0.563,0.013,0.485,0.47
label599,0.49,0.492,0.597,0.383,0.54,-0.02,0.444,0.438
label600,0.519,0.518,0.571,0.468,0.543,0.039,0.539,0.528
label601,0.5,0.5,0.584,0.416,0.539,0,0.483,0.474
label602,0.403,0.419,0.506,0.299,0.459,-0.199,0.355,0.401
label603,0.545,0.542,0.584,0.506,0.562,0.091,0.58,0.567
label604,0.477,0.473,0.403,0.552,0.435,-0.046,0.454,0.469
label605,0.549,0.548,0.552,0.545,0.55,0.097,0.524,0.496
label606,0.542,0.542,0.545,0.539,0.544,0.084,0.559,0.53
label607,0.536,0.544,0.442,0.63,0.487,0.073,0.495,0.493
label608,0.471,0.471,0.481,0.461,0.476,-0.058,0.48,0.485
label609,0.474,0.477,0.539,0.409,0.506,-0.052,0.498,0.515
label610,0.474,0.476,0.519,0.429,0.497,-0.052,0.453,0.467
label611,0.539,0.559,0.37,0.708,0.445,0.083,0.501,0.559
label612,0.51,0.508,0.643,0.377,0.567,0.02,0.525,0.519
label613,0.506,0.505,0.649,0.364,0.568,0.014,0.453,0.445
label614,0.484,0.481,0.403,0.565,0.438,-0.033,0.501,0.488
label615,0.494,0.494,0.578,0.409,0.533,-0.013,0.468,0.47
label616,0.542,0.534,0.656,0.429,0.589,0.087,0.516,0.484
label617,0.468,0.465,0.435,0.5,0.45,-0.065,0.42,0.454
label618,0.519,0.521,0.487,0.552,0.503,0.039,0.535,0.53
label619,0.416,0.438,0.597,0.234,0.505,-0.181,0.383,0.446
label620,0.409,0.37,0.26,0.558,0.305,-0.191,0.391,0.447
label621,0.445,0.447,0.468,0.422,0.457,-0.111,0.432,0.475
