label,accuracy,precision,sensitivity,specificity,F1_score,MCC,AUROC,AUPR
label934,0.487,0.488,0.545,0.429,0.515,-0.026,0.467,0.497
label935,0.451,0.449,0.429,0.474,0.439,-0.098,0.462,0.505
label936,0.539,0.538,0.558,0.519,0.548,0.078,0.541,0.599
label937,0.51,0.51,0.5,0.519,0.505,0.019,0.501,0.582
label938,0.487,0.487,0.474,0.5,0.48,-0.026,0.482,0.543
label939,0.464,0.465,0.481,0.448,0.473,-0.071,0.474,0.506
label940,0.477,0.479,0.506,0.448,0.492,-0.046,0.521,0.565
label941,0.484,0.484,0.494,0.474,0.489,-0.032,0.505,0.569
label942,0.484,0.484,0.487,0.481,0.485,-0.032,0.461,0.509
label943,0.545,0.544,0.565,0.526,0.554,0.091,0.566,0.593
label944,0.497,0.497,0.5,0.494,0.498,-0.006,0.532,0.569
label945,0.422,0.415,0.383,0.461,0.399,-0.156,0.39,0.433
label946,0.487,0.486,0.468,0.506,0.477,-0.026,0.448,0.527
label947,0.49,0.491,0.513,0.468,0.502,-0.02,0.475,0.559
label948,0.51,0.51,0.506,0.513,0.508,0.019,0.512,0.592
label949,0.516,0.516,0.519,0.513,0.518,0.032,0.548,0.622
label950,0.49,0.491,0.532,0.448,0.511,-0.02,0.471,0.49
label951,0.539,0.539,0.539,0.539,0.539,0.078,0.538,0.607
label952,0.438,0.435,0.416,0.461,0.425,-0.124,0.423,0.476
label953,0.581,0.579,0.597,0.565,0.588,0.162,0.62,0.682
label954,0.51,0.509,0.552,0.468,0.53,0.02,0.524,0.579
label955,0.438,0.44,0.455,0.422,0.447,-0.123,0.414,0.449
label956,0.477,0.476,0.448,0.506,0.462,-0.046,0.489,0.492
label957,0.5,0.5,0.513,0.487,0.506,0,0.518,0.566
label958,0.545,0.542,0.584,0.506,0.562,0.091,0.573,0.636
label959,0.455,0.455,0.461,0.448,0.458,-0.091,0.428,0.51
label960,0.471,0.472,0.5,0.442,0.486,-0.059,0.46,0.527
label961,0.536,0.536,0.526,0.545,0.531,0.071,0.558,0.622
label962,0.51,0.509,0.558,0.461,0.533,0.02,0.505,0.565
label963,0.513,0.513,0.519,0.506,0.516,0.026,0.493,0.548
label964,0.497,0.497,0.5,0.494,0.498,-0.006,0.499,0.572
label965,0.471,0.471,0.474,0.468,0.472,-0.058,0.458,0.523
label966,0.464,0.465,0.468,0.461,0.466,-0.071,0.439,0.528
label967,0.516,0.517,0.494,0.539,0.505,0.033,0.524,0.542
label968,0.455,0.456,0.468,0.442,0.462,-0.091,0.456,0.492
label969,0.455,0.451,0.422,0.487,0.436,-0.091,0.431,0.517
label970,0.497,0.497,0.5,0.494,0.498,-0.006,0.489,0.567
label971,0.51,0.509,0.545,0.474,0.527,0.02,0.49,0.57
label972,0.484,0.483,0.468,0.5,0.475,-0.032,0.49,0.58
label973,0.484,0.485,0.526,0.442,0.505,-0.033,0.468,0.537
label974,0.523,0.524,0.487,0.558,0.505,0.046,0.499,0.564
label975,0.555,0.553,0.571,0.539,0.562,0.11,0.565,0.626
label976,0.487,0.487,0.5,0.474,0.494,-0.026,0.517,0.564
label977,0.51,0.51,0.474,0.545,0.492,0.02,0.474,0.522
label978,0.474,0.476,0.506,0.442,0.491,-0.052,0.458,0.52
label979,0.526,0.524,0.558,0.494,0.541,0.052,0.53,0.586
label980,0.536,0.537,0.519,0.552,0.528,0.071,0.535,0.574
label981,0.513,0.513,0.519,0.506,0.516,0.026,0.512,0.567
label982,0.497,0.497,0.5,0.494,0.498,-0.006,0.471,0.489
label983,0.425,0.426,0.429,0.422,0.427,-0.149,0.411,0.48
label984,0.519,0.52,0.513,0.526,0.516,0.039,0.515,0.54
label985,0.523,0.522,0.539,0.506,0.53,0.045,0.514,0.545
label986,0.477,0.478,0.487,0.468,0.482,-0.045,0.458,0.499
label987,0.464,0.466,0.487,0.442,0.476,-0.072,0.477,0.561
label988,0.503,0.503,0.474,0.532,0.488,0.007,0.514,0.52
label989,0.552,0.555,0.526,0.578,0.54,0.104,0.572,0.616
label990,0.487,0.487,0.487,0.487,0.487,-0.026,0.491,0.506
label991,0.487,0.488,0.506,0.468,0.497,-0.026,0.455,0.475
label992,0.425,0.422,0.403,0.448,0.412,-0.15,0.408,0.479
label993,0.542,0.541,0.558,0.526,0.55,0.084,0.532,0.597
label994,0.442,0.436,0.396,0.487,0.415,-0.117,0.406,0.458
label995,0.575,0.577,0.558,0.591,0.568,0.149,0.583,0.644
label996,0.425,0.418,0.383,0.468,0.4,-0.15,0.414,0.481
label997,0.49,0.49,0.468,0.513,0.478,-0.02,0.469,0.49
label998,0.464,0.464,0.461,0.468,0.463,-0.071,0.443,0.495
label999,0.523,0.521,0.552,0.494,0.536,0.046,0.51,0.605
