label,accuracy,precision,sensitivity,specificity,F1_score,MCC,AUROC,AUPR
label143,0.519,0.516,0.61,0.429,0.56,0.04,0.514,0.504
label144,0.494,0.493,0.442,0.545,0.466,-0.013,0.464,0.488
label145,0.536,0.533,0.578,0.494,0.555,0.072,0.542,0.526
label146,0.497,0.496,0.39,0.604,0.436,-0.007,0.465,0.533
label147,0.396,0.392,0.377,0.416,0.384,-0.208,0.37,0.433
label148,0.484,0.485,0.519,0.448,0.502,-0.033,0.473,0.482
label149,0.523,0.523,0.526,0.519,0.524,0.045,0.526,0.505
label150,0.542,0.536,0.63,0.455,0.579,0.086,0.553,0.546
label151,0.438,0.435,0.416,0.461,0.425,-0.124,0.423,0.445
label152,0.464,0.46,0.409,0.519,0.433,-0.072,0.454,0.499
label153,0.516,0.517,0.506,0.526,0.511,0.032,0.505,0.533
label154,0.497,0.497,0.565,0.429,0.529,-0.007,0.525,0.533
label155,0.526,0.527,0.513,0.539,0.52,0.052,0.52,0.549
label156,0.487,0.487,0.487,0.487,0.487,-0.026,0.48,0.516
label157,0.468,0.472,0.539,0.396,0.503,-0.066,0.431,0.45
label158,0.403,0.41,0.442,0.364,0.425,-0.195,0.392,0.42
label159,0.468,0.468,0.481,0.455,0.474,-0.065,0.449,0.485
label160,0.529,0.538,0.409,0.649,0.465,0.06,0.541,0.535
label161,0.503,0.503,0.545,0.461,0.523,0.007,0.51,0.512
label162,0.477,0.474,0.422,0.532,0.447,-0.046,0.493,0.519
label163,0.487,0.488,0.539,0.435,0.512,-0.026,0.484,0.494
label164,0.481,0.48,0.468,0.494,0.474,-0.039,0.453,0.448
label165,0.503,0.503,0.506,0.5,0.505,0.006,0.479,0.469
label166,0.506,0.507,0.481,0.532,0.493,0.013,0.5,0.526
label167,0.497,0.497,0.474,0.519,0.485,-0.007,0.496,0.483
label168,0.49,0.49,0.468,0.513,0.478,-0.02,0.519,0.512
label169,0.5,0.5,0.442,0.558,0.469,0,0.497,0.496
label170,0.461,0.466,0.539,0.383,0.5,-0.079,0.439,0.452
label171,0.51,0.51,0.5,0.519,0.505,0.019,0.53,0.508
label172,0.468,0.466,0.448,0.487,0.457,-0.065,0.448,0.471
label173,0.455,0.453,0.442,0.468,0.447,-0.091,0.444,0.457
label174,0.562,0.554,0.63,0.494,0.59,0.125,0.558,0.516
label175,0.565,0.564,0.571,0.558,0.568,0.13,0.545,0.515
label176,0.464,0.468,0.519,0.409,0.492,-0.072,0.435,0.453
label177,0.526,0.525,0.552,0.5,0.538,0.052,0.495,0.48
label178,0.484,0.481,0.416,0.552,0.446,-0.033,0.501,0.512
label179,0.5,0.5,0.429,0.571,0.462,0,0.497,0.475
label180,0.464,0.461,0.422,0.506,0.441,-0.072,0.462,0.499
label181,0.5,0.5,0.383,0.617,0.434,0,0.494,0.508
label182,0.464,0.467,0.5,0.429,0.483,-0.072,0.47,0.5
label183,0.484,0.483,0.448,0.519,0.465,-0.033,0.476,0.489
label184,0.455,0.451,0.416,0.494,0.432,-0.091,0.44,0.473
label185,0.438,0.445,0.5,0.377,0.471,-0.124,0.403,0.433
label186,0.442,0.44,0.429,0.455,0.434,-0.117,0.435,0.464
label187,0.432,0.442,0.519,0.344,0.478,-0.139,0.385,0.425
label188,0.513,0.513,0.519,0.506,0.516,0.026,0.483,0.482
label189,0.529,0.53,0.513,0.545,0.521,0.058,0.53,0.505
label190,0.477,0.479,0.513,0.442,0.495,-0.046,0.484,0.49
label191,0.487,0.489,0.584,0.39,0.533,-0.026,0.496,0.483
label192,0.438,0.444,0.487,0.39,0.464,-0.124,0.439,0.493
label193,0.484,0.483,0.474,0.494,0.479,-0.032,0.482,0.493
label194,0.516,0.517,0.481,0.552,0.498,0.033,0.506,0.56
label195,0.471,0.466,0.396,0.545,0.428,-0.059,0.446,0.488
label196,0.503,0.504,0.455,0.552,0.478,0.007,0.523,0.507
label197,0.455,0.444,0.364,0.545,0.4,-0.092,0.419,0.453
label198,0.425,0.429,0.455,0.396,0.442,-0.15,0.433,0.444
label199,0.487,0.489,0.552,0.422,0.518,-0.026,0.477,0.462
label200,0.487,0.487,0.487,0.487,0.487,-0.026,0.515,0.531
label201,0.529,0.526,0.597,0.461,0.559,0.059,0.494,0.494
label202,0.451,0.447,0.409,0.494,0.427,-0.098,0.446,0.453
label203,0.484,0.482,0.435,0.532,0.457,-0.033,0.494,0.515
label204,0.494,0.493,0.442,0.545,0.466,-0.013,0.504,0.501
label205,0.506,0.508,0.422,0.591,0.461,0.013,0.485,0.48
label206,0.49,0.49,0.487,0.494,0.489,-0.019,0.476,0.479
label207,0.425,0.429,0.448,0.403,0.438,-0.15,0.418,0.453
label208,0.442,0.437,0.403,0.481,0.419,-0.117,0.443,0.451
label209,0.481,0.481,0.506,0.455,0.494,-0.039,0.487,0.479
label210,0.409,0.415,0.442,0.377,0.428,-0.182,0.374,0.413
label211,0.51,0.51,0.474,0.545,0.492,0.02,0.519,0.512
label212,0.477,0.477,0.468,0.487,0.472,-0.045,0.471,0.485
label213,0.442,0.446,0.481,0.403,0.462,-0.117,0.402,0.428
label214,0.399,0.413,0.481,0.318,0.444,-0.204,0.372,0.414
label215,0.419,0.42,0.429,0.409,0.424,-0.162,0.366,0.43
label216,0.383,0.383,0.383,0.383,0.383,-0.234,0.384,0.43
label217,0.468,0.466,0.442,0.494,0.453,-0.065,0.435,0.439
label218,0.539,0.541,0.519,0.558,0.53,0.078,0.546,0.553
label219,0.487,0.488,0.526,0.448,0.506,-0.026,0.481,0.472
label220,0.461,0.459,0.442,0.481,0.45,-0.078,0.414,0.454
label221,0.432,0.412,0.318,0.545,0.359,-0.14,0.392,0.424
label222,0.5,0.5,0.5,0.5,0.5,0,0.486,0.462
label223,0.487,0.489,0.591,0.383,0.535,-0.027,0.485,0.479
label224,0.519,0.521,0.494,0.545,0.507,0.039,0.479,0.493
label225,0.468,0.468,0.474,0.461,0.471,-0.065,0.497,0.517
label226,0.532,0.543,0.409,0.656,0.467,0.067,0.521,0.557
label227,0.532,0.53,0.571,0.494,0.55,0.065,0.513,0.506
label228,0.448,0.452,0.494,0.403,0.472,-0.104,0.422,0.442
label229,0.487,0.486,0.442,0.532,0.463,-0.026,0.504,0.484
label230,0.471,0.471,0.474,0.468,0.472,-0.058,0.451,0.484
label231,0.506,0.505,0.597,0.416,0.548,0.013,0.542,0.507
label232,0.549,0.55,0.532,0.565,0.541,0.097,0.569,0.54
label233,0.484,0.485,0.526,0.442,0.505,-0.033,0.485,0.485
label234,0.51,0.51,0.5,0.519,0.505,0.019,0.531,0.544
label235,0.455,0.453,0.435,0.474,0.444,-0.091,0.425,0.472
label236,0.471,0.472,0.494,0.448,0.483,-0.059,0.472,0.484
label237,0.526,0.523,0.584,0.468,0.552,0.052,0.534,0.52
label238,0.536,0.54,0.487,0.584,0.512,0.072,0.533,0.537
label239,0.477,0.477,0.461,0.494,0.469,-0.045,0.469,0.474
label240,0.471,0.468,0.429,0.513,0.447,-0.059,0.477,0.491
label241,0.513,0.513,0.519,0.506,0.516,0.026,0.499,0.514
label242,0.519,0.518,0.565,0.474,0.54,0.039,0.532,0.529
label243,0.49,0.487,0.377,0.604,0.425,-0.02,0.481,0.467
label244,0.532,0.532,0.545,0.519,0.538,0.065,0.528,0.512
label245,0.497,0.497,0.468,0.526,0.482,-0.007,0.474,0.495
label246,0.49,0.492,0.591,0.39,0.537,-0.02,0.512,0.514
label247,0.471,0.472,0.487,0.455,0.479,-0.058,0.467,0.468
label248,0.464,0.455,0.357,0.571,0.4,-0.073,0.437,0.47
label249,0.425,0.427,0.435,0.416,0.431,-0.149,0.44,0.484
label250,0.529,0.525,0.604,0.455,0.562,0.059,0.572,0.569
label251,0.484,0.483,0.461,0.506,0.472,-0.033,0.472,0.47
label252,0.487,0.488,0.545,0.429,0.515,-0.026,0.45,0.456
label253,0.494,0.494,0.526,0.461,0.509,-0.013,0.484,0.503
label254,0.51,0.509,0.539,0.481,0.524,0.02,0.525,0.498
label255,0.458,0.462,0.519,0.396,0.489,-0.085,0.431,0.443
label256,0.555,0.559,0.526,0.584,0.542,0.111,0.544,0.519
label257,0.429,0.438,0.506,0.351,0.47,-0.145,0.417,0.44
label258,0.562,0.561,0.565,0.558,0.563,0.123,0.545,0.53
label259,0.532,0.526,0.649,0.416,0.581,0.067,0.547,0.533
label260,0.471,0.474,0.526,0.416,0.498,-0.059,0.445,0.464
label261,0.526,0.523,0.584,0.468,0.552,0.052,0.527,0.541
label262,0.39,0.39,0.39,0.39,0.39,-0.221,0.394,0.435
label263,0.506,0.507,0.455,0.558,0.479,0.013,0.505,0.521
label264,0.506,0.507,0.474,0.539,0.49,0.013,0.497,0.511
label265,0.477,0.476,0.442,0.513,0.458,-0.046,0.45,0.468
label266,0.542,0.534,0.662,0.422,0.591,0.087,0.535,0.51
label267,0.461,0.458,0.422,0.5,0.439,-0.078,0.459,0.444
label268,0.51,0.509,0.571,0.448,0.538,0.02,0.51,0.491
label269,0.458,0.461,0.5,0.416,0.48,-0.085,0.48,0.491
label270,0.523,0.528,0.435,0.61,0.477,0.046,0.503,0.553
label271,0.545,0.544,0.558,0.532,0.551,0.091,0.531,0.505
label272,0.506,0.506,0.532,0.481,0.519,0.013,0.471,0.467
label273,0.422,0.424,0.435,0.409,0.429,-0.156,0.398,0.424
label274,0.442,0.444,0.461,0.422,0.452,-0.117,0.416,0.433
label275,0.464,0.467,0.506,0.422,0.486,-0.072,0.451,0.484
label276,0.49,0.491,0.545,0.435,0.517,-0.02,0.514,0.49
label277,0.503,0.503,0.487,0.519,0.495,0.006,0.484,0.496
label278,0.474,0.47,0.409,0.539,0.438,-0.052,0.465,0.495
label279,0.51,0.51,0.474,0.545,0.492,0.02,0.518,0.494
label280,0.464,0.46,0.416,0.513,0.437,-0.072,0.441,0.465
label281,0.451,0.448,0.416,0.487,0.431,-0.098,0.432,0.441
label282,0.474,0.477,0.539,0.409,0.506,-0.052,0.434,0.439
label283,0.471,0.472,0.487,0.455,0.479,-0.058,0.477,0.469
label284,0.464,0.461,0.422,0.506,0.441,-0.072,0.458,0.48
label285,0.497,0.497,0.532,0.461,0.514,-0.007,0.501,0.497
label286,0.419,0.417,0.409,0.429,0.413,-0.162,0.385,0.434
label287,0.484,0.482,0.435,0.532,0.457,-0.033,0.503,0.508
label288,0.503,0.503,0.519,0.487,0.511,0.006,0.5,0.493
label289,0.497,0.497,0.487,0.506,0.492,-0.006,0.475,0.46
label290,0.503,0.504,0.461,0.545,0.481,0.007,0.54,0.528
label291,0.422,0.415,0.383,0.461,0.399,-0.156,0.378,0.414
label292,0.555,0.549,0.623,0.487,0.584,0.111,0.551,0.524
label293,0.536,0.545,0.435,0.636,0.484,0.073,0.515,0.528
label294,0.529,0.531,0.5,0.558,0.515,0.059,0.508,0.506
label295,0.529,0.528,0.552,0.506,0.54,0.059,0.514,0.493
label296,0.448,0.44,0.383,0.513,0.41,-0.105,0.424,0.452
label297,0.549,0.55,0.532,0.565,0.541,0.097,0.543,0.521
label298,0.422,0.417,0.39,0.455,0.403,-0.156,0.403,0.426
label299,0.451,0.451,0.448,0.455,0.45,-0.097,0.425,0.436
label300,0.516,0.513,0.623,0.409,0.563,0.033,0.541,0.546
label301,0.477,0.476,0.448,0.506,0.462,-0.046,0.492,0.498
label302,0.442,0.438,0.416,0.468,0.427,-0.117,0.395,0.433
label303,0.474,0.473,0.455,0.494,0.464,-0.052,0.434,0.452
label304,0.432,0.439,0.494,0.37,0.465,-0.137,0.432,0.437
label305,0.484,0.484,0.506,0.461,0.495,-0.033,0.508,0.525
label306,0.474,0.474,0.468,0.481,0.471,-0.052,0.439,0.449
label307,0.494,0.495,0.584,0.403,0.536,-0.013,0.484,0.488
label308,0.477,0.473,0.403,0.552,0.435,-0.046,0.455,0.461
label309,0.542,0.547,0.494,0.591,0.519,0.085,0.579,0.545
label310,0.526,0.533,0.422,0.63,0.471,0.053,0.535,0.544
label311,0.464,0.464,0.455,0.474,0.459,-0.071,0.453,0.445
label312,0.409,0.414,0.435,0.383,0.424,-0.182,0.413,0.427
label313,0.516,0.515,0.571,0.461,0.542,0.033,0.544,0.54
label314,0.539,0.542,0.5,0.578,0.52,0.078,0.521,0.498
label315,0.542,0.539,0.584,0.5,0.561,0.085,0.543,0.534
label316,0.49,0.49,0.461,0.519,0.475,-0.02,0.493,0.516
label317,0.481,0.479,0.442,0.519,0.459,-0.039,0.462,0.474
label318,0.526,0.524,0.565,0.487,0.544,0.052,0.499,0.475
label319,0.536,0.532,0.591,0.481,0.56,0.072,0.515,0.488
label320,0.506,0.507,0.474,0.539,0.49,0.013,0.507,0.525
label321,0.536,0.533,0.584,0.487,0.557,0.072,0.522,0.503
label322,0.461,0.467,0.558,0.364,0.509,-0.079,0.411,0.432
label323,0.523,0.519,0.63,0.416,0.569,0.047,0.506,0.514
label324,0.529,0.538,0.409,0.649,0.465,0.06,0.551,0.55
label325,0.471,0.472,0.494,0.448,0.483,-0.059,0.476,0.51
label326,0.464,0.469,0.532,0.396,0.498,-0.072,0.47,0.475
label327,0.461,0.459,0.442,0.481,0.45,-0.078,0.433,0.441
label328,0.503,0.503,0.487,0.519,0.495,0.006,0.512,0.496
label329,0.477,0.478,0.487,0.468,0.482,-0.045,0.441,0.439
label330,0.484,0.485,0.532,0.435,0.508,-0.033,0.469,0.474
label331,0.481,0.477,0.403,0.558,0.437,-0.039,0.443,0.446
label332,0.494,0.494,0.513,0.474,0.503,-0.013,0.449,0.471
label333,0.455,0.455,0.455,0.455,0.455,-0.091,0.412,0.447
label334,0.477,0.479,0.506,0.448,0.492,-0.046,0.467,0.478
label335,0.513,0.512,0.571,0.455,0.54,0.026,0.526,0.526
label336,0.445,0.439,0.396,0.494,0.416,-0.111,0.438,0.45
label337,0.448,0.449,0.455,0.442,0.452,-0.104,0.477,0.477
label338,0.49,0.491,0.526,0.455,0.508,-0.02,0.483,0.486
label339,0.487,0.488,0.513,0.461,0.5,-0.026,0.461,0.46
label340,0.464,0.467,0.506,0.422,0.486,-0.072,0.433,0.44
label341,0.481,0.482,0.513,0.448,0.497,-0.039,0.46,0.456
label342,0.432,0.435,0.455,0.409,0.444,-0.137,0.405,0.435
label343,0.442,0.438,0.416,0.468,0.427,-0.117,0.456,0.459
label344,0.519,0.52,0.513,0.526,0.516,0.039,0.52,0.505
label345,0.532,0.531,0.558,0.506,0.544,0.065,0.526,0.494
label346,0.448,0.443,0.403,0.494,0.422,-0.104,0.445,0.441
label347,0.451,0.45,0.442,0.461,0.446,-0.097,0.408,0.424
label348,0.468,0.468,0.474,0.461,0.471,-0.065,0.419,0.442
label349,0.513,0.515,0.448,0.578,0.479,0.026,0.509,0.498
label350,0.39,0.399,0.435,0.344,0.416,-0.222,0.326,0.385
label351,0.519,0.518,0.558,0.481,0.538,0.039,0.516,0.494
label352,0.438,0.436,0.422,0.455,0.429,-0.123,0.434,0.448
label353,0.532,0.531,0.558,0.506,0.544,0.065,0.554,0.581
label354,0.461,0.464,0.5,0.422,0.481,-0.078,0.431,0.454
label355,0.516,0.513,0.63,0.403,0.566,0.033,0.52,0.53
label356,0.536,0.533,0.584,0.487,0.557,0.072,0.552,0.538
label357,0.464,0.465,0.481,0.448,0.473,-0.071,0.48,0.469
label358,0.487,0.486,0.448,0.526,0.466,-0.026,0.468,0.474
label359,0.474,0.476,0.526,0.422,0.5,-0.052,0.454,0.461
label360,0.477,0.48,0.539,0.416,0.508,-0.046,0.469,0.457
label361,0.519,0.517,0.591,0.448,0.552,0.039,0.522,0.53
label362,0.422,0.427,0.455,0.39,0.44,-0.156,0.416,0.443
label363,0.367,0.361,0.344,0.39,0.352,-0.267,0.317,0.393
label364,0.484,0.483,0.474,0.494,0.479,-0.032,0.472,0.511
label365,0.383,0.37,0.331,0.435,0.349,-0.235,0.365,0.406
label366,0.468,0.463,0.409,0.526,0.434,-0.065,0.442,0.449
label367,0.445,0.445,0.448,0.442,0.447,-0.11,0.409,0.424
label368,0.536,0.535,0.552,0.519,0.543,0.071,0.53,0.508
label369,0.49,0.491,0.519,0.461,0.505,-0.02,0.479,0.473
label370,0.474,0.473,0.448,0.5,0.46,-0.052,0.445,0.477
label371,0.519,0.519,0.545,0.494,0.532,0.039,0.514,0.499
label372,0.519,0.518,0.552,0.487,0.535,0.039,0.528,0.516
label373,0.422,0.415,0.383,0.461,0.399,-0.156,0.408,0.446
label374,0.471,0.472,0.5,0.442,0.486,-0.059,0.451,0.466
label375,0.477,0.478,0.494,0.461,0.486,-0.045,0.431,0.442
label376,0.474,0.469,0.39,0.558,0.426,-0.053,0.468,0.449
label377,0.481,0.483,0.539,0.422,0.509,-0.039,0.47,0.484
label378,0.51,0.509,0.565,0.455,0.535,0.02,0.501,0.499
label379,0.532,0.537,0.468,0.597,0.5,0.065,0.585,0.599
label380,0.503,0.503,0.468,0.539,0.485,0.007,0.535,0.56
label381,0.519,0.521,0.481,0.558,0.5,0.039,0.518,0.515
label382,0.445,0.45,0.494,0.396,0.471,-0.111,0.42,0.433
label383,0.542,0.547,0.494,0.591,0.519,0.085,0.516,0.539
label384,0.435,0.437,0.448,0.422,0.442,-0.13,0.398,0.431
label385,0.497,0.497,0.5,0.494,0.498,-0.006,0.485,0.488
label386,0.51,0.509,0.539,0.481,0.524,0.02,0.484,0.473
label387,0.448,0.452,0.487,0.409,0.469,-0.104,0.441,0.456
label388,0.494,0.493,0.474,0.513,0.483,-0.013,0.477,0.503
label389,0.506,0.506,0.539,0.474,0.522,0.013,0.528,0.529
label390,0.539,0.537,0.571,0.506,0.553,0.078,0.529,0.523
label391,0.513,0.512,0.539,0.487,0.525,0.026,0.495,0.489
label392,0.468,0.466,0.442,0.494,0.453,-0.065,0.433,0.47
label393,0.468,0.464,0.422,0.513,0.442,-0.065,0.484,0.521
label394,0.464,0.465,0.481,0.448,0.473,-0.071,0.456,0.448
label395,0.471,0.467,0.409,0.532,0.436,-0.059,0.451,0.471
label396,0.526,0.527,0.5,0.552,0.513,0.052,0.527,0.523
label397,0.481,0.481,0.494,0.468,0.487,-0.039,0.473,0.501
label398,0.461,0.465,0.519,0.403,0.491,-0.078,0.443,0.448
label399,0.503,0.503,0.468,0.539,0.485,0.007,0.472,0.469
label400,0.539,0.549,0.435,0.643,0.486,0.08,0.532,0.552
label401,0.484,0.486,0.552,0.416,0.517,-0.033,0.469,0.456
label402,0.451,0.45,0.435,0.468,0.442,-0.097,0.41,0.426
label403,0.558,0.552,0.623,0.494,0.585,0.118,0.573,0.526
label404,0.451,0.448,0.416,0.487,0.431,-0.098,0.444,0.477
label405,0.523,0.519,0.623,0.422,0.566,0.046,0.539,0.536
label406,0.484,0.484,0.5,0.468,0.492,-0.032,0.52,0.512
label407,0.451,0.454,0.481,0.422,0.467,-0.098,0.443,0.507
label408,0.494,0.494,0.552,0.435,0.521,-0.013,0.492,0.507
label409,0.461,0.458,0.429,0.494,0.443,-0.078,0.445,0.442
label410,0.464,0.465,0.481,0.448,0.473,-0.071,0.417,0.452
label411,0.532,0.54,0.442,0.623,0.486,0.066,0.569,0.579
label412,0.458,0.454,0.416,0.5,0.434,-0.085,0.454,0.481
label413,0.406,0.397,0.364,0.448,0.38,-0.189,0.381,0.435
label414,0.536,0.53,0.623,0.448,0.573,0.073,0.568,0.556
label415,0.429,0.43,0.442,0.416,0.436,-0.143,0.411,0.437
label416,0.445,0.448,0.474,0.416,0.461,-0.111,0.436,0.444
label417,0.558,0.561,0.539,0.578,0.55,0.117,0.559,0.549
label418,0.458,0.463,0.532,0.383,0.495,-0.085,0.461,0.462
label419,0.458,0.455,0.422,0.494,0.438,-0.085,0.435,0.458
label420,0.529,0.531,0.494,0.565,0.512,0.059,0.533,0.517
label421,0.383,0.383,0.383,0.383,0.383,-0.234,0.376,0.453
label422,0.477,0.477,0.481,0.474,0.479,-0.045,0.454,0.491
label423,0.412,0.387,0.299,0.526,0.337,-0.18,0.385,0.437
label424,0.529,0.525,0.617,0.442,0.567,0.059,0.533,0.501
label425,0.477,0.476,0.455,0.5,0.465,-0.046,0.463,0.469
label426,0.425,0.429,0.448,0.403,0.438,-0.15,0.42,0.436
label427,0.458,0.451,0.39,0.526,0.418,-0.085,0.448,0.458
label428,0.474,0.47,0.403,0.545,0.434,-0.052,0.455,0.479
label429,0.503,0.503,0.584,0.422,0.541,0.007,0.49,0.5
label430,0.484,0.485,0.532,0.435,0.508,-0.033,0.503,0.496
label431,0.494,0.494,0.532,0.455,0.512,-0.013,0.47,0.485
label432,0.455,0.458,0.494,0.416,0.475,-0.091,0.414,0.427
label433,0.471,0.466,0.403,0.539,0.432,-0.059,0.47,0.476
label434,0.464,0.466,0.487,0.442,0.476,-0.072,0.442,0.468
label435,0.5,0.5,0.519,0.481,0.51,0,0.483,0.489
label436,0.539,0.538,0.552,0.526,0.545,0.078,0.512,0.502
label437,0.458,0.458,0.461,0.455,0.46,-0.084,0.444,0.463
label438,0.552,0.557,0.506,0.597,0.531,0.104,0.566,0.535
label439,0.461,0.461,0.461,0.461,0.461,-0.078,0.487,0.479
label440,0.494,0.493,0.487,0.5,0.49,-0.013,0.488,0.486
label441,0.542,0.535,0.649,0.435,0.587,0.086,0.538,0.528
label442,0.442,0.447,0.494,0.39,0.469,-0.118,0.445,0.494
label443,0.51,0.509,0.545,0.474,0.527,0.02,0.508,0.503
label444,0.513,0.513,0.526,0.5,0.519,0.026,0.486,0.484
label445,0.536,0.543,0.448,0.623,0.491,0.073,0.554,0.574
label446,0.49,0.491,0.506,0.474,0.498,-0.019,0.496,0.493
label447,0.471,0.471,0.481,0.461,0.476,-0.058,0.458,0.466
label448,0.448,0.447,0.442,0.455,0.444,-0.104,0.421,0.441
label449,0.477,0.477,0.461,0.494,0.469,-0.045,0.507,0.504
label450,0.448,0.45,0.468,0.429,0.459,-0.104,0.426,0.44
label451,0.513,0.514,0.494,0.532,0.503,0.026,0.501,0.495
label452,0.429,0.436,0.487,0.37,0.46,-0.144,0.427,0.436
label453,0.484,0.48,0.396,0.571,0.434,-0.033,0.483,0.5
label454,0.468,0.472,0.552,0.383,0.509,-0.066,0.454,0.451
label455,0.468,0.469,0.494,0.442,0.481,-0.065,0.466,0.469
label456,0.393,0.409,0.481,0.305,0.442,-0.218,0.354,0.412
label457,0.438,0.444,0.494,0.383,0.468,-0.124,0.413,0.435
label458,0.513,0.513,0.526,0.5,0.519,0.026,0.502,0.504
label459,0.477,0.477,0.474,0.481,0.476,-0.045,0.447,0.462
label460,0.474,0.474,0.468,0.481,0.471,-0.052,0.437,0.462
label461,0.503,0.504,0.377,0.63,0.431,0.007,0.472,0.472
label462,0.438,0.42,0.325,0.552,0.366,-0.127,0.392,0.43
label463,0.461,0.464,0.506,0.416,0.484,-0.078,0.444,0.47
label464,0.487,0.489,0.552,0.422,0.518,-0.026,0.485,0.491
label465,0.39,0.392,0.403,0.377,0.397,-0.221,0.365,0.401
label466,0.455,0.454,0.448,0.461,0.451,-0.091,0.471,0.497
label467,0.542,0.541,0.552,0.532,0.547,0.084,0.543,0.535
label468,0.481,0.481,0.5,0.461,0.49,-0.039,0.45,0.46
label469,0.412,0.411,0.403,0.422,0.407,-0.175,0.354,0.399
label470,0.477,0.476,0.442,0.513,0.458,-0.046,0.474,0.48
label471,0.523,0.524,0.494,0.552,0.508,0.046,0.549,0.539
label472,0.516,0.518,0.468,0.565,0.491,0.033,0.522,0.509
label473,0.445,0.441,0.416,0.474,0.428,-0.111,0.41,0.427
label474,0.484,0.482,0.435,0.532,0.457,-0.033,0.462,0.465
label475,0.458,0.458,0.455,0.461,0.456,-0.084,0.443,0.491
label476,0.487,0.488,0.519,0.455,0.503,-0.026,0.42,0.432
label477,0.458,0.462,0.513,0.403,0.486,-0.085,0.468,0.502
label478,0.458,0.46,0.487,0.429,0.473,-0.085,0.471,0.484
label479,0.432,0.443,0.532,0.331,0.484,-0.139,0.391,0.429
label480,0.542,0.54,0.565,0.519,0.552,0.085,0.558,0.566
label481,0.51,0.511,0.468,0.552,0.488,0.02,0.511,0.492
label482,0.474,0.471,0.429,0.519,0.449,-0.052,0.454,0.46
label483,0.562,0.562,0.558,0.565,0.56,0.123,0.581,0.53
label484,0.477,0.476,0.442,0.513,0.458,-0.046,0.439,0.461
label485,0.461,0.462,0.474,0.448,0.468,-0.078,0.444,0.476
label486,0.516,0.516,0.519,0.513,0.518,0.032,0.521,0.526
label487,0.477,0.481,0.565,0.39,0.519,-0.046,0.458,0.481
label488,0.497,0.497,0.545,0.448,0.52,-0.007,0.491,0.513
label489,0.49,0.49,0.5,0.481,0.495,-0.019,0.48,0.482
label490,0.49,0.492,0.565,0.416,0.526,-0.02,0.476,0.464
label491,0.451,0.452,0.461,0.442,0.457,-0.097,0.437,0.457
label492,0.438,0.434,0.403,0.474,0.418,-0.124,0.4,0.429
label493,0.448,0.449,0.461,0.435,0.455,-0.104,0.42,0.448
label494,0.393,0.405,0.455,0.331,0.428,-0.216,0.332,0.39
label495,0.516,0.515,0.552,0.481,0.533,0.033,0.506,0.516
label496,0.494,0.494,0.539,0.448,0.516,-0.013,0.494,0.491
label497,0.526,0.526,0.532,0.519,0.529,0.052,0.519,0.502
label498,0.438,0.441,0.461,0.416,0.451,-0.124,0.411,0.437
label499,0.49,0.489,0.448,0.532,0.468,-0.02,0.465,0.477
label500,0.448,0.452,0.487,0.409,0.469,-0.104,0.451,0.453
label501,0.555,0.557,0.539,0.571,0.548,0.11,0.555,0.528
label502,0.503,0.503,0.5,0.506,0.502,0.006,0.478,0.496
label503,0.539,0.539,0.539,0.539,0.539,0.078,0.54,0.541
label504,0.487,0.487,0.487,0.487,0.487,-0.026,0.496,0.482
label505,0.562,0.561,0.571,0.552,0.566,0.123,0.54,0.535
label506,0.529,0.531,0.506,0.552,0.518,0.059,0.52,0.509
label507,0.448,0.443,0.403,0.494,0.422,-0.104,0.419,0.457
label508,0.506,0.507,0.474,0.539,0.49,0.013,0.514,0.541
label509,0.412,0.424,0.487,0.338,0.453,-0.177,0.37,0.4
label510,0.516,0.516,0.532,0.5,0.524,0.032,0.533,0.496
label511,0.458,0.453,0.403,0.513,0.426,-0.085,0.469,0.482
label512,0.497,0.497,0.519,0.474,0.508,-0.007,0.461,0.459
label513,0.412,0.403,0.364,0.461,0.382,-0.176,0.416,0.423
label514,0.526,0.524,0.571,0.481,0.547,0.052,0.527,0.508
label515,0.471,0.469,0.442,0.5,0.455,-0.059,0.427,0.455
label516,0.562,0.56,0.578,0.545,0.569,0.123,0.573,0.537
label517,0.497,0.497,0.506,0.487,0.502,-0.006,0.482,0.48
label518,0.519,0.519,0.539,0.5,0.529,0.039,0.543,0.555
label519,0.494,0.493,0.442,0.545,0.466,-0.013,0.499,0.498
label520,0.481,0.482,0.526,0.435,0.503,-0.039,0.491,0.49
label521,0.471,0.468,0.422,0.519,0.444,-0.059,0.465,0.49
label522,0.471,0.474,0.539,0.403,0.505,-0.059,0.431,0.442
label523,0.513,0.512,0.558,0.468,0.534,0.026,0.507,0.496
label524,0.506,0.507,0.494,0.519,0.5,0.013,0.499,0.501
label525,0.49,0.49,0.481,0.5,0.485,-0.019,0.492,0.488
label526,0.506,0.508,0.435,0.578,0.469,0.013,0.518,0.512
label527,0.448,0.45,0.468,0.429,0.459,-0.104,0.474,0.485
label528,0.5,0.5,0.513,0.487,0.506,0,0.482,0.47
label529,0.471,0.472,0.494,0.448,0.483,-0.059,0.465,0.478
label530,0.477,0.474,0.416,0.539,0.443,-0.046,0.41,0.444
label531,0.532,0.528,0.604,0.461,0.564,0.066,0.531,0.497
label532,0.448,0.442,0.396,0.5,0.418,-0.104,0.472,0.478
label533,0.451,0.442,0.37,0.532,0.403,-0.099,0.425,0.437
