label,accuracy,precision,sensitivity,specificity,F1_score,MCC,AUROC,AUPR
label984,0.02,0,0,0.04,0,-0.961,0,0.307
label985,0.32,0.345,0.4,0.24,0.37,-0.365,0.174,0.34
label986,0.62,0.588,0.8,0.44,0.678,0.257,0.446,0.488
label987,0.02,0,0,0.04,0,-0.961,0.002,0.307
label988,0.28,0,0,0.56,0,-0.531,0.011,0.307
label989,0.3,0.188,0.12,0.48,0.146,-0.429,0.171,0.339
label990,0.44,0.463,0.76,0.12,0.576,-0.156,0.23,0.352
label991,0.48,0.462,0.24,0.72,0.316,-0.046,0.245,0.375
label992,0.38,0.125,0.04,0.72,0.061,-0.327,0.075,0.35
label993,0.02,0,0,0.04,0,-0.961,0,0.307
label994,0.6,0.667,0.4,0.8,0.5,0.218,0.413,0.474
label995,0.42,0.3,0.12,0.72,0.171,-0.2,0.309,0.449
label996,0.36,0.316,0.24,0.48,0.273,-0.288,0.208,0.348
label997,0.54,0.531,0.68,0.4,0.596,0.083,0.442,0.447
label998,0.52,0.51,1,0.04,0.676,0.143,0.138,0.332
label999,0.12,0.048,0.04,0.2,0.043,-0.77,0.046,0.346
