label,accuracy,precision,sensitivity,specificity,F1_score,MCC,AUROC,AUPR
label177,0.48,0.484,0.6,0.36,0.536,-0.041,0.473,0.576
label178,0.56,0.56,0.56,0.56,0.56,0.12,0.589,0.663
label179,0.6,0.609,0.56,0.64,0.583,0.201,0.64,0.686
label180,0.46,0.458,0.44,0.48,0.449,-0.08,0.38,0.489
label181,0.58,0.577,0.6,0.56,0.588,0.16,0.516,0.545
label182,0.58,0.571,0.64,0.52,0.604,0.161,0.622,0.654
label183,0.52,0.529,0.36,0.68,0.429,0.042,0.455,0.526
label184,0.48,0.48,0.48,0.48,0.48,-0.04,0.496,0.607
label185,0.38,0.393,0.44,0.32,0.415,-0.242,0.392,0.539
label186,0.4,0.407,0.44,0.36,0.423,-0.201,0.379,0.465
label187,0.26,0.25,0.24,0.28,0.245,-0.48,0.198,0.394
label188,0.3,0.308,0.32,0.28,0.314,-0.4,0.344,0.455
label189,0.46,0.462,0.48,0.44,0.471,-0.08,0.434,0.548
label190,0.6,0.619,0.52,0.68,0.565,0.203,0.637,0.685
label191,0.5,0.5,0.36,0.64,0.419,0,0.428,0.554
label192,0.42,0.423,0.44,0.4,0.431,-0.16,0.443,0.521
label193,0.58,0.591,0.52,0.64,0.553,0.161,0.58,0.658
label194,0.46,0.464,0.52,0.4,0.491,-0.081,0.451,0.536
label195,0.48,0.471,0.32,0.64,0.381,-0.042,0.485,0.578
label196,0.54,0.556,0.4,0.68,0.465,0.083,0.562,0.594
label197,0.58,0.583,0.56,0.6,0.571,0.16,0.61,0.672
label198,0.48,0.483,0.56,0.4,0.519,-0.041,0.521,0.622
label199,0.54,0.538,0.56,0.52,0.549,0.08,0.565,0.648
label200,0.56,0.565,0.52,0.6,0.542,0.12,0.608,0.615
label201,0.44,0.421,0.32,0.56,0.364,-0.124,0.392,0.52
label202,0.46,0.455,0.4,0.52,0.426,-0.081,0.467,0.539
label203,0.44,0.429,0.36,0.52,0.391,-0.122,0.459,0.53
label204,0.44,0.435,0.4,0.48,0.417,-0.12,0.421,0.529
label205,0.52,0.519,0.56,0.48,0.538,0.04,0.47,0.571
label206,0.68,0.667,0.72,0.64,0.692,0.361,0.688,0.712
label207,0.56,0.571,0.48,0.64,0.522,0.122,0.646,0.659
label208,0.5,0.5,0.48,0.52,0.49,0,0.494,0.583
label209,0.58,0.583,0.56,0.6,0.571,0.16,0.68,0.702
label210,0.44,0.444,0.48,0.4,0.462,-0.12,0.48,0.57
label211,0.6,0.6,0.6,0.6,0.6,0.2,0.617,0.686
label212,0.58,0.583,0.56,0.6,0.571,0.16,0.633,0.71
label213,0.32,0.32,0.32,0.32,0.32,-0.36,0.334,0.45
label214,0.5,0.5,0.56,0.44,0.528,0,0.424,0.522
label215,0.42,0.423,0.44,0.4,0.431,-0.16,0.494,0.607
label216,0.6,0.593,0.64,0.56,0.615,0.201,0.587,0.61
label217,0.38,0.385,0.4,0.36,0.392,-0.24,0.298,0.456
label218,0.56,0.56,0.56,0.56,0.56,0.12,0.521,0.564
label219,0.64,0.64,0.64,0.64,0.64,0.28,0.681,0.709
label220,0.34,0.318,0.28,0.4,0.298,-0.322,0.36,0.465
label221,0.52,0.517,0.6,0.44,0.556,0.041,0.471,0.547
label222,0.36,0.348,0.32,0.4,0.333,-0.281,0.302,0.373
label223,0.52,0.517,0.6,0.44,0.556,0.041,0.497,0.565
label224,0.48,0.471,0.32,0.64,0.381,-0.042,0.427,0.542
label225,0.48,0.481,0.52,0.44,0.5,-0.04,0.532,0.582
label226,0.52,0.522,0.48,0.56,0.5,0.04,0.544,0.623
label227,0.54,0.536,0.6,0.48,0.566,0.081,0.564,0.65
label228,0.44,0.421,0.32,0.56,0.364,-0.124,0.462,0.499
label229,0.56,0.556,0.6,0.52,0.577,0.12,0.565,0.61
label230,0.6,0.6,0.6,0.6,0.6,0.2,0.645,0.662
label231,0.36,0.348,0.32,0.4,0.333,-0.281,0.286,0.454
label232,0.4,0.308,0.16,0.64,0.211,-0.228,0.615,0.565
label233,0.32,0.263,0.2,0.44,0.227,-0.371,0.341,0.44
label234,0.4,0.4,0.4,0.4,0.4,-0.2,0.382,0.498
label235,0.4,0.368,0.28,0.52,0.318,-0.206,0.502,0.53
label236,0.44,0.44,0.44,0.44,0.44,-0.12,0.48,0.53
label237,0.6,0.6,0.6,0.6,0.6,0.2,0.691,0.696
label238,0.38,0.375,0.36,0.4,0.367,-0.24,0.396,0.519
label239,0.5,0.5,0.52,0.48,0.51,0,0.502,0.603
label240,0.52,0.519,0.56,0.48,0.538,0.04,0.546,0.655
label241,0.48,0.471,0.32,0.64,0.381,-0.042,0.362,0.476
label242,0.56,0.565,0.52,0.6,0.542,0.12,0.635,0.636
label243,0.56,0.56,0.56,0.56,0.56,0.12,0.604,0.687
label244,0.4,0.353,0.24,0.56,0.286,-0.211,0.383,0.462
label245,0.46,0.462,0.48,0.44,0.471,-0.08,0.43,0.553
label246,0.54,0.538,0.56,0.52,0.549,0.08,0.52,0.602
label247,0.38,0.35,0.28,0.48,0.311,-0.245,0.386,0.486
label248,0.58,0.571,0.64,0.52,0.604,0.161,0.544,0.601
label249,0.48,0.474,0.36,0.6,0.409,-0.041,0.48,0.567
label250,0.4,0.381,0.32,0.48,0.348,-0.203,0.332,0.47
label251,0.52,0.529,0.36,0.68,0.429,0.042,0.552,0.599
label252,0.48,0.48,0.48,0.48,0.48,-0.04,0.427,0.546
label253,0.54,0.571,0.32,0.76,0.41,0.089,0.414,0.56
label254,0.52,0.519,0.56,0.48,0.538,0.04,0.568,0.631
label255,0.36,0.36,0.36,0.36,0.36,-0.28,0.287,0.461
label256,0.4,0.381,0.32,0.48,0.348,-0.203,0.4,0.507
label257,0.48,0.481,0.52,0.44,0.5,-0.04,0.432,0.575
label258,0.54,0.545,0.48,0.6,0.511,0.081,0.493,0.568
label259,0.52,0.519,0.56,0.48,0.538,0.04,0.508,0.54
label260,0.54,0.545,0.48,0.6,0.511,0.081,0.598,0.677
label261,0.54,0.538,0.56,0.52,0.549,0.08,0.538,0.612
label262,0.52,0.519,0.56,0.48,0.538,0.04,0.471,0.574
label263,0.42,0.409,0.36,0.48,0.383,-0.161,0.458,0.506
label264,0.5,0.5,0.48,0.52,0.49,0,0.445,0.499
label265,0.6,0.632,0.48,0.72,0.545,0.206,0.53,0.586
label266,0.5,0.5,0.52,0.48,0.51,0,0.579,0.584
label267,0.54,0.542,0.52,0.56,0.531,0.08,0.502,0.624
label268,0.6,0.593,0.64,0.56,0.615,0.201,0.611,0.687
label269,0.5,0.5,0.6,0.4,0.545,0,0.481,0.557
label270,0.48,0.474,0.36,0.6,0.409,-0.041,0.401,0.468
label271,0.56,0.571,0.48,0.64,0.522,0.122,0.597,0.616
label272,0.5,0.5,0.52,0.48,0.51,0,0.453,0.556
label273,0.46,0.464,0.52,0.4,0.491,-0.081,0.458,0.58
label274,0.5,0.5,0.44,0.56,0.468,0,0.456,0.537
label275,0.38,0.385,0.4,0.36,0.392,-0.24,0.394,0.543
label276,0.48,0.48,0.48,0.48,0.48,-0.04,0.465,0.544
label277,0.6,0.609,0.56,0.64,0.583,0.201,0.605,0.671
label278,0.56,0.571,0.48,0.64,0.522,0.122,0.576,0.65
label279,0.38,0.4,0.48,0.28,0.436,-0.245,0.378,0.501
label280,0.52,0.526,0.4,0.64,0.455,0.041,0.537,0.557
label281,0.32,0.333,0.36,0.28,0.346,-0.361,0.368,0.492
label282,0.44,0.444,0.48,0.4,0.462,-0.12,0.436,0.538
label283,0.4,0.368,0.28,0.52,0.318,-0.206,0.373,0.504
label284,0.46,0.464,0.52,0.4,0.491,-0.081,0.518,0.62
label285,0.48,0.481,0.52,0.44,0.5,-0.04,0.469,0.545
label286,0.5,0.5,0.56,0.44,0.528,0,0.421,0.555
label287,0.46,0.45,0.36,0.56,0.4,-0.082,0.418,0.501
label288,0.68,0.667,0.72,0.64,0.692,0.361,0.659,0.647
label289,0.54,0.545,0.48,0.6,0.511,0.081,0.49,0.552
label290,0.3,0.222,0.16,0.44,0.186,-0.417,0.274,0.417
label291,0.48,0.476,0.4,0.56,0.435,-0.041,0.518,0.586
label292,0.62,0.636,0.56,0.68,0.596,0.242,0.611,0.649
label293,0.52,0.52,0.52,0.52,0.52,0.04,0.542,0.658
label294,0.5,0.5,0.6,0.4,0.545,0,0.572,0.673
label295,0.5,0.5,0.48,0.52,0.49,0,0.47,0.565
label296,0.48,0.48,0.48,0.48,0.48,-0.04,0.526,0.64
label297,0.4,0.4,0.4,0.4,0.4,-0.2,0.421,0.543
label298,0.5,0.5,0.56,0.44,0.528,0,0.51,0.575
label299,0.5,0.5,0.44,0.56,0.468,0,0.434,0.552
label300,0.52,0.524,0.44,0.6,0.478,0.041,0.479,0.533
label301,0.6,0.619,0.52,0.68,0.565,0.203,0.56,0.666
label302,0.54,0.533,0.64,0.44,0.582,0.082,0.538,0.639
label303,0.6,0.593,0.64,0.56,0.615,0.201,0.634,0.697
label304,0.38,0.393,0.44,0.32,0.415,-0.242,0.366,0.476
label305,0.42,0.409,0.36,0.48,0.383,-0.161,0.416,0.522
label306,0.36,0.387,0.48,0.24,0.429,-0.288,0.432,0.577
label307,0.3,0.25,0.2,0.4,0.222,-0.408,0.216,0.383
label308,0.5,0.5,0.4,0.6,0.444,0,0.533,0.565
label309,0.5,0.5,0.52,0.48,0.51,0,0.52,0.646
label310,0.48,0.481,0.52,0.44,0.5,-0.04,0.478,0.618
label311,0.4,0.368,0.28,0.52,0.318,-0.206,0.533,0.531
label312,0.58,0.583,0.56,0.6,0.571,0.16,0.56,0.617
label313,0.48,0.48,0.48,0.48,0.48,-0.04,0.458,0.589
label314,0.68,0.696,0.64,0.72,0.667,0.361,0.722,0.745
label315,0.36,0.316,0.24,0.48,0.273,-0.288,0.341,0.49
label316,0.38,0.35,0.28,0.48,0.311,-0.245,0.352,0.494
label317,0.56,0.565,0.52,0.6,0.542,0.12,0.486,0.562
label318,0.62,0.625,0.6,0.64,0.612,0.24,0.626,0.636
label319,0.52,0.524,0.44,0.6,0.478,0.041,0.522,0.56
label320,0.62,0.714,0.4,0.84,0.513,0.267,0.641,0.622
label321,0.6,0.593,0.64,0.56,0.615,0.201,0.659,0.694
label322,0.5,0.5,0.48,0.52,0.49,0,0.493,0.594
label323,0.46,0.458,0.44,0.48,0.449,-0.08,0.442,0.519
label324,0.58,0.583,0.56,0.6,0.571,0.16,0.558,0.625
label325,0.56,0.571,0.48,0.64,0.522,0.122,0.496,0.557
label326,0.52,0.522,0.48,0.56,0.5,0.04,0.465,0.522
label327,0.48,0.478,0.44,0.52,0.458,-0.04,0.45,0.563
label328,0.48,0.474,0.36,0.6,0.409,-0.041,0.502,0.539
label329,0.34,0.318,0.28,0.4,0.298,-0.322,0.256,0.394
label330,0.68,0.667,0.72,0.64,0.692,0.361,0.655,0.711
label331,0.52,0.52,0.52,0.52,0.52,0.04,0.518,0.618
label332,0.44,0.435,0.4,0.48,0.417,-0.12,0.462,0.567
label333,0.54,0.55,0.44,0.64,0.489,0.082,0.507,0.579
label334,0.44,0.452,0.56,0.32,0.5,-0.124,0.5,0.634
label335,0.56,0.565,0.52,0.6,0.542,0.12,0.578,0.651
label336,0.52,0.524,0.44,0.6,0.478,0.041,0.528,0.576
label337,0.42,0.417,0.4,0.44,0.408,-0.16,0.449,0.551
label338,0.48,0.481,0.52,0.44,0.5,-0.04,0.447,0.54
label339,0.42,0.429,0.48,0.36,0.453,-0.161,0.42,0.523
label340,0.6,0.6,0.6,0.6,0.6,0.2,0.549,0.578
label341,0.5,0.5,0.56,0.44,0.528,0,0.518,0.59
label342,0.52,0.522,0.48,0.56,0.5,0.04,0.539,0.619
label343,0.46,0.462,0.48,0.44,0.471,-0.08,0.473,0.546
label344,0.64,0.652,0.6,0.68,0.625,0.281,0.678,0.745
label345,0.62,0.615,0.64,0.6,0.627,0.24,0.659,0.753
label346,0.54,0.533,0.64,0.44,0.582,0.082,0.589,0.686
label347,0.62,0.636,0.56,0.68,0.596,0.242,0.578,0.689
label348,0.58,0.567,0.68,0.48,0.618,0.163,0.687,0.733
label349,0.52,0.52,0.52,0.52,0.52,0.04,0.534,0.548
label350,0.56,0.556,0.6,0.52,0.577,0.12,0.461,0.563
label351,0.5,0.5,0.48,0.52,0.49,0,0.509,0.604
label352,0.38,0.364,0.32,0.44,0.34,-0.242,0.387,0.506
label353,0.38,0.385,0.4,0.36,0.392,-0.24,0.366,0.511
label354,0.48,0.483,0.56,0.4,0.519,-0.041,0.473,0.572
label355,0.54,0.55,0.44,0.64,0.489,0.082,0.443,0.52
label356,0.58,0.6,0.48,0.68,0.533,0.163,0.661,0.711
label357,0.46,0.458,0.44,0.48,0.449,-0.08,0.52,0.608
label358,0.46,0.462,0.48,0.44,0.471,-0.08,0.489,0.541
label359,0.44,0.421,0.32,0.56,0.364,-0.124,0.426,0.463
label360,0.44,0.435,0.4,0.48,0.417,-0.12,0.421,0.524
label361,0.32,0.333,0.36,0.28,0.346,-0.361,0.37,0.497
label362,0.46,0.45,0.36,0.56,0.4,-0.082,0.358,0.491
label363,0.58,0.577,0.6,0.56,0.588,0.16,0.627,0.706
label364,0.54,0.536,0.6,0.48,0.566,0.081,0.575,0.637
label365,0.38,0.364,0.32,0.44,0.34,-0.242,0.438,0.52
label366,0.52,0.526,0.4,0.64,0.455,0.041,0.426,0.547
label367,0.48,0.476,0.4,0.56,0.435,-0.041,0.482,0.588
label368,0.52,0.529,0.36,0.68,0.429,0.042,0.449,0.552
label369,0.56,0.56,0.56,0.56,0.56,0.12,0.566,0.635
label370,0.52,0.519,0.56,0.48,0.538,0.04,0.478,0.554
label371,0.46,0.455,0.4,0.52,0.426,-0.081,0.413,0.533
label372,0.36,0.36,0.36,0.36,0.36,-0.28,0.328,0.464
label373,0.46,0.444,0.32,0.6,0.372,-0.083,0.383,0.429
label374,0.38,0.364,0.32,0.44,0.34,-0.242,0.324,0.432
label375,0.46,0.458,0.44,0.48,0.449,-0.08,0.479,0.548
label376,0.46,0.462,0.48,0.44,0.471,-0.08,0.459,0.551
label377,0.52,0.52,0.52,0.52,0.52,0.04,0.56,0.633
label378,0.5,0.5,0.44,0.56,0.468,0,0.451,0.545
label379,0.34,0.333,0.32,0.36,0.327,-0.32,0.382,0.484
label380,0.48,0.476,0.4,0.56,0.435,-0.041,0.53,0.574
label381,0.44,0.429,0.36,0.52,0.391,-0.122,0.478,0.568
label382,0.54,0.538,0.56,0.52,0.549,0.08,0.432,0.554
label383,0.46,0.462,0.48,0.44,0.471,-0.08,0.403,0.495
label384,0.26,0.2,0.16,0.36,0.178,-0.49,0.269,0.398
label385,0.5,0.5,0.56,0.44,0.528,0,0.496,0.574
label386,0.46,0.458,0.44,0.48,0.449,-0.08,0.419,0.488
label387,0.6,0.586,0.68,0.52,0.63,0.203,0.594,0.675
label388,0.36,0.36,0.36,0.36,0.36,-0.28,0.402,0.535
label389,0.44,0.44,0.44,0.44,0.44,-0.12,0.438,0.56
label390,0.5,0.5,0.52,0.48,0.51,0,0.516,0.584
label391,0.46,0.458,0.44,0.48,0.449,-0.08,0.483,0.556
label392,0.44,0.435,0.4,0.48,0.417,-0.12,0.4,0.545
label393,0.36,0.348,0.32,0.4,0.333,-0.281,0.474,0.519
label394,0.64,0.63,0.68,0.6,0.654,0.281,0.646,0.675
label395,0.7,0.679,0.76,0.64,0.717,0.403,0.693,0.714
label396,0.44,0.44,0.44,0.44,0.44,-0.12,0.411,0.524
label397,0.56,0.565,0.52,0.6,0.542,0.12,0.563,0.649
label398,0.46,0.458,0.44,0.48,0.449,-0.08,0.474,0.564
label399,0.54,0.556,0.4,0.68,0.465,0.083,0.47,0.579
label400,0.58,0.571,0.64,0.52,0.604,0.161,0.537,0.602
label401,0.44,0.44,0.44,0.44,0.44,-0.12,0.395,0.441
label402,0.5,0.5,0.56,0.44,0.528,0,0.518,0.634
label403,0.54,0.545,0.48,0.6,0.511,0.081,0.598,0.634
label404,0.48,0.476,0.4,0.56,0.435,-0.041,0.542,0.612
label405,0.6,0.619,0.52,0.68,0.565,0.203,0.653,0.658
label406,0.48,0.476,0.4,0.56,0.435,-0.041,0.448,0.534
label407,0.54,0.542,0.52,0.56,0.531,0.08,0.555,0.567
label408,0.34,0.333,0.32,0.36,0.327,-0.32,0.382,0.516
label409,0.56,0.556,0.6,0.52,0.577,0.12,0.636,0.682
label410,0.34,0.357,0.4,0.28,0.377,-0.322,0.301,0.47
label411,0.42,0.409,0.36,0.48,0.383,-0.161,0.441,0.476
label412,0.52,0.524,0.44,0.6,0.478,0.041,0.638,0.681
label413,0.44,0.444,0.48,0.4,0.462,-0.12,0.434,0.549
label414,0.58,0.571,0.64,0.52,0.604,0.161,0.581,0.653
label415,0.42,0.417,0.4,0.44,0.408,-0.16,0.433,0.544
label416,0.34,0.357,0.4,0.28,0.377,-0.322,0.355,0.492
label417,0.46,0.45,0.36,0.56,0.4,-0.082,0.502,0.524
label418,0.44,0.44,0.44,0.44,0.44,-0.12,0.48,0.558
label419,0.52,0.524,0.44,0.6,0.478,0.041,0.549,0.657
label420,0.46,0.462,0.48,0.44,0.471,-0.08,0.429,0.557
label421,0.32,0.286,0.24,0.4,0.261,-0.365,0.373,0.479
label422,0.54,0.531,0.68,0.4,0.596,0.083,0.514,0.597
label423,0.38,0.393,0.44,0.32,0.415,-0.242,0.274,0.463
label424,0.38,0.35,0.28,0.48,0.311,-0.245,0.37,0.481
label425,0.5,0.5,0.48,0.52,0.49,0,0.558,0.642
label426,0.42,0.423,0.44,0.4,0.431,-0.16,0.354,0.49
label427,0.46,0.467,0.56,0.36,0.509,-0.082,0.466,0.586
label428,0.54,0.538,0.56,0.52,0.549,0.08,0.555,0.603
label429,0.52,0.522,0.48,0.56,0.5,0.04,0.515,0.575
label430,0.52,0.522,0.48,0.56,0.5,0.04,0.478,0.587
label431,0.52,0.517,0.6,0.44,0.556,0.041,0.515,0.575
label432,0.52,0.524,0.44,0.6,0.478,0.041,0.526,0.592
label433,0.4,0.391,0.36,0.44,0.375,-0.201,0.357,0.465
label434,0.58,0.571,0.64,0.52,0.604,0.161,0.614,0.704
label435,0.3,0.333,0.4,0.2,0.364,-0.408,0.251,0.443
label436,0.64,0.64,0.64,0.64,0.64,0.28,0.678,0.729
label437,0.52,0.522,0.48,0.56,0.5,0.04,0.509,0.588
label438,0.5,0.5,0.44,0.56,0.468,0,0.438,0.55
label439,0.58,0.577,0.6,0.56,0.588,0.16,0.563,0.593
label440,0.58,0.591,0.52,0.64,0.553,0.161,0.517,0.638
label441,0.5,0.5,0.6,0.4,0.545,0,0.491,0.62
label442,0.54,0.533,0.64,0.44,0.582,0.082,0.542,0.613
label443,0.56,0.56,0.56,0.56,0.56,0.12,0.693,0.725
label444,0.54,0.538,0.56,0.52,0.549,0.08,0.52,0.588
label445,0.46,0.444,0.32,0.6,0.372,-0.083,0.454,0.525
label446,0.4,0.391,0.36,0.44,0.375,-0.201,0.359,0.446
label447,0.56,0.579,0.44,0.68,0.5,0.124,0.555,0.612
label448,0.44,0.444,0.48,0.4,0.462,-0.12,0.422,0.539
label449,0.36,0.294,0.2,0.52,0.238,-0.296,0.352,0.426
label450,0.52,0.519,0.56,0.48,0.538,0.04,0.509,0.584
label451,0.56,0.571,0.48,0.64,0.522,0.122,0.522,0.607
label452,0.56,0.56,0.56,0.56,0.56,0.12,0.614,0.678
label453,0.46,0.462,0.48,0.44,0.471,-0.08,0.472,0.562
label454,0.58,0.6,0.48,0.68,0.533,0.163,0.611,0.664
label455,0.46,0.458,0.44,0.48,0.449,-0.08,0.414,0.514
label456,0.56,0.552,0.64,0.48,0.593,0.122,0.519,0.596
label457,0.54,0.538,0.56,0.52,0.549,0.08,0.54,0.57
label458,0.6,0.609,0.56,0.64,0.583,0.201,0.606,0.643
label459,0.4,0.407,0.44,0.36,0.423,-0.201,0.37,0.482
label460,0.38,0.393,0.44,0.32,0.415,-0.242,0.402,0.487
label461,0.46,0.458,0.44,0.48,0.449,-0.08,0.43,0.512
label462,0.56,0.579,0.44,0.68,0.5,0.124,0.462,0.576
label463,0.36,0.333,0.28,0.44,0.304,-0.284,0.281,0.452
label464,0.36,0.36,0.36,0.36,0.36,-0.28,0.435,0.536
label465,0.54,0.538,0.56,0.52,0.549,0.08,0.57,0.675
label466,0.38,0.385,0.4,0.36,0.392,-0.24,0.446,0.545
label467,0.5,0.5,0.44,0.56,0.468,0,0.494,0.567
label468,0.4,0.414,0.48,0.32,0.444,-0.203,0.394,0.521
label469,0.48,0.478,0.44,0.52,0.458,-0.04,0.382,0.499
label470,0.38,0.375,0.36,0.4,0.367,-0.24,0.406,0.479
label471,0.3,0.273,0.24,0.36,0.255,-0.403,0.314,0.445
label472,0.52,0.524,0.44,0.6,0.478,0.041,0.454,0.553
label473,0.36,0.348,0.32,0.4,0.333,-0.281,0.386,0.468
label474,0.48,0.481,0.52,0.44,0.5,-0.04,0.51,0.611
label475,0.34,0.357,0.4,0.28,0.377,-0.322,0.31,0.445
label476,0.46,0.462,0.48,0.44,0.471,-0.08,0.494,0.576
label477,0.52,0.519,0.56,0.48,0.538,0.04,0.506,0.587
label478,0.38,0.375,0.36,0.4,0.367,-0.24,0.309,0.427
label479,0.62,0.714,0.4,0.84,0.513,0.267,0.528,0.646
label480,0.32,0.263,0.2,0.44,0.227,-0.371,0.319,0.463
label481,0.44,0.429,0.36,0.52,0.391,-0.122,0.414,0.498
label482,0.38,0.375,0.36,0.4,0.367,-0.24,0.435,0.522
label483,0.48,0.476,0.4,0.56,0.435,-0.041,0.461,0.563
label484,0.44,0.412,0.28,0.6,0.333,-0.127,0.438,0.524
label485,0.48,0.471,0.32,0.64,0.381,-0.042,0.52,0.531
label486,0.44,0.44,0.44,0.44,0.44,-0.12,0.418,0.492
label487,0.54,0.556,0.4,0.68,0.465,0.083,0.53,0.602
label488,0.48,0.474,0.36,0.6,0.409,-0.041,0.442,0.525
label489,0.48,0.478,0.44,0.52,0.458,-0.04,0.483,0.534
label490,0.42,0.417,0.4,0.44,0.408,-0.16,0.424,0.563
label491,0.46,0.458,0.44,0.48,0.449,-0.08,0.472,0.578
label492,0.64,0.64,0.64,0.64,0.64,0.28,0.65,0.686
label493,0.54,0.533,0.64,0.44,0.582,0.082,0.539,0.636
label494,0.38,0.385,0.4,0.36,0.392,-0.24,0.314,0.46
label495,0.5,0.5,0.48,0.52,0.49,0,0.534,0.639
label496,0.4,0.4,0.4,0.4,0.4,-0.2,0.291,0.423
label497,0.4,0.407,0.44,0.36,0.423,-0.201,0.352,0.457
label498,0.56,0.556,0.6,0.52,0.577,0.12,0.552,0.589
label499,0.58,0.591,0.52,0.64,0.553,0.161,0.565,0.629
label500,0.46,0.462,0.48,0.44,0.471,-0.08,0.501,0.576
label501,0.58,0.583,0.56,0.6,0.571,0.16,0.61,0.67
label502,0.38,0.375,0.36,0.4,0.367,-0.24,0.274,0.451
label503,0.36,0.316,0.24,0.48,0.273,-0.288,0.326,0.44
label504,0.34,0.333,0.32,0.36,0.327,-0.32,0.336,0.451
label505,0.5,0.5,0.64,0.36,0.561,0,0.494,0.621
label506,0.48,0.483,0.56,0.4,0.519,-0.041,0.538,0.618
label507,0.7,0.679,0.76,0.64,0.717,0.403,0.718,0.739
label508,0.44,0.452,0.56,0.32,0.5,-0.124,0.433,0.56
label509,0.46,0.464,0.52,0.4,0.491,-0.081,0.429,0.529
label510,0.38,0.385,0.4,0.36,0.392,-0.24,0.37,0.502
label511,0.6,0.6,0.6,0.6,0.6,0.2,0.605,0.638
label512,0.5,0.5,0.52,0.48,0.51,0,0.598,0.647
label513,0.34,0.318,0.28,0.4,0.298,-0.322,0.256,0.429
label514,0.4,0.381,0.32,0.48,0.348,-0.203,0.443,0.491
label515,0.56,0.556,0.6,0.52,0.577,0.12,0.578,0.661
label516,0.4,0.391,0.36,0.44,0.375,-0.201,0.331,0.47
label517,0.58,0.567,0.68,0.48,0.618,0.163,0.552,0.656
label518,0.64,0.652,0.6,0.68,0.625,0.281,0.623,0.692
label519,0.4,0.4,0.4,0.4,0.4,-0.2,0.396,0.518
label520,0.46,0.45,0.36,0.56,0.4,-0.082,0.507,0.551
label521,0.56,0.56,0.56,0.56,0.56,0.12,0.571,0.653
label522,0.5,0.5,0.44,0.56,0.468,0,0.512,0.57
label523,0.52,0.516,0.64,0.4,0.571,0.041,0.557,0.646
label524,0.38,0.286,0.16,0.6,0.205,-0.267,0.389,0.472
label525,0.4,0.391,0.36,0.44,0.375,-0.201,0.342,0.44
label526,0.34,0.333,0.32,0.36,0.327,-0.32,0.358,0.478
label527,0.64,0.63,0.68,0.6,0.654,0.281,0.568,0.674
label528,0.56,0.579,0.44,0.68,0.5,0.124,0.395,0.573
label529,0.5,0.5,0.4,0.6,0.444,0,0.581,0.622
label530,0.5,0.5,0.48,0.52,0.49,0,0.429,0.551
label531,0.48,0.476,0.4,0.56,0.435,-0.041,0.486,0.53
label532,0.42,0.409,0.36,0.48,0.383,-0.161,0.526,0.596
label533,0.48,0.48,0.48,0.48,0.48,-0.04,0.516,0.579
label534,0.62,0.615,0.64,0.6,0.627,0.24,0.646,0.692
label535,0.58,0.567,0.68,0.48,0.618,0.163,0.558,0.652
label536,0.46,0.458,0.44,0.48,0.449,-0.08,0.459,0.571
label537,0.4,0.4,0.4,0.4,0.4,-0.2,0.442,0.509
label538,0.46,0.464,0.52,0.4,0.491,-0.081,0.466,0.556
label539,0.5,0.5,0.44,0.56,0.468,0,0.522,0.608
label540,0.4,0.381,0.32,0.48,0.348,-0.203,0.445,0.512
label541,0.44,0.44,0.44,0.44,0.44,-0.12,0.32,0.434
label542,0.7,0.708,0.68,0.72,0.694,0.4,0.592,0.641
label543,0.44,0.421,0.32,0.56,0.364,-0.124,0.427,0.546
label544,0.56,0.56,0.56,0.56,0.56,0.12,0.541,0.583
label545,0.68,0.765,0.52,0.84,0.619,0.38,0.757,0.774
label546,0.46,0.455,0.4,0.52,0.426,-0.081,0.394,0.479
label547,0.52,0.524,0.44,0.6,0.478,0.041,0.585,0.605
label548,0.52,0.52,0.52,0.52,0.52,0.04,0.494,0.574
label549,0.52,0.52,0.52,0.52,0.52,0.04,0.614,0.694
label550,0.58,0.591,0.52,0.64,0.553,0.161,0.564,0.586
label551,0.54,0.545,0.48,0.6,0.511,0.081,0.541,0.599
label552,0.4,0.4,0.4,0.4,0.4,-0.2,0.402,0.51
label553,0.6,0.581,0.72,0.48,0.643,0.206,0.614,0.692
label554,0.48,0.478,0.44,0.52,0.458,-0.04,0.478,0.476
label555,0.48,0.478,0.44,0.52,0.458,-0.04,0.461,0.541
label556,0.58,0.583,0.56,0.6,0.571,0.16,0.642,0.675
label557,0.44,0.421,0.32,0.56,0.364,-0.124,0.47,0.543
label558,0.38,0.286,0.16,0.6,0.205,-0.267,0.273,0.431
label559,0.5,0.5,0.44,0.56,0.468,0,0.45,0.52
label560,0.54,0.536,0.6,0.48,0.566,0.081,0.513,0.6
label561,0.6,0.692,0.36,0.84,0.474,0.228,0.498,0.545
label562,0.58,0.611,0.44,0.72,0.512,0.167,0.534,0.624
label563,0.62,0.625,0.6,0.64,0.612,0.24,0.583,0.66
label564,0.56,0.556,0.6,0.52,0.577,0.12,0.546,0.642
label565,0.34,0.346,0.36,0.32,0.353,-0.32,0.213,0.415
label566,0.58,0.591,0.52,0.64,0.553,0.161,0.505,0.606
label567,0.5,0.5,0.6,0.4,0.545,0,0.474,0.55
label568,0.56,0.56,0.56,0.56,0.56,0.12,0.568,0.629
label569,0.54,0.538,0.56,0.52,0.549,0.08,0.57,0.646
label570,0.44,0.421,0.32,0.56,0.364,-0.124,0.459,0.503
label571,0.5,0.5,0.48,0.52,0.49,0,0.577,0.666
