name,score,pred label
Gas5,0.999906316764736,1
5430416N02Rik,0.7219284406536413,1
Malat1,0.9919264515228146,1
Snhg12,0.854751108049356,1
Xist,1.1451391325318663,1
2410006H16Rik,0.8642570846984934,1
Meg3,0.9996363386158147,1
4933404O12Rik,1.1259723301014328,1
AC152164.1,0.8588274851249476,1
Gm17106,0.9633695324763774,1
1110038B12Rik,1.0638780949563507,1
2410004N09Rik,0.994289144691137,1
Gm20417,1.0472306842001866,1
Tug1,0.6632485264116066,1
Gm11974,0.506822487368566,1
Gm15564,1.1221667543349692,1
9430008C03Rik,0.8529249095559517,1
Sox2ot,1.1311113176199679,1
2610307P16Rik,0.9930553728938913,1
Mir17hg,0.8986371062905927,1
Gm12940,0.960755457777466,1
4930586N03Rik,1.016634726607577,1
Airn,0.814021681169947,1
Gm16023,0.6213005462274874,1
4632419I22Rik,0.701830810726761,1
6720401G13Rik,0.9535626770182257,1
Gm11602,0.9472626488695535,1
Gm17494,1.0014507927057106,1
Gm13483,0.7769932880332671,1
Gm16599,0.9405783369667939,1
Ftx,0.8879216734070492,1
Gm12359,0.8120578690578379,1
Ttc28,0.88845493765217,1
Gm15614,0.8663898947297493,1
3110056K07Rik,0.8969227453200541,1
1700123O12Rik,0.9550263997629567,1
Gm15283,0.8471496704675014,1
A930015D03Rik,0.9208949062663545,1
6820431F20Rik,0.8444168315784419,1
Gm11508,0.8991154481734323,1
Gm17344,0.7628807949509304,1
9330159M07Rik,0.9744343688924597,1
1700020I14Rik,0.7451288890189143,1
1700084C06Rik,0.8683730210589853,1
Frmd4a,0.8843025765347643,1
AC025794.1,0.8670721709978717,1
2610035D17Rik,0.8406287557155845,1
2210013O21Rik,0.6464529136392225,1
Gm4876,0.8792377063407595,1
Gm12592,0.8546388306446171,1
Gm14634,0.994215118095283,1
Tsix,1.011587002610454,1
E130307A14Rik,1.0029920104751109,1
4930557F10Rik,1.226655571099911,1
Gm20536,1.029333523594985,1
A230103J11Rik,1.011591991124575,1
Snhg5,1.029120930870476,1
Gm16365,0.7998447830345294,1
Gm12992,0.9183385508909647,1
4930469K13Rik,0.6300061890910622,1
4930511M06Rik,0.7534217347214134,1
1500017E21Rik,0.8983420775267059,1
D030028A08Rik,0.6942824287334584,1
9630028H03Rik,1.109771796231939,1
4930555B11Rik,1.1503657835851864,1
Gm14005,0.7946151555830592,1
2900056M20Rik,1.0250250157666438,1
Gm15645,0.7988163890636453,1
NONMMUG013725,0.816350801466029,1
Gm16178,0.7536420036718989,1
Gm12648,0.9562321442085273,1
Oaz2,0.721646481482551,1
Pisd-ps1,0.864390273829684,1
Gm12680,1.1518187203594858,1
1700006P19Rik,0.9942869848495088,1
Gm15441,0.7888397537466996,1
Mirg,1.0996998245678067,1
Gm17300,1.0600729966620004,1
linc1476,-0.09964477686654094,0
Gm16586,0.966540221561146,1
Gm11867,0.8733692105945887,1
Gm14643,0.8754010698616521,1
A230004M16Rik,0.9159748568719688,1
Gm13147,1.066070791561557,1
Gm13507,0.8052651425570896,1
5830428H23Rik,0.824530453490453,1
Gm16724,1.1378119247497547,1
Gm4117,0.901121141633936,1
linc1458,0.5413969653645121,1
9530036O11Rik,0.9532958545442649,1
2210408F21Rik,0.8931008645906213,1
4930405P13Rik,0.6808929310275285,1
5530601H04Rik,0.7562044950266507,1
Gm12239,0.9978505633606427,1
Gm15347,0.9938318488477331,1
linc1343,0.4044278143487925,1
Gm14164,1.0911330105874408,1
Gm16163,0.8657316401295243,1
BC042782,0.7592432802184272,1
D030047H15Rik,1.2095842359181144,1
AV039307,0.9671500818109275,1
Gm20528,0.8856206925282346,1
9430091E24Rik,0.766879351620346,1
Ppp4r1l-ps,0.9313967017746729,1
Gm16278,0.8382118194207062,1
2410133F24Rik,1.0948683247406588,1
2900076A07Rik,1.0251099798263534,1
Gm14661,0.8910460587605367,1
NONMMUG028306,0.6372766006500679,1
1700091E21Rik,0.8943281664235196,1
BC023719,0.9510160664618748,1
5330434G04Rik,0.8292400108699804,1
Gm14471,0.8434732580479927,1
4930599N23Rik,0.8603452869937622,1
Gm11944,0.8050782791441828,1
D330022K07Rik,0.9246523939243612,1
AL732311.1,0.7508726012706286,1
Ptprd,0.08141744591378552,1
A230108P19Rik,0.8011331065599587,1
1700112D23Rik,0.7977182375882985,1
Gm15601,0.9345641663081063,1
Gm13402,0.9527439723056257,1
Gm12296,1.023656169933005,1
9130019P16Rik,0.9502427368500856,1
Camta1,0.06279671771942175,1
Camk1d,0.05969652997927666,1
NONMMUG038161,0.5630733126407814,1
Gm15787,0.7860452167205945,1
Gm15938,0.7215068963486995,1
Zbtb20,0.052820313146454634,1
Gm17200,1.1218985966712718,1
Hnrnpl,-0.6483370935735171,0
Gm14066,0.8315693127378547,1
Gm17029,0.8330062254157862,1
Gm15941,0.718407270910546,1
Pisd-ps2,1.0310834005395146,1
Gm16953,1.0517477079949766,1
4933430M04Rik,0.8383350269224219,1
Fam169b,0.8736075185350667,1
C130071C03Rik,1.0251534542003493,1
Gm15491,0.620158747875919,1
