0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,label
NEAT1,0.723223,-0.295161,0.116433,-0.221398,-0.483997,-0.341757,-0.047431,-0.235537,-0.250521,0.420063,0.951786,0.728184,0.516515,-0.265762,0.465703,-0.108185,0.701319,0.394625,0.427885,-0.209510,0.655632,0.266757,-0.448673,-0.480488,-0.137753,-0.231541,0.138822,-0.245194,-0.050605,-0.072693,0.178308,-0.299950,0.320713,0.547362,1.020072,-0.045857,-0.638653,-0.480325,-0.362116,0.010702,-0.413127,0.288193,-0.161824,-0.670707,0.239013,0.009461,-0.477471,-0.228205,0.049592,-0.219506,-0.389388,0.267351,0.061442,-0.586019,0.038939,-0.222507,-0.327909,0.403922,-0.248363,-0.436040,-0.407125,0.116755,-0.318268,0.368579,0.184146,-0.136147,0.295105,-0.100025,-0.594072,-0.348264,0.551415,-0.418047,0.775475,-0.161380,0.697424,0.251764,-0.811551,0.028139,-0.319949,-0.363108,0.401374,-0.478444,0.282054,-0.072708,-0.187130,-0.556971,-0.015787,0.671458,-0.332805,0.014934,0.110074,0.267646,0.095148,-0.314895,0.389849,-0.037902,0.347178,0.453322,0.818604,0.094282,-0.258105,-0.034405,0.196493,0.671657,0.347214,-0.486406,-0.705407,-0.290377,0.749646,-1.040265,-0.328237,-0.558694,0.076610,-0.499668,0.529426,-0.086722,-0.152387,0.135269,-0.264180,0.265198,0.793196,-0.273644,0.073917,0.074483,-0.227884,0.199970,0.612807,0.494199,1
SNHG1,0.391823,-0.066954,-0.207226,-0.266902,-0.503206,-0.188586,-0.140759,-0.266766,-0.149885,0.438825,0.254140,0.593061,0.145021,0.106468,0.394104,-0.139189,0.411229,-0.020805,0.512452,-0.319286,0.117093,-0.079868,0.250377,-0.433315,0.018693,-0.303013,-0.125281,0.526308,-0.025968,-0.189646,-0.085276,-0.057897,-0.060981,0.127677,0.548188,0.275364,-0.201447,-0.019121,0.149207,0.021566,0.028014,-0.064336,0.059167,-0.105830,-0.488899,0.299821,0.067811,-0.303288,-0.145155,-0.010906,0.272807,-0.201046,-0.258358,-0.292175,0.100471,0.086591,0.021358,-0.072339,-0.777958,0.420991,-0.089001,-0.155633,-0.188937,0.184382,0.143731,-0.061238,-0.039561,-0.243091,-0.328031,0.107955,0.605220,0.153663,0.489582,-0.455788,0.175215,0.361633,-0.955578,-0.108448,-0.001916,-0.336903,0.558821,0.052564,0.300250,-0.022689,-0.203659,-0.201982,-0.329890,0.190262,-0.208890,0.041411,-0.206371,-0.037597,0.205239,0.208111,0.063026,0.270301,0.042183,-0.181826,-0.264631,0.150831,-0.250869,-0.064014,0.407220,-0.150163,-0.462241,-0.167896,0.155659,0.137529,0.656077,0.106191,-0.046420,-0.037212,0.104855,0.066264,0.170187,-0.055699,0.033425,-0.217680,-0.656904,-0.223594,0.279157,0.026697,0.112794,-0.102198,-0.094901,-0.253857,0.226953,0.079012,1
GAS5,0.367315,-0.300868,-0.012984,-0.326244,-0.609120,-0.100541,-0.084539,-0.024944,-0.083040,0.324438,0.159234,0.507049,0.222098,0.039899,0.160188,0.006938,0.043775,0.181201,0.238315,-0.332883,0.117777,0.103561,-0.288305,-0.089090,-0.136314,-0.335046,-0.122189,0.208297,0.015264,-0.089155,0.135240,0.085108,0.098107,0.143244,0.197586,0.297639,-0.255637,-0.063564,-0.110703,-0.208458,-0.323951,0.006652,0.017219,-0.206419,0.026061,0.091310,0.038890,-0.105780,0.033613,0.035276,-0.064303,-0.005055,-0.164349,-0.270510,-0.022824,-0.054845,0.064445,-0.107568,-0.488104,0.445706,-0.036415,0.020640,-0.161017,0.077372,0.059677,-0.166814,0.097487,0.038002,-0.010165,0.044786,0.343999,0.094154,0.251947,-0.356982,0.109119,0.314100,-0.486394,-0.111224,0.117775,-0.374423,0.582503,-0.115199,0.217598,0.065460,-0.085446,-0.168112,0.095670,0.269032,-0.345865,-0.190078,0.027465,0.221546,0.128805,-0.019588,0.053834,0.178018,-0.284158,-0.106206,-0.131838,0.150426,0.005655,-0.372535,0.243784,0.187575,-0.223892,-0.173723,-0.048447,0.074337,0.275485,-0.090637,0.025530,-0.226965,0.099725,0.259454,0.275457,-0.181829,0.125317,-0.216423,-0.342135,0.008918,0.220730,-0.143226,0.079115,-0.164831,0.016914,-0.120183,0.438865,0.403744,1
SNHG5,0.358215,-0.233472,-0.001718,-0.161864,-0.533150,-0.038525,-0.008427,0.003514,-0.019703,0.334510,0.258935,0.615745,0.244029,0.019002,0.057431,-0.168151,0.019659,0.082470,0.067648,-0.286320,0.185404,0.163809,-0.358875,-0.180593,-0.105150,-0.212866,-0.175986,0.188794,0.031563,-0.111482,0.065523,-0.013432,0.182832,-0.073730,0.263083,0.212667,-0.244859,0.021076,-0.025360,-0.173042,-0.237825,0.023440,-0.086391,-0.215804,-0.003439,0.006104,-0.097278,-0.128687,0.072109,-0.022773,0.003727,0.088125,-0.096107,-0.150535,-0.017961,-0.102807,0.164891,-0.129319,-0.384512,0.494570,0.083116,0.142850,-0.145818,0.029009,0.032074,-0.218447,0.143385,0.200450,-0.051094,0.097823,0.376416,0.002310,0.169818,-0.315273,-0.002464,0.192315,-0.445210,-0.115852,0.133707,-0.274866,0.532498,-0.152751,0.240312,0.019566,0.048326,-0.204690,0.153786,0.285798,-0.282089,-0.044902,-0.088359,0.197401,0.142486,0.014840,-0.043628,0.088589,-0.199020,-0.127494,-0.089264,0.120125,-0.038983,-0.300856,0.331997,0.147440,-0.224676,-0.258536,0.027571,0.153693,0.230370,-0.039932,0.042393,-0.266482,0.007386,0.113365,0.247857,-0.200464,-0.012058,-0.218128,-0.269835,0.004362,0.251875,-0.253944,0.049758,-0.250014,-0.044542,-0.201737,0.381505,0.346147,1
XIST,0.274499,-0.425001,-0.016176,-0.211217,-0.406464,-0.175845,0.004268,-0.091839,0.249984,0.356878,0.360283,0.546327,0.264608,0.075362,0.251256,0.056034,0.158134,-0.072069,0.158393,-0.246464,0.209337,-0.173287,-0.161746,-0.106835,-0.144939,-0.454346,-0.045369,0.347427,-0.141463,-0.221403,0.238873,0.072358,0.123675,0.062548,0.294553,0.274959,-0.320520,-0.124989,-0.079398,-0.136681,-0.314193,0.016461,0.098569,-0.108333,-0.129043,0.086215,-0.106856,-0.194523,0.202384,0.049537,0.172526,-0.144077,-0.162987,-0.133161,0.085955,-0.040073,0.197839,-0.085075,-0.540395,0.415143,0.081542,-0.206602,-0.282926,-0.132654,0.032289,-0.072244,0.236470,-0.098688,0.040468,0.057199,0.487605,0.009687,0.215785,-0.364648,0.130428,0.169483,-0.387438,-0.115272,0.094869,-0.400562,0.424625,-0.184134,0.286770,0.100432,-0.117735,-0.215281,0.003450,0.198206,-0.229654,-0.071939,-0.214836,0.180159,0.064903,-0.013295,0.081102,0.148254,-0.188512,-0.153845,-0.187946,0.041944,0.062132,-0.250794,0.294879,0.015236,-0.146023,-0.115559,0.096958,-0.095761,0.318835,-0.062266,-0.030545,-0.259711,0.142721,0.097313,0.188678,-0.207291,-0.081247,-0.230274,-0.359424,0.019219,0.448335,-0.240640,0.136226,-0.208395,-0.055452,-0.167538,0.346473,0.180856,1
RMRP,0.512230,-0.294321,-0.085576,-0.070198,-0.278878,-0.162043,0.100562,-0.087054,0.054617,0.202582,0.253837,0.610237,0.216386,0.089399,0.175069,-0.072837,0.165272,0.009914,0.149151,-0.220797,0.075629,-0.211885,-0.285594,-0.143159,0.115475,-0.292449,-0.104383,0.162755,-0.139516,-0.155106,0.130612,-0.184909,-0.086915,-0.016990,0.266843,0.128382,-0.194836,-0.056015,0.032731,-0.263190,-0.235143,-0.020842,-0.078705,-0.091297,0.009797,0.081779,-0.246857,-0.234765,0.308191,0.104479,0.162389,-0.045526,-0.196596,-0.103505,0.055821,-0.055949,0.125846,-0.037027,-0.332485,0.273275,0.052863,-0.128185,-0.322943,-0.228829,0.015764,-0.074674,0.346043,-0.063074,-0.081010,-0.116830,0.387219,-0.151028,0.339416,-0.176425,0.092180,0.259981,-0.428473,-0.098535,0.088353,-0.219085,0.309622,-0.137124,0.170331,-0.059755,0.053265,-0.113037,0.016020,0.120456,-0.243157,-0.082970,-0.171202,0.035260,0.201835,0.138640,0.130250,0.286881,0.052896,-0.116899,-0.180356,0.184599,0.148013,-0.366271,0.248804,0.076162,-0.225985,-0.211667,0.132606,-0.079908,0.315651,-0.150545,0.076444,-0.295316,-0.007367,0.030302,0.142915,-0.110999,0.122288,-0.225758,-0.414819,0.051080,0.416423,-0.180231,0.207712,-0.162772,0.036307,-0.175211,0.164747,0.089874,1
TUG1,0.300668,-0.417896,-0.000937,-0.154485,-0.302805,-0.063682,0.033903,-0.123750,0.140196,0.305439,0.341826,0.560478,0.272087,0.173156,0.261429,-0.066024,0.143603,0.000614,0.037470,-0.234213,0.192162,-0.014423,-0.241303,-0.017347,-0.086652,-0.294293,-0.086438,0.371549,-0.111502,-0.252504,0.104832,-0.041354,0.050341,-0.093206,0.347131,0.273484,-0.301474,-0.045760,-0.074648,-0.255238,-0.262591,-0.048827,-0.013546,-0.100355,-0.099992,0.040426,-0.116159,-0.123979,0.238991,0.085419,0.192837,-0.023583,-0.101642,-0.075459,0.028760,-0.024613,0.132567,-0.059853,-0.493038,0.417521,0.140026,-0.228293,-0.271839,-0.079578,0.033503,-0.127446,0.253086,0.036474,-0.059724,-0.044648,0.513723,-0.002266,0.266241,-0.279921,0.051597,0.198394,-0.434267,-0.068797,0.121856,-0.366648,0.357571,-0.141820,0.355847,0.030043,-0.097512,-0.155359,-0.026389,0.218821,-0.240902,-0.082426,-0.296200,0.177992,0.087196,0.068295,0.061606,0.180435,-0.104038,-0.249762,-0.110252,0.072920,0.143624,-0.282233,0.249142,0.130460,-0.240611,-0.211407,0.077993,-0.159186,0.291238,-0.038308,-0.012702,-0.293737,0.072672,0.088277,0.230235,-0.192742,-0.053241,-0.210526,-0.408225,0.038578,0.383096,-0.299423,0.086351,-0.187111,-0.067754,-0.191632,0.270296,0.115760,1
NONHSAG013514,0.434312,-0.365337,-0.015337,-0.097223,-0.220550,-0.108891,0.178257,-0.053955,0.116796,0.218983,0.356361,0.513650,0.229604,0.149325,0.181824,-0.156238,0.100976,-0.022522,0.126651,-0.166494,-0.027265,-0.086882,-0.249685,-0.113725,-0.012339,-0.317489,-0.075460,0.189630,-0.076350,-0.307827,0.090370,-0.173370,0.015480,-0.133932,0.319439,0.175599,-0.224116,-0.052451,-0.097617,-0.287486,-0.210075,-0.047222,-0.069270,-0.090601,0.074044,0.027858,-0.179371,-0.169665,0.168251,0.025573,0.204301,0.044012,-0.154392,-0.092462,0.081164,-0.108711,0.059756,-0.177988,-0.410710,0.268027,0.059064,-0.131041,-0.317671,-0.245573,0.031958,-0.094626,0.269397,-0.101652,-0.093655,-0.028642,0.408880,-0.052712,0.241807,-0.232431,0.029067,0.173994,-0.422719,-0.065582,0.207868,-0.227116,0.282048,-0.180747,0.144862,-0.060887,0.007373,-0.021135,0.068131,0.176027,-0.341116,-0.045004,-0.250533,0.081288,0.099758,0.111175,0.040400,0.256678,0.120466,-0.163915,-0.157282,0.200344,0.129755,-0.413321,0.241623,0.086828,-0.199169,-0.047932,0.083761,-0.085281,0.329246,-0.110565,-0.007091,-0.255947,-0.144869,0.109819,0.155003,-0.090970,-0.036445,-0.251794,-0.336043,0.113011,0.273951,-0.128035,0.103907,-0.083975,0.024746,-0.071571,0.179080,0.076234,1
JPX,0.379027,-0.383198,-0.014923,-0.048438,-0.146116,-0.085126,0.183067,-0.031269,0.084079,0.254884,0.330127,0.547168,0.241353,0.173336,0.123518,-0.126861,0.094705,0.001907,0.124700,-0.166085,0.134319,-0.082481,-0.293540,-0.183315,0.009206,-0.206610,-0.079216,0.196107,-0.137957,-0.246190,0.099835,-0.126065,0.008625,-0.091797,0.350988,0.163161,-0.170444,-0.065325,-0.054945,-0.301807,-0.246787,0.013951,-0.078147,-0.098535,0.077482,-0.073931,-0.196821,-0.116823,0.208897,0.086077,0.231022,0.014897,-0.146057,-0.070167,0.003547,-0.163185,0.056692,-0.090228,-0.362182,0.400810,0.000671,-0.155080,-0.258020,-0.233947,0.004208,-0.153418,0.294515,-0.090902,-0.164164,-0.021253,0.418959,0.045124,0.305419,-0.181671,0.095558,0.218663,-0.427238,-0.035225,0.075934,-0.246900,0.306950,-0.206856,0.151363,-0.065969,0.069840,-0.067133,0.033851,0.207016,-0.290682,0.020174,-0.270566,0.157153,0.007695,0.050360,0.086486,0.266534,0.103850,-0.189894,-0.157666,0.156956,0.145745,-0.365031,0.192175,0.106911,-0.099904,-0.113204,0.079410,-0.055541,0.287106,-0.070945,0.000381,-0.301143,-0.083636,0.102727,0.108674,-0.121339,-0.002408,-0.280180,-0.305331,0.135539,0.319874,-0.112454,0.063675,-0.113404,-0.077273,-0.253655,0.191627,0.087247,1
LINC00657,0.356170,-0.143702,-0.086416,-0.224089,-0.321796,0.018237,0.138128,-0.037285,0.240072,0.169009,0.247426,0.383394,0.319894,0.093855,0.158919,-0.136875,0.094731,0.142708,0.044012,-0.144135,0.188702,-0.053875,-0.183321,0.054411,-0.268637,-0.241058,-0.091920,0.098596,-0.092482,-0.154422,0.109633,-0.116631,-0.034482,-0.144814,0.156673,0.194841,-0.279527,0.037494,-0.000464,-0.173721,-0.172707,-0.198961,0.000181,-0.083190,-0.128808,-0.037779,-0.192448,-0.170068,-0.017279,0.149799,0.076685,-0.046086,0.061717,-0.016149,0.161946,-0.065577,-0.133835,-0.146797,-0.435587,0.299045,0.176459,-0.176937,-0.157699,-0.004354,-0.126234,-0.204210,0.189195,0.144511,-0.064396,-0.013873,0.273714,-0.026720,0.055311,-0.282178,0.046538,0.288026,-0.287314,-0.066096,0.008175,-0.224919,0.463467,-0.120464,-0.012897,-0.074641,-0.026394,-0.242284,0.049428,0.173757,-0.297905,-0.024507,-0.129228,0.156866,0.079295,-0.004529,-0.134525,0.106562,0.065549,0.132544,-0.186585,0.085184,0.090639,-0.190020,0.202468,0.097884,-0.124541,-0.299421,0.077299,0.040570,0.053415,-0.119159,-0.032268,-0.083343,0.027613,0.016954,0.139651,-0.008000,0.012888,-0.156070,-0.362202,-0.286920,0.171711,-0.192192,0.134736,-0.032778,-0.079189,-0.156108,0.124873,0.114098,1
