name,score,pred_label
Gas5,0.9606666666666667,1
5430416N02Rik,0.7552991789819375,1
Malat1,0.9606666666666667,1
Snhg12,0.9406666666666667,1
Xist,0.9808333333333333,1
2410006H16Rik,0.9406666666666667,1
Meg3,1.0,1
4933404O12Rik,0.9806666666666666,1
AC152164.1,0.9806666666666666,1
Gm17106,0.9806666666666666,1
1110038B12Rik,0.98,1
2410004N09Rik,0.8154428571428572,1
Gm20417,0.9806666666666666,1
Tug1,0.8025,1
Gm11974,0.7978095238095239,1
Gm15564,0.9806666666666666,1
9430008C03Rik,0.9206666666666666,1
Sox2ot,0.9606666666666667,1
2610307P16Rik,0.9359999999999999,1
Mir17hg,0.9606666666666667,1
Gm12940,0.9606666666666667,1
4930586N03Rik,0.9806666666666666,1
Airn,1.0,1
Gm16023,0.945,1
4632419I22Rik,0.9656666666666667,1
6720401G13Rik,0.9806666666666666,1
Gm11602,0.9806666666666666,1
Gm17494,0.9806666666666666,1
Gm13483,0.98,1
Gm16599,0.985,1
Ftx,0.965,1
Gm12359,0.985,1
Ttc28,0.996,1
Gm15614,0.9456666666666667,1
3110056K07Rik,0.8636428571428572,1
1700123O12Rik,0.976,1
Gm15283,0.965,1
A930015D03Rik,0.9606666666666667,1
6820431F20Rik,0.9406666666666667,1
Gm11508,0.9406666666666667,1
Gm17344,0.925,1
9330159M07Rik,0.841,1
1700020I14Rik,0.9256666666666666,1
1700084C06Rik,1.0,1
Frmd4a,0.996,1
AC025794.1,0.919,1
2610035D17Rik,0.98,1
2210013O21Rik,0.94,1
Gm4876,0.985,1
Gm12592,0.9606666666666667,1
Gm14634,0.9806666666666666,1
Tsix,1.0,1
E130307A14Rik,0.98,1
4930557F10Rik,0.996,1
Gm20536,1.0,1
A230103J11Rik,0.9806666666666666,1
Snhg5,0.9806666666666666,1
Gm16365,0.98,1
Gm12992,0.96,1
4930469K13Rik,0.9406666666666667,1
4930511M06Rik,0.94,1
1500017E21Rik,1.0,1
D030028A08Rik,1.0,1
9630028H03Rik,0.98,1
4930555B11Rik,0.9806666666666666,1
Gm14005,0.963,1
2900056M20Rik,0.9806666666666666,1
Gm15645,0.943,1
NONMMUG013725,0.9806666666666666,1
Gm16178,0.9806666666666666,1
Gm12648,0.985,1
Oaz2,1.0,1
Pisd-ps1,0.9606666666666667,1
Gm12680,0.9606666666666667,1
1700006P19Rik,0.9806666666666666,1
Gm15441,0.94,1
Mirg,0.96,1
Gm17300,0.9806666666666666,1
linc1476,0.6781658456486042,1
Gm16586,0.9806666666666666,1
Gm11867,0.938,1
Gm14643,0.985,1
A230004M16Rik,0.98,1
Gm13147,0.9006666666666666,1
Gm13507,0.985,1
